
Spine Center Number of Voxel Ch=3 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
9,,Spine,3,0,Image 1,1,1,100000006,610000001588,
6,,Spine,3,0,Image 1,1,1,100000006,610000001594,
5,,Spine,3,0,Image 1,1,1,100000006,610000001599,
5,,Spine,3,0,Image 1,1,1,100000006,610000001604,
2,,Spine,3,0,Image 1,1,1,100000006,610000001607,
3,,Spine,3,0,Image 1,1,1,100000007,610000001610,
3,,Spine,3,8,Image 1,1,1,100000007,610000001612,
3,,Spine,3,5,Image 1,2,1,100000007,610000001614,
3,,Spine,3,8,Image 1,1,1,100000007,610000001623,
2,,Spine,3,2,Image 1,2,1,100000005,610000001632,
2,,Spine,3,0,Image 1,1,1,100000006,610000001633,
2,,Spine,3,7,Image 1,2,1,100000007,610000001636,
2,,Spine,3,7,Image 1,3,1,100000007,610000001637,
2,,Spine,3,6,Image 1,3,1,100000007,610000001638,
2,,Spine,3,5,Image 1,2,1,100000007,610000001639,
2,,Spine,3,8,Image 1,1,1,100000007,610000001640,
2,,Spine,3,8,Image 1,1,1,100000007,610000001641,
2,,Spine,3,6,Image 1,1,1,100000007,610000001642,
2,,Spine,3,4,Image 1,1,1,100000007,610000001643,
2,,Spine,3,4,Image 1,2,1,100000007,610000001644,
2,,Spine,3,0,Image 1,1,1,100000007,610000001645,
