
Soma Intensity Min Ch=4 Img=1
 ==================== 
Soma Intensity Min,Unit,Category,Channel,Image,Time,FilamentID,ID,
0,,Soma,4,Image 1,1,100000003,800000073,
0,,Soma,4,Image 1,1,100000004,800000074,
0,,Soma,4,Image 1,1,100000005,800000075,
0,,Soma,4,Image 1,1,100000006,800000076,
0,,Soma,4,Image 1,1,100000007,800000077,
