
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
14.6168,1/10µm,Segment,7,2,1,100000007,510000000800,
0,1/10µm,Segment,6,2,1,100000007,510000000811,
4.32946,1/10µm,Segment,5,2,1,100000007,510000000868,
2.71891,1/10µm,Segment,4,1,1,100000007,510000000911,
0,1/10µm,Segment,3,1,1,100000007,510000000915,
0,1/10µm,Segment,2,1,1,100000007,510000000921,
0,1/10µm,Segment,1,1,1,100000007,510000000934,
0,1/10µm,Segment,0,1,1,100000007,510000000950,
11.9938,1/10µm,Segment,7,3,1,100000007,510000000959,
6.63235,1/10µm,Segment,6,3,1,100000007,510000000967,
0,1/10µm,Segment,9,1,1,100000007,510000000973,
16.8051,1/10µm,Segment,8,1,1,100000007,510000000999,
0,1/10µm,Segment,7,1,1,100000007,510000001004,
2.44227,1/10µm,Segment,6,1,1,100000007,510000001059,
0,1/10µm,Segment,5,1,1,100000007,510000001081,
0,1/10µm,Segment,9,2,1,100000007,510000001083,
0,1/10µm,Segment,8,2,1,100000007,510000001093,
0,1/10µm,Segment,7,2,1,100000007,510000001095,
0,1/10µm,Segment,6,2,1,100000007,510000001102,
8.01118,1/10µm,Segment,0,1,1,100000006,510000001127,
0,1/10µm,Segment,0,1,1,100000006,510000001173,
3.96852,1/10µm,Segment,4,2,1,100000007,510000001200,
0,1/10µm,Segment,3,2,1,100000005,510000001220,
0,1/10µm,Segment,2,1,1,100000005,510000001231,
0,1/10µm,Segment,1,1,1,100000005,510000001235,
0,1/10µm,Segment,0,1,1,100000005,510000001245,
0,1/10µm,Segment,0,1,1,100000005,510000001283,
0,1/10µm,Segment,0,1,1,100000006,510000001290,
0,1/10µm,Segment,1,2,1,100000007,510000001299,
20.4822,1/10µm,Segment,0,1,1,100000007,510000001325,
0,1/10µm,Segment,2,2,1,100000007,510000001339,
0,1/10µm,Segment,1,2,1,100000004,510000001346,
0,1/10µm,Segment,0,1,1,100000004,510000001370,
0,1/10µm,Segment,3,2,1,100000007,510000001374,
0,1/10µm,Segment,3,1,1,100000005,510000001383,
0,1/10µm,Segment,1,1,1,100000004,510000001395,
0,1/10µm,Segment,0,1,1,100000007,510000001405,
8.69122,1/10µm,Segment,2,2,1,100000005,510000001429,
0,1/10µm,Segment,1,2,1,100000007,510000001435,
0,1/10µm,Segment,1,1,1,100000007,510000001437,
0,1/10µm,Segment,1,2,1,100000005,510000001442,
0,1/10µm,Segment,0,1,1,100000007,510000001476,
0,1/10µm,Segment,0,1,1,100000005,510000001499,
0,1/10µm,Segment,0,1,1,100000004,510000001514,
