
Segment Intensity Max Ch=4 Img=1
 ==================== 
Segment Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
188,,Segment,4,7,Image 1,2,1,100000007,510000000800,
188,,Segment,4,6,Image 1,2,1,100000007,510000000811,
187,,Segment,4,5,Image 1,2,1,100000007,510000000868,
185,,Segment,4,4,Image 1,1,1,100000007,510000000911,
108,,Segment,4,3,Image 1,1,1,100000007,510000000915,
108,,Segment,4,2,Image 1,1,1,100000007,510000000921,
122,,Segment,4,1,Image 1,1,1,100000007,510000000934,
131,,Segment,4,0,Image 1,1,1,100000007,510000000950,
188,,Segment,4,7,Image 1,3,1,100000007,510000000959,
190,,Segment,4,6,Image 1,3,1,100000007,510000000967,
118,,Segment,4,9,Image 1,1,1,100000007,510000000973,
191,,Segment,4,8,Image 1,1,1,100000007,510000000999,
143,,Segment,4,7,Image 1,1,1,100000007,510000001004,
137,,Segment,4,6,Image 1,1,1,100000007,510000001059,
174,,Segment,4,5,Image 1,1,1,100000007,510000001081,
118,,Segment,4,9,Image 1,2,1,100000007,510000001083,
143,,Segment,4,8,Image 1,2,1,100000007,510000001093,
96,,Segment,4,7,Image 1,2,1,100000007,510000001095,
135,,Segment,4,6,Image 1,2,1,100000007,510000001102,
178,,Segment,4,0,Image 1,1,1,100000006,510000001127,
165,,Segment,4,0,Image 1,1,1,100000006,510000001173,
108,,Segment,4,4,Image 1,2,1,100000007,510000001200,
157,,Segment,4,3,Image 1,2,1,100000005,510000001220,
161,,Segment,4,2,Image 1,1,1,100000005,510000001231,
148,,Segment,4,1,Image 1,1,1,100000005,510000001235,
66,,Segment,4,0,Image 1,1,1,100000005,510000001245,
93,,Segment,4,0,Image 1,1,1,100000005,510000001283,
93,,Segment,4,0,Image 1,1,1,100000006,510000001290,
109,,Segment,4,1,Image 1,2,1,100000007,510000001299,
137,,Segment,4,0,Image 1,1,1,100000007,510000001325,
99,,Segment,4,2,Image 1,2,1,100000007,510000001339,
120,,Segment,4,1,Image 1,2,1,100000004,510000001346,
152,,Segment,4,0,Image 1,1,1,100000004,510000001370,
108,,Segment,4,3,Image 1,2,1,100000007,510000001374,
157,,Segment,4,3,Image 1,1,1,100000005,510000001383,
164,,Segment,4,1,Image 1,1,1,100000004,510000001395,
62,,Segment,4,0,Image 1,1,1,100000007,510000001405,
181,,Segment,4,2,Image 1,2,1,100000005,510000001429,
142,,Segment,4,1,Image 1,2,1,100000007,510000001435,
109,,Segment,4,1,Image 1,1,1,100000007,510000001437,
109,,Segment,4,1,Image 1,2,1,100000005,510000001442,
119,,Segment,4,0,Image 1,1,1,100000007,510000001476,
90,,Segment,4,0,Image 1,1,1,100000005,510000001499,
88,,Segment,4,0,Image 1,1,1,100000004,510000001514,
