
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1479.09,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005725,
1479.39,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000005725,
1479.01,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005726,
1479.09,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000005726,
1479.67,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005727,
1477.37,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000005727,
1476.39,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005728,
1477.28,µm,Spine,Spine Terminal Pt Position,9,3,1,,610000005728,
1476.75,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005729,
1477.49,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005730,
1477.29,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000005731,
1476.29,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000005731,
1476.82,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000005732,
1477.79,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005732,
1478.57,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000005733,
1477.69,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000005734,
1476.8,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000005735,
1478.09,µm,Spine,Spine Terminal Pt Position,,,1,,610000005737,
1476.49,µm,Spine,Spine Terminal Pt Position,,,1,,610000005739,
