
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1478.99,µm,Spine,Spine Terminal Pt Position,10,4,1,100000000,610000005085,
1476.44,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000005089,
1476.95,µm,Spine,Spine Terminal Pt Position,12,3,1,100000000,610000005092,
1479.69,µm,Spine,Spine Terminal Pt Position,14,6,1,100000001,610000005096,
1476.99,µm,Spine,Spine Terminal Pt Position,6,3,1,100000000,610000005101,
1477.89,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000005106,
1480.29,µm,Spine,Spine Terminal Pt Position,10,6,1,100000001,610000005109,
1477.59,µm,Spine,Spine Terminal Pt Position,11,3,1,100000000,610000005121,
1480.09,µm,Spine,Spine Terminal Pt Position,10,6,1,100000001,610000005124,
1476.49,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000005127,
1476.79,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000005132,
1477.29,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000005136,
1480.29,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000005138,
1477.29,µm,Spine,Spine Terminal Pt Position,4,1,1,100000002,610000005141,
1477.32,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000005143,
1477.69,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000005145,
1477.89,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005148,
1476.99,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000005151,
1477.54,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000005153,
1479.19,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000005155,
1477,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000005157,
1479.27,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000005160,
1478.42,µm,Spine,Spine Terminal Pt Position,11,4,1,100000001,610000005162,
1478.59,µm,Spine,Spine Terminal Pt Position,13,3,1,100000000,610000005166,
1477.49,µm,Spine,Spine Terminal Pt Position,8,3,1,100000000,610000005169,
1478.15,µm,Spine,Spine Terminal Pt Position,2,3,1,100000003,610000005171,
1478.69,µm,Spine,Spine Terminal Pt Position,,,1,,610000005173,
1477.19,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000005184,
1478.89,µm,Spine,Spine Terminal Pt Position,12,6,1,100000001,610000005192,
1479.19,µm,Spine,Spine Terminal Pt Position,12,3,1,100000001,610000005196,
1478.99,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000005198,
1478.69,µm,Spine,Spine Terminal Pt Position,9,5,1,100000001,610000005200,
1478.41,µm,Spine,Spine Terminal Pt Position,9,4,1,100000000,610000005202,
1477.69,µm,Spine,Spine Terminal Pt Position,8,3,1,100000000,610000005205,
1480.49,µm,Spine,Spine Terminal Pt Position,4,2,1,100000000,610000005216,
1478.19,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000005219,
1478.49,µm,Spine,Spine Terminal Pt Position,5,3,1,100000002,610000005227,
1479.19,µm,Spine,Spine Terminal Pt Position,9,2,1,100000000,610000005231,
1477.09,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005233,
1478.39,µm,Spine,Spine Terminal Pt Position,4,3,1,100000002,610000005237,
1478.17,µm,Spine,Spine Terminal Pt Position,8,3,1,100000002,610000005239,
1476.89,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000005242,
1480.39,µm,Spine,Spine Terminal Pt Position,2,2,1,100000003,610000005246,
1477.59,µm,Spine,Spine Terminal Pt Position,3,3,1,100000002,610000005248,
1477.39,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000005250,
1476.49,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000005252,
1476.59,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005254,
1480.12,µm,Spine,Spine Terminal Pt Position,10,6,1,100000001,610000005257,
1477.72,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000005260,
1479.79,µm,Spine,Spine Terminal Pt Position,5,4,1,100000001,610000005263,
1480.19,µm,Spine,Spine Terminal Pt Position,11,6,1,100000001,610000005272,
1477.99,µm,Spine,Spine Terminal Pt Position,10,6,1,100000000,610000005275,
1478.19,µm,Spine,Spine Terminal Pt Position,9,5,1,100000000,610000005277,
1478.99,µm,Spine,Spine Terminal Pt Position,9,3,1,100000001,610000005284,
1478.39,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000005292,
1476.39,µm,Spine,Spine Terminal Pt Position,4,4,1,100000003,610000005294,
1476.49,µm,Spine,Spine Terminal Pt Position,8,4,1,100000001,610000005296,
1479.34,µm,Spine,Spine Terminal Pt Position,6,2,1,100000002,610000005298,
1476.19,µm,Spine,Spine Terminal Pt Position,,,1,,610000005303,
1478.09,µm,Spine,Spine Terminal Pt Position,13,3,1,100000000,610000005306,
1479.29,µm,Spine,Spine Terminal Pt Position,10,3,1,100000001,610000005309,
1477.59,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000005311,
1477.59,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000005314,
1477.19,µm,Spine,Spine Terminal Pt Position,11,3,1,100000000,610000005319,
1477.39,µm,Spine,Spine Terminal Pt Position,7,3,1,100000000,610000005322,
1478.39,µm,Spine,Spine Terminal Pt Position,7,2,1,100000000,610000005326,
1478.09,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005329,
1476.99,µm,Spine,Spine Terminal Pt Position,11,3,1,100000000,610000005333,
1476.29,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005335,
1479.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005337,
1478.59,µm,Spine,Spine Terminal Pt Position,10,4,1,100000001,610000005341,
1478.59,µm,Spine,Spine Terminal Pt Position,1,1,1,100000003,610000005352,
1476.99,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000005365,
1476.99,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005367,
1476.79,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000005370,
1476.39,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000005377,
1478.99,µm,Spine,Spine Terminal Pt Position,6,2,1,100000001,610000005384,
1478.09,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000005386,
1476.89,µm,Spine,Spine Terminal Pt Position,5,1,1,100000000,610000005392,
1477.73,µm,Spine,Spine Terminal Pt Position,13,4,1,100000000,610000005400,
1478.69,µm,Spine,Spine Terminal Pt Position,1,2,1,100000001,610000005403,
1476.99,µm,Spine,Spine Terminal Pt Position,6,3,1,100000001,610000005406,
1478.89,µm,Spine,Spine Terminal Pt Position,11,4,1,100000001,610000005408,
1477.59,µm,Spine,Spine Terminal Pt Position,3,3,1,100000003,610000005420,
1476.19,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000005427,
1479.39,µm,Spine,Spine Terminal Pt Position,12,4,1,100000001,610000005443,
1477.89,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005452,
1478.99,µm,Spine,Spine Terminal Pt Position,15,7,1,100000001,610000005461,
1477.09,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000005465,
1478.09,µm,Spine,Spine Terminal Pt Position,7,2,1,100000000,610000005483,
1477.89,µm,Spine,Spine Terminal Pt Position,9,2,1,100000000,610000005487,
1479.19,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005489,
1477.09,µm,Spine,Spine Terminal Pt Position,5,2,1,100000002,610000005496,
1479.49,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000005499,
1479.49,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000005503,
1479.29,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000005520,
1478.69,µm,Spine,Spine Terminal Pt Position,1,1,1,100000001,610000005522,
1476.79,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005697,
1478.59,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000005697,
1478.13,µm,Spine,Spine Terminal Pt Position,8,3,1,,610000005697,
1477.28,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005698,
1479.01,µm,Spine,Spine Terminal Pt Position,6,2,1,,610000005698,
1478.67,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000005698,
1479.11,µm,Spine,Spine Terminal Pt Position,12,6,1,,610000005698,
1477.04,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005699,
1479.03,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000005699,
1477.59,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000005699,
1478.12,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000005699,
1476.39,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005700,
1477.19,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000005700,
1476.89,µm,Spine,Spine Terminal Pt Position,4,1,1,,610000005700,
1476.29,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005701,
1476.85,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000005701,
1479.69,µm,Spine,Spine Terminal Pt Position,5,4,1,,610000005701,
1477.29,µm,Spine,Spine Terminal Pt Position,9,2,1,,610000005701,
1477.42,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000005702,
1477.96,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000005702,
1479.39,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000005702,
1476.6,µm,Spine,Spine Terminal Pt Position,8,2,1,,610000005702,
1479.19,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000005703,
1478.29,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005703,
1479.29,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000005703,
1476.67,µm,Spine,Spine Terminal Pt Position,7,1,1,,610000005703,
1477.66,µm,Spine,Spine Terminal Pt Position,7,2,1,,610000005704,
1478.29,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005704,
1479.89,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000005704,
1477.39,µm,Spine,Spine Terminal Pt Position,3,4,1,,610000005704,
1477.49,µm,Spine,Spine Terminal Pt Position,3,3,1,,610000005705,
1477.99,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005705,
1479.45,µm,Spine,Spine Terminal Pt Position,12,4,1,,610000005705,
1479.69,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000005705,
1477.27,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000005706,
1476.61,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005706,
1478.59,µm,Spine,Spine Terminal Pt Position,12,3,1,,610000005706,
1478.39,µm,Spine,Spine Terminal Pt Position,9,2,1,,610000005706,
1477.29,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000005707,
1479.99,µm,Spine,Spine Terminal Pt Position,10,4,1,,610000005707,
1478.09,µm,Spine,Spine Terminal Pt Position,9,2,1,,610000005707,
1479.69,µm,Spine,Spine Terminal Pt Position,10,3,1,,610000005708,
1478.94,µm,Spine,Spine Terminal Pt Position,9,2,1,,610000005708,
1479.29,µm,Spine,Spine Terminal Pt Position,10,3,1,,610000005709,
1478.29,µm,Spine,Spine Terminal Pt Position,13,3,1,,610000005709,
1476.89,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005710,
1477.19,µm,Spine,Spine Terminal Pt Position,12,3,1,,610000005710,
1476.79,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005711,
1477.29,µm,Spine,Spine Terminal Pt Position,11,2,1,,610000005711,
1477.19,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005712,
1476.34,µm,Spine,Spine Terminal Pt Position,12,3,1,,610000005712,
1477.09,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005713,
1476.58,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000005713,
1477.19,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005714,
1477.09,µm,Spine,Spine Terminal Pt Position,11,3,1,,610000005714,
1477.39,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005715,
1479.78,µm,Spine,Spine Terminal Pt Position,10,3,1,,610000005715,
1478.89,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005716,
1477.27,µm,Spine,Spine Terminal Pt Position,8,5,1,,610000005716,
1477.39,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000005717,
1477.39,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005717,
1477.73,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005718,
1480.33,µm,Spine,Spine Terminal Pt Position,10,6,1,,610000005718,
1477.72,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000005719,
1480.09,µm,Spine,Spine Terminal Pt Position,10,6,1,,610000005719,
1476.49,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000005720,
1479.34,µm,Spine,Spine Terminal Pt Position,13,6,1,,610000005720,
1477.09,µm,Spine,Spine Terminal Pt Position,4,4,1,,610000005721,
1479.45,µm,Spine,Spine Terminal Pt Position,13,6,1,,610000005721,
1477.73,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000005722,
1479.69,µm,Spine,Spine Terminal Pt Position,14,6,1,,610000005722,
1480.49,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005723,
1477.58,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000005723,
1478.89,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000005724,
1477.88,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000005724,
