
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.41577,µm,Spine,Spine Part Length,10,4,1,100000000,610000005085,
0.386909,µm,Spine,Spine Part Length,5,3,1,100000000,610000005089,
0.232528,µm,Spine,Spine Part Length,12,3,1,100000000,610000005092,
0.32338,µm,Spine,Spine Part Length,14,6,1,100000001,610000005096,
0.246456,µm,Spine,Spine Part Length,6,3,1,100000000,610000005101,
0.202946,µm,Spine,Spine Part Length,1,1,1,100000001,610000005106,
0.36021,µm,Spine,Spine Part Length,10,6,1,100000001,610000005109,
0.486874,µm,Spine,Spine Part Length,11,3,1,100000000,610000005121,
0.302857,µm,Spine,Spine Part Length,10,6,1,100000001,610000005124,
0.213022,µm,Spine,Spine Part Length,6,3,1,100000001,610000005127,
0.234171,µm,Spine,Spine Part Length,5,3,1,100000000,610000005132,
0.31605,µm,Spine,Spine Part Length,0,1,1,100000000,610000005136,
0.330116,µm,Spine,Spine Part Length,4,2,1,100000000,610000005138,
0.200539,µm,Spine,Spine Part Length,4,1,1,100000002,610000005141,
0.344765,µm,Spine,Spine Part Length,3,3,1,100000003,610000005143,
0.21271,µm,Spine,Spine Part Length,7,3,1,100000000,610000005145,
0.249415,µm,Spine,Spine Part Length,0,1,1,100000003,610000005148,
0.186522,µm,Spine,Spine Part Length,5,3,1,100000000,610000005151,
0.366461,µm,Spine,Spine Part Length,3,3,1,100000002,610000005153,
0.293602,µm,Spine,Spine Part Length,1,2,1,100000001,610000005155,
0.343822,µm,Spine,Spine Part Length,7,3,1,100000000,610000005157,
0.229283,µm,Spine,Spine Part Length,4,3,1,100000000,610000005160,
0.250941,µm,Spine,Spine Part Length,11,4,1,100000001,610000005162,
0.362288,µm,Spine,Spine Part Length,13,3,1,100000000,610000005166,
0.175413,µm,Spine,Spine Part Length,8,3,1,100000000,610000005169,
0.198656,µm,Spine,Spine Part Length,2,3,1,100000003,610000005171,
0.479386,µm,Spine,Spine Part Length,0,1,1,100000001,610000005180,
0.460046,µm,Spine,Spine Part Length,5,2,1,100000002,610000005184,
0.492299,µm,Spine,Spine Part Length,0,1,1,100000001,610000005189,
0.204235,µm,Spine,Spine Part Length,12,6,1,100000001,610000005192,
0.24706,µm,Spine,Spine Part Length,12,3,1,100000001,610000005196,
0.247129,µm,Spine,Spine Part Length,9,3,1,100000001,610000005198,
0.25298,µm,Spine,Spine Part Length,9,5,1,100000001,610000005200,
0.17002,µm,Spine,Spine Part Length,9,4,1,100000000,610000005202,
0.226149,µm,Spine,Spine Part Length,8,3,1,100000000,610000005205,
0.540011,µm,Spine,Spine Part Length,0,1,1,100000001,610000005214,
0.224688,µm,Spine,Spine Part Length,4,2,1,100000000,610000005216,
0.292133,µm,Spine,Spine Part Length,2,2,1,100000000,610000005219,
0.378221,µm,Spine,Spine Part Length,0,1,1,100000001,610000005225,
0.19917,µm,Spine,Spine Part Length,5,3,1,100000002,610000005227,
0.41699,µm,Spine,Spine Part Length,9,2,1,100000000,610000005231,
0.320596,µm,Spine,Spine Part Length,0,1,1,100000001,610000005233,
0.334867,µm,Spine,Spine Part Length,4,3,1,100000002,610000005237,
0.335428,µm,Spine,Spine Part Length,8,3,1,100000002,610000005239,
0.300454,µm,Spine,Spine Part Length,5,1,1,100000000,610000005242,
0.368526,µm,Spine,Spine Part Length,2,2,1,100000003,610000005246,
0.366282,µm,Spine,Spine Part Length,3,3,1,100000002,610000005248,
0.275057,µm,Spine,Spine Part Length,5,2,1,100000002,610000005250,
0.29489,µm,Spine,Spine Part Length,3,2,1,100000000,610000005252,
0.291752,µm,Spine,Spine Part Length,0,1,1,100000003,610000005254,
0.40411,µm,Spine,Spine Part Length,10,6,1,100000001,610000005257,
0.178767,µm,Spine,Spine Part Length,1,2,1,100000001,610000005260,
0.282129,µm,Spine,Spine Part Length,5,4,1,100000001,610000005263,
0.433568,µm,Spine,Spine Part Length,0,1,1,100000001,610000005270,
0.151061,µm,Spine,Spine Part Length,11,6,1,100000001,610000005272,
0.203273,µm,Spine,Spine Part Length,10,6,1,100000000,610000005275,
0.260121,µm,Spine,Spine Part Length,9,5,1,100000000,610000005277,
0.391208,µm,Spine,Spine Part Length,0,1,1,100000001,610000005282,
0.199248,µm,Spine,Spine Part Length,9,3,1,100000001,610000005284,
0.403165,µm,Spine,Spine Part Length,0,1,1,100000001,610000005289,
0.0912939,µm,Spine,Spine Part Length,1,1,1,100000000,610000005292,
0.32937,µm,Spine,Spine Part Length,4,4,1,100000003,610000005294,
0.361431,µm,Spine,Spine Part Length,8,4,1,100000001,610000005296,
