
Intensity Sum Ch=1 Img=1
 ==================== 
Intensity Sum,Unit,Category,Channel,Image,Time,ID,
1.19121e+07,,Surface,1,Image 1,1,0,
7.12102e+06,,Surface,1,Image 1,1,1,
1.9638e+06,,Surface,1,Image 1,1,2,
935919,,Surface,1,Image 1,1,3,
