
Spine Min Diameter
 ==================== 
Spine Min Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.1625,µm,Spine,10,4,1,100000000,610000005085,
0.193531,µm,Spine,5,3,1,100000000,610000005089,
0.184459,µm,Spine,12,3,1,100000000,610000005092,
0.167578,µm,Spine,14,6,1,100000001,610000005096,
0.165039,µm,Spine,6,3,1,100000000,610000005101,
0.1625,µm,Spine,1,1,1,100000001,610000005106,
0.1625,µm,Spine,10,6,1,100000001,610000005109,
0.226745,µm,Spine,11,3,1,100000000,610000005121,
0.177734,µm,Spine,10,6,1,100000001,610000005124,
0.1625,µm,Spine,6,3,1,100000001,610000005127,
0.168048,µm,Spine,5,3,1,100000000,610000005132,
0.20924,µm,Spine,0,1,1,100000000,610000005136,
0.1625,µm,Spine,4,2,1,100000000,610000005138,
0.219282,µm,Spine,4,1,1,100000002,610000005141,
0.220549,µm,Spine,3,3,1,100000003,610000005143,
0.192969,µm,Spine,7,3,1,100000000,610000005145,
0.167578,µm,Spine,0,1,1,100000003,610000005148,
0.1625,µm,Spine,5,3,1,100000000,610000005151,
0.225736,µm,Spine,3,3,1,100000002,610000005153,
0.1625,µm,Spine,1,2,1,100000001,610000005155,
0.1625,µm,Spine,7,3,1,100000000,610000005157,
0.1625,µm,Spine,4,3,1,100000000,610000005160,
0.1625,µm,Spine,11,4,1,100000001,610000005162,
0.188972,µm,Spine,13,3,1,100000000,610000005166,
0.269337,µm,Spine,8,3,1,100000000,610000005169,
0.168088,µm,Spine,2,3,1,100000003,610000005171,
0.1625,µm,Spine,0,1,1,100000001,610000005180,
0.20237,µm,Spine,5,2,1,100000002,610000005184,
0.203125,µm,Spine,0,1,1,100000001,610000005189,
0.167578,µm,Spine,12,6,1,100000001,610000005192,
0.1625,µm,Spine,12,3,1,100000001,610000005196,
0.209473,µm,Spine,9,3,1,100000001,610000005198,
0.185352,µm,Spine,9,5,1,100000001,610000005200,
0.19727,µm,Spine,9,4,1,100000000,610000005202,
0.1625,µm,Spine,8,3,1,100000000,610000005205,
0.1625,µm,Spine,0,1,1,100000001,610000005214,
0.1625,µm,Spine,4,2,1,100000000,610000005216,
0.290641,µm,Spine,2,2,1,100000000,610000005219,
0.186232,µm,Spine,0,1,1,100000001,610000005225,
0.188547,µm,Spine,5,3,1,100000002,610000005227,
0.244796,µm,Spine,9,2,1,100000000,610000005231,
0.192154,µm,Spine,0,1,1,100000001,610000005233,
0.282339,µm,Spine,4,3,1,100000002,610000005237,
0.254011,µm,Spine,8,3,1,100000002,610000005239,
0.240035,µm,Spine,5,1,1,100000000,610000005242,
0.227881,µm,Spine,2,2,1,100000003,610000005246,
0.312449,µm,Spine,3,3,1,100000002,610000005248,
0.265198,µm,Spine,5,2,1,100000002,610000005250,
0.183355,µm,Spine,3,2,1,100000000,610000005252,
0.194883,µm,Spine,0,1,1,100000003,610000005254,
0.238483,µm,Spine,10,6,1,100000001,610000005257,
0.278859,µm,Spine,1,2,1,100000001,610000005260,
0.1625,µm,Spine,5,4,1,100000001,610000005263,
0.214719,µm,Spine,0,1,1,100000001,610000005270,
0.270328,µm,Spine,11,6,1,100000001,610000005272,
0.263322,µm,Spine,10,6,1,100000000,610000005275,
0.20561,µm,Spine,9,5,1,100000000,610000005277,
0.280833,µm,Spine,0,1,1,100000001,610000005282,
0.1625,µm,Spine,9,3,1,100000001,610000005284,
0.186232,µm,Spine,0,1,1,100000001,610000005289,
0.218234,µm,Spine,1,1,1,100000000,610000005292,
0.1625,µm,Spine,4,4,1,100000003,610000005294,
0.17212,µm,Spine,8,4,1,100000001,610000005296,
0.24375,µm,Spine,6,2,1,100000002,610000005298,
0.203125,µm,Spine,0,1,1,100000001,610000005301,
0.1625,µm,Spine,1,1,1,100000000,610000005304,
0.21836,µm,Spine,13,3,1,100000000,610000005306,
0.351839,µm,Spine,10,3,1,100000001,610000005309,
0.21262,µm,Spine,5,3,1,100000000,610000005311,
0.194238,µm,Spine,2,2,1,100000000,610000005314,
0.226745,µm,Spine,11,3,1,100000000,610000005319,
0.175269,µm,Spine,7,3,1,100000000,610000005322,
0.331544,µm,Spine,7,2,1,100000000,610000005326,
0.238323,µm,Spine,0,1,1,100000003,610000005329,
0.226745,µm,Spine,11,3,1,100000000,610000005333,
0.25315,µm,Spine,0,1,1,100000003,610000005335,
0.1625,µm,Spine,0,1,1,100000001,610000005337,
0.1625,µm,Spine,10,4,1,100000001,610000005341,
0.316986,µm,Spine,0,1,1,100000001,610000005348,
0.193091,µm,Spine,1,1,1,100000003,610000005352,
0.443803,µm,Spine,0,1,1,100000001,610000005357,
0.29834,µm,Spine,0,1,1,100000001,610000005363,
0.1625,µm,Spine,0,1,1,100000003,610000005365,
0.313301,µm,Spine,0,1,1,100000001,610000005367,
0.338298,µm,Spine,6,3,1,100000001,610000005370,
0.259476,µm,Spine,6,3,1,100000001,610000005377,
0.464785,µm,Spine,0,1,1,100000001,610000005381,
0.1625,µm,Spine,6,2,1,100000001,610000005384,
0.274219,µm,Spine,2,2,1,100000000,610000005386,
0.252637,µm,Spine,0,1,1,100000001,610000005390,
0.270296,µm,Spine,5,1,1,100000000,610000005392,
0.29834,µm,Spine,0,1,1,100000001,610000005397,
0.247747,µm,Spine,13,4,1,100000000,610000005400,
0.255097,µm,Spine,1,2,1,100000001,610000005403,
0.262793,µm,Spine,6,3,1,100000001,610000005406,
0.19393,µm,Spine,11,4,1,100000001,610000005408,
0.29834,µm,Spine,0,1,1,100000001,610000005415,
0.183022,µm,Spine,3,3,1,100000003,610000005420,
0.307227,µm,Spine,0,1,1,100000001,610000005425,
0.274026,µm,Spine,3,2,1,100000002,610000005427,
0.464785,µm,Spine,0,1,1,100000001,610000005431,
0.541564,µm,Spine,0,1,1,100000001,610000005436,
0.36046,µm,Spine,12,4,1,100000001,610000005443,
0.239367,µm,Spine,0,1,1,100000000,610000005449,
0.259295,µm,Spine,0,1,1,100000001,610000005452,
0.389902,µm,Spine,0,1,1,100000001,610000005456,
0.26796,µm,Spine,0,1,1,100000001,610000005459,
0.17583,µm,Spine,15,7,1,100000001,610000005461,
0.265198,µm,Spine,5,2,1,100000002,610000005465,
0.652292,µm,Spine,0,1,1,100000001,610000005468,
0.265214,µm,Spine,1,1,1,100000000,610000005473,
0.4481,µm,Spine,1,1,1,100000000,610000005480,
0.309749,µm,Spine,7,2,1,100000000,610000005483,
0.365784,µm,Spine,0,1,1,100000001,610000005485,
0.325,µm,Spine,9,2,1,100000000,610000005487,
0.455618,µm,Spine,0,1,1,100000001,610000005489,
0.265198,µm,Spine,5,2,1,100000002,610000005496,
0.460268,µm,Spine,0,1,1,100000001,610000005499,
0.477978,µm,Spine,0,1,1,100000001,610000005501,
0.426609,µm,Spine,2,1,1,100000000,610000005503,
0.442771,µm,Spine,0,1,1,100000001,610000005507,
0.239367,µm,Spine,0,1,1,100000000,610000005509,
0.29834,µm,Spine,0,1,1,100000001,610000005514,
0.388185,µm,Spine,0,1,1,100000001,610000005516,
0.24375,µm,Spine,3,2,1,100000000,610000005520,
0.4012,µm,Spine,1,1,1,100000001,610000005522,
0.178098,µm,Spine,0,1,1,100000001,610000005525,
0.455483,µm,Spine,0,1,1,100000001,610000005531,
0.22039,µm,Spine,1,2,1,100000000,610000005540,
0.307227,µm,Spine,0,1,1,100000001,610000005542,
0.335474,µm,Spine,0,1,1,100000001,610000005546,
0.29834,µm,Spine,0,1,1,100000001,610000005554,
0.627466,µm,Spine,0,1,1,100000001,610000005559,
0.510034,µm,Spine,0,1,1,100000001,610000005561,
0.309544,µm,Spine,10,3,1,100000000,610000005587,
0.366813,µm,Spine,13,3,1,100000000,610000005588,
0.191751,µm,Spine,12,3,1,100000000,610000005589,
0.297603,µm,Spine,11,2,1,100000000,610000005590,
0.324011,µm,Spine,12,3,1,100000000,610000005591,
0.24375,µm,Spine,11,3,1,100000000,610000005592,
0.238672,µm,Spine,11,3,1,100000000,610000005593,
