
Spine Number of Voxel Ch=5 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
73,,Spine,5,10,Image 1,4,1,100000000,610000005085,
142,,Spine,5,5,Image 1,3,1,100000000,610000005089,
78,,Spine,5,12,Image 1,3,1,100000000,610000005092,
145,,Spine,5,14,Image 1,6,1,100000001,610000005096,
71,,Spine,5,6,Image 1,3,1,100000000,610000005101,
365,,Spine,5,1,Image 1,1,1,100000001,610000005106,
102,,Spine,5,10,Image 1,6,1,100000001,610000005109,
270,,Spine,5,11,Image 1,3,1,100000000,610000005121,
137,,Spine,5,10,Image 1,6,1,100000001,610000005124,
80,,Spine,5,6,Image 1,3,1,100000001,610000005127,
95,,Spine,5,5,Image 1,3,1,100000000,610000005132,
215,,Spine,5,0,Image 1,1,1,100000000,610000005136,
41,,Spine,5,4,Image 1,2,1,100000000,610000005138,
178,,Spine,5,4,Image 1,1,1,100000002,610000005141,
89,,Spine,5,3,Image 1,3,1,100000003,610000005143,
97,,Spine,5,7,Image 1,3,1,100000000,610000005145,
198,,Spine,5,0,Image 1,1,1,100000003,610000005148,
96,,Spine,5,5,Image 1,3,1,100000000,610000005151,
106,,Spine,5,3,Image 1,3,1,100000002,610000005153,
199,,Spine,5,1,Image 1,2,1,100000001,610000005155,
99,,Spine,5,7,Image 1,3,1,100000000,610000005157,
128,,Spine,5,4,Image 1,3,1,100000000,610000005160,
35,,Spine,5,11,Image 1,4,1,100000001,610000005162,
145,,Spine,5,13,Image 1,3,1,100000000,610000005166,
219,,Spine,5,8,Image 1,3,1,100000000,610000005169,
98,,Spine,5,2,Image 1,3,1,100000003,610000005171,
908,,Spine,5,0,Image 1,1,1,100000001,610000005180,
129,,Spine,5,5,Image 1,2,1,100000002,610000005184,
188,,Spine,5,0,Image 1,1,1,100000001,610000005189,
101,,Spine,5,12,Image 1,6,1,100000001,610000005192,
195,,Spine,5,12,Image 1,3,1,100000001,610000005196,
99,,Spine,5,9,Image 1,3,1,100000001,610000005198,
37,,Spine,5,9,Image 1,5,1,100000001,610000005200,
59,,Spine,5,9,Image 1,4,1,100000000,610000005202,
203,,Spine,5,8,Image 1,3,1,100000000,610000005205,
705,,Spine,5,0,Image 1,1,1,100000001,610000005214,
21,,Spine,5,4,Image 1,2,1,100000000,610000005216,
186,,Spine,5,2,Image 1,2,1,100000000,610000005219,
662,,Spine,5,0,Image 1,1,1,100000001,610000005225,
67,,Spine,5,5,Image 1,3,1,100000002,610000005227,
142,,Spine,5,9,Image 1,2,1,100000000,610000005231,
80,,Spine,5,0,Image 1,1,1,100000001,610000005233,
162,,Spine,5,4,Image 1,3,1,100000002,610000005237,
151,,Spine,5,8,Image 1,3,1,100000002,610000005239,
239,,Spine,5,5,Image 1,1,1,100000000,610000005242,
307,,Spine,5,2,Image 1,2,1,100000003,610000005246,
179,,Spine,5,3,Image 1,3,1,100000002,610000005248,
112,,Spine,5,5,Image 1,2,1,100000002,610000005250,
122,,Spine,5,3,Image 1,2,1,100000000,610000005252,
84,,Spine,5,0,Image 1,1,1,100000003,610000005254,
109,,Spine,5,10,Image 1,6,1,100000001,610000005257,
305,,Spine,5,1,Image 1,2,1,100000001,610000005260,
93,,Spine,5,5,Image 1,4,1,100000001,610000005263,
757,,Spine,5,0,Image 1,1,1,100000001,610000005270,
109,,Spine,5,11,Image 1,6,1,100000001,610000005272,
135,,Spine,5,10,Image 1,6,1,100000000,610000005275,
64,,Spine,5,9,Image 1,5,1,100000000,610000005277,
292,,Spine,5,0,Image 1,1,1,100000001,610000005282,
75,,Spine,5,9,Image 1,3,1,100000001,610000005284,
627,,Spine,5,0,Image 1,1,1,100000001,610000005289,
369,,Spine,5,1,Image 1,1,1,100000000,610000005292,
45,,Spine,5,4,Image 1,4,1,100000003,610000005294,
68,,Spine,5,8,Image 1,4,1,100000001,610000005296,
127,,Spine,5,6,Image 1,2,1,100000002,610000005298,
130,,Spine,5,0,Image 1,1,1,100000001,610000005301,
35,,Spine,5,1,Image 1,2,1,100000000,610000005304,
130,,Spine,5,13,Image 1,3,1,100000000,610000005306,
318,,Spine,5,10,Image 1,3,1,100000001,610000005309,
131,,Spine,5,5,Image 1,3,1,100000000,610000005311,
82,,Spine,5,2,Image 1,2,1,100000000,610000005314,
143,,Spine,5,11,Image 1,3,1,100000000,610000005319,
143,,Spine,5,7,Image 1,3,1,100000000,610000005322,
222,,Spine,5,7,Image 1,2,1,100000000,610000005326,
148,,Spine,5,0,Image 1,1,1,100000003,610000005329,
110,,Spine,5,11,Image 1,3,1,100000000,610000005333,
