
Soma Intensity Mean Ch=3 Img=1
 ==================== 
Soma Intensity Mean,Unit,Category,Channel,Image,Time,FilamentID,ID,
1.04717,,Soma,3,Image 1,1,100000000,800000000,
0.573207,,Soma,3,Image 1,1,100000001,800000001,
0,,Soma,3,Image 1,1,100000002,800000002,
0.0769966,,Soma,3,Image 1,1,100000003,800000003,
