
Spine Center Intensity Max Ch=1 Img=1
 ==================== 
Spine Center Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
5,,Spine,1,10,Image 1,4,1,100000000,610000005085,
5,,Spine,1,5,Image 1,3,1,100000000,610000005089,
5,,Spine,1,12,Image 1,3,1,100000000,610000005092,
5,,Spine,1,14,Image 1,6,1,100000001,610000005096,
7,,Spine,1,6,Image 1,3,1,100000000,610000005101,
3,,Spine,1,1,Image 1,1,1,100000001,610000005106,
5,,Spine,1,10,Image 1,6,1,100000001,610000005109,
8,,Spine,1,11,Image 1,3,1,100000000,610000005121,
4,,Spine,1,10,Image 1,6,1,100000001,610000005124,
7,,Spine,1,6,Image 1,3,1,100000001,610000005127,
6,,Spine,1,5,Image 1,3,1,100000000,610000005132,
5,,Spine,1,0,Image 1,1,1,100000000,610000005136,
12,,Spine,1,4,Image 1,2,1,100000000,610000005138,
7,,Spine,1,4,Image 1,1,1,100000002,610000005141,
6,,Spine,1,3,Image 1,3,1,100000003,610000005143,
7,,Spine,1,7,Image 1,3,1,100000000,610000005145,
6,,Spine,1,0,Image 1,1,1,100000003,610000005148,
5,,Spine,1,5,Image 1,3,1,100000000,610000005151,
4,,Spine,1,3,Image 1,3,1,100000002,610000005153,
2,,Spine,1,1,Image 1,2,1,100000001,610000005155,
6,,Spine,1,7,Image 1,3,1,100000000,610000005157,
3,,Spine,1,4,Image 1,3,1,100000000,610000005160,
3,,Spine,1,11,Image 1,4,1,100000001,610000005162,
5,,Spine,1,13,Image 1,3,1,100000000,610000005166,
6,,Spine,1,8,Image 1,3,1,100000000,610000005169,
4,,Spine,1,2,Image 1,3,1,100000003,610000005171,
5,,Spine,1,0,Image 1,1,1,100000001,610000005180,
8,,Spine,1,5,Image 1,2,1,100000002,610000005184,
3,,Spine,1,0,Image 1,1,1,100000001,610000005189,
4,,Spine,1,12,Image 1,6,1,100000001,610000005192,
7,,Spine,1,12,Image 1,3,1,100000001,610000005196,
5,,Spine,1,9,Image 1,3,1,100000001,610000005198,
3,,Spine,1,9,Image 1,5,1,100000001,610000005200,
6,,Spine,1,9,Image 1,4,1,100000000,610000005202,
3,,Spine,1,8,Image 1,3,1,100000000,610000005205,
3,,Spine,1,0,Image 1,1,1,100000001,610000005214,
3,,Spine,1,4,Image 1,2,1,100000000,610000005216,
5,,Spine,1,2,Image 1,2,1,100000000,610000005219,
2,,Spine,1,0,Image 1,1,1,100000001,610000005225,
3,,Spine,1,5,Image 1,3,1,100000002,610000005227,
5,,Spine,1,9,Image 1,2,1,100000000,610000005231,
8,,Spine,1,0,Image 1,1,1,100000001,610000005233,
3,,Spine,1,4,Image 1,3,1,100000002,610000005237,
3,,Spine,1,8,Image 1,3,1,100000002,610000005239,
4,,Spine,1,5,Image 1,1,1,100000000,610000005242,
2,,Spine,1,2,Image 1,2,1,100000003,610000005246,
39,,Spine,1,3,Image 1,3,1,100000002,610000005248,
6,,Spine,1,5,Image 1,2,1,100000002,610000005250,
3,,Spine,1,3,Image 1,2,1,100000000,610000005252,
5,,Spine,1,0,Image 1,1,1,100000003,610000005254,
1,,Spine,1,10,Image 1,6,1,100000001,610000005257,
6,,Spine,1,1,Image 1,2,1,100000001,610000005260,
17,,Spine,1,5,Image 1,4,1,100000001,610000005263,
4,,Spine,1,0,Image 1,1,1,100000001,610000005270,
3,,Spine,1,11,Image 1,6,1,100000001,610000005272,
10,,Spine,1,10,Image 1,6,1,100000000,610000005275,
3,,Spine,1,9,Image 1,5,1,100000000,610000005277,
4,,Spine,1,0,Image 1,1,1,100000001,610000005282,
4,,Spine,1,9,Image 1,3,1,100000001,610000005284,
3,,Spine,1,0,Image 1,1,1,100000001,610000005289,
6,,Spine,1,1,Image 1,1,1,100000000,610000005292,
8,,Spine,1,4,Image 1,4,1,100000003,610000005294,
10,,Spine,1,8,Image 1,4,1,100000001,610000005296,
6,,Spine,1,6,Image 1,2,1,100000002,610000005298,
2,,Spine,1,0,Image 1,1,1,100000001,610000005301,
4,,Spine,1,1,Image 1,2,1,100000000,610000005304,
4,,Spine,1,13,Image 1,3,1,100000000,610000005306,
6,,Spine,1,10,Image 1,3,1,100000001,610000005309,
10,,Spine,1,5,Image 1,3,1,100000000,610000005311,
4,,Spine,1,2,Image 1,2,1,100000000,610000005314,
7,,Spine,1,11,Image 1,3,1,100000000,610000005319,
7,,Spine,1,7,Image 1,3,1,100000000,610000005322,
8,,Spine,1,7,Image 1,2,1,100000000,610000005326,
6,,Spine,1,0,Image 1,1,1,100000003,610000005329,
7,,Spine,1,11,Image 1,3,1,100000000,610000005333,
5,,Spine,1,0,Image 1,1,1,100000003,610000005335,
5,,Spine,1,0,Image 1,1,1,100000001,610000005337,
3,,Spine,1,10,Image 1,4,1,100000001,610000005341,
6,,Spine,1,0,Image 1,1,1,100000001,610000005348,
2,,Spine,1,1,Image 1,1,1,100000003,610000005352,
4,,Spine,1,0,Image 1,1,1,100000001,610000005357,
5,,Spine,1,0,Image 1,1,1,100000001,610000005363,
8,,Spine,1,0,Image 1,1,1,100000003,610000005365,
9,,Spine,1,0,Image 1,1,1,100000001,610000005367,
4,,Spine,1,6,Image 1,3,1,100000001,610000005370,
4,,Spine,1,6,Image 1,3,1,100000001,610000005377,
4,,Spine,1,0,Image 1,1,1,100000001,610000005381,
6,,Spine,1,6,Image 1,2,1,100000001,610000005384,
6,,Spine,1,2,Image 1,2,1,100000000,610000005386,
3,,Spine,1,0,Image 1,1,1,100000001,610000005390,
6,,Spine,1,5,Image 1,1,1,100000000,610000005392,
7,,Spine,1,0,Image 1,1,1,100000001,610000005397,
5,,Spine,1,13,Image 1,4,1,100000000,610000005400,
6,,Spine,1,1,Image 1,2,1,100000001,610000005403,
7,,Spine,1,6,Image 1,3,1,100000001,610000005406,
2,,Spine,1,11,Image 1,4,1,100000001,610000005408,
5,,Spine,1,0,Image 1,1,1,100000001,610000005415,
4,,Spine,1,3,Image 1,3,1,100000003,610000005420,
