
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,10,4,1,100000000,610000005085,
0,s,Spine,5,3,1,100000000,610000005089,
0,s,Spine,12,3,1,100000000,610000005092,
0,s,Spine,14,6,1,100000001,610000005096,
0,s,Spine,6,3,1,100000000,610000005101,
0,s,Spine,1,1,1,100000001,610000005106,
0,s,Spine,10,6,1,100000001,610000005109,
0,s,Spine,6,3,1,100000001,610000005127,
0,s,Spine,0,1,1,100000000,610000005136,
0,s,Spine,4,2,1,100000000,610000005138,
0,s,Spine,4,1,1,100000002,610000005141,
0,s,Spine,3,3,1,100000003,610000005143,
0,s,Spine,7,3,1,100000000,610000005145,
0,s,Spine,0,1,1,100000003,610000005148,
0,s,Spine,5,3,1,100000000,610000005151,
0,s,Spine,3,3,1,100000002,610000005153,
0,s,Spine,1,2,1,100000001,610000005155,
0,s,Spine,4,3,1,100000000,610000005160,
0,s,Spine,11,4,1,100000001,610000005162,
0,s,Spine,8,3,1,100000000,610000005169,
0,s,Spine,2,3,1,100000003,610000005171,
0,s,Spine,12,6,1,100000001,610000005192,
0,s,Spine,12,3,1,100000001,610000005196,
0,s,Spine,9,3,1,100000001,610000005198,
0,s,Spine,9,5,1,100000001,610000005200,
0,s,Spine,9,4,1,100000000,610000005202,
0,s,Spine,4,2,1,100000000,610000005216,
0,s,Spine,2,2,1,100000000,610000005219,
0,s,Spine,5,3,1,100000002,610000005227,
0,s,Spine,0,1,1,100000001,610000005233,
0,s,Spine,2,2,1,100000003,610000005246,
0,s,Spine,3,3,1,100000002,610000005248,
0,s,Spine,10,6,1,100000001,610000005257,
0,s,Spine,1,2,1,100000001,610000005260,
0,s,Spine,10,6,1,100000000,610000005275,
0,s,Spine,9,5,1,100000000,610000005277,
0,s,Spine,9,3,1,100000001,610000005284,
0,s,Spine,1,1,1,100000000,610000005292,
0,s,Spine,4,4,1,100000003,610000005294,
0,s,Spine,8,4,1,100000001,610000005296,
0,s,Spine,6,2,1,100000002,610000005298,
0,s,Spine,5,3,1,100000000,610000005311,
0,s,Spine,2,2,1,100000000,610000005314,
0,s,Spine,7,3,1,100000000,610000005322,
0,s,Spine,0,1,1,100000003,610000005329,
0,s,Spine,11,3,1,100000000,610000005333,
0,s,Spine,0,1,1,100000001,610000005337,
0,s,Spine,10,4,1,100000001,610000005341,
0,s,Spine,1,1,1,100000003,610000005352,
0,s,Spine,0,1,1,100000003,610000005365,
