
Segment Intensity Mean Ch=4 Img=1
 ==================== 
Segment Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
59.2856,,Segment,4,14,Image 1,6,1,100000001,510000000053,
54.9385,,Segment,4,13,Image 1,6,1,100000001,510000000086,
68.5297,,Segment,4,12,Image 1,6,1,100000001,510000000091,
63.8726,,Segment,4,11,Image 1,6,1,100000001,510000000097,
39.6387,,Segment,4,10,Image 1,5,1,100000001,510000000099,
22.2222,,Segment,4,9,Image 1,5,1,100000001,510000000115,
57.9255,,Segment,4,8,Image 1,4,1,100000001,510000000171,
68.3803,,Segment,4,7,Image 1,4,1,100000001,510000000184,
60.0083,,Segment,4,6,Image 1,4,1,100000001,510000000198,
70.3945,,Segment,4,5,Image 1,3,1,100000001,510000000214,
90.56,,Segment,4,4,Image 1,2,1,100000001,510000000216,
76.9441,,Segment,4,3,Image 1,2,1,100000001,510000000225,
75.7694,,Segment,4,2,Image 1,1,1,100000001,510000000249,
101.449,,Segment,4,1,Image 1,1,1,100000001,510000000264,
93.715,,Segment,4,0,Image 1,1,1,100000001,510000000276,
45.6035,,Segment,4,15,Image 1,8,1,100000001,510000000304,
56.9823,,Segment,4,14,Image 1,7,1,100000001,510000000321,
68.087,,Segment,4,15,Image 1,7,1,100000001,510000000347,
47.4508,,Segment,4,11,Image 1,7,1,100000001,510000000354,
63.3078,,Segment,4,10,Image 1,6,1,100000001,510000000402,
37.0254,,Segment,4,11,Image 1,6,1,100000001,510000000405,
47.1596,,Segment,4,12,Image 1,7,1,100000001,510000000412,
52.9565,,Segment,4,13,Image 1,7,1,100000001,510000000416,
41.6706,,Segment,4,11,Image 1,5,1,100000001,510000000420,
46.1923,,Segment,4,12,Image 1,4,1,100000000,510000000430,
47.0038,,Segment,4,11,Image 1,3,1,100000000,510000000452,
53.8894,,Segment,4,10,Image 1,3,1,100000000,510000000494,
73.7805,,Segment,4,9,Image 1,2,1,100000000,510000000547,
92.2466,,Segment,4,8,Image 1,2,1,100000000,510000000557,
65.4287,,Segment,4,7,Image 1,2,1,100000000,510000000581,
86.4006,,Segment,4,6,Image 1,1,1,100000000,510000000590,
95.1955,,Segment,4,5,Image 1,1,1,100000000,510000000599,
96.4246,,Segment,4,4,Image 1,1,1,100000000,510000000606,
120.45,,Segment,4,3,Image 1,1,1,100000000,510000000608,
102.548,,Segment,4,2,Image 1,1,1,100000000,510000000612,
78.5412,,Segment,4,1,Image 1,1,1,100000000,510000000618,
80.0294,,Segment,4,0,Image 1,1,1,100000000,510000000641,
36.5984,,Segment,4,12,Image 1,3,1,100000000,510000000648,
37.1818,,Segment,4,11,Image 1,4,1,100000000,510000000656,
31.988,,Segment,4,11,Image 1,5,1,100000000,510000000671,
37.538,,Segment,4,10,Image 1,4,1,100000000,510000000712,
70.716,,Segment,4,9,Image 1,3,1,100000000,510000000727,
44.8354,,Segment,4,11,Image 1,4,1,100000000,510000000742,
43.1076,,Segment,4,8,Image 1,4,1,100000002,510000000757,
41.9504,,Segment,4,7,Image 1,4,1,100000002,510000000760,
36.4806,,Segment,4,6,Image 1,4,1,100000002,510000000798,
46.7724,,Segment,4,5,Image 1,3,1,100000002,510000000826,
45.875,,Segment,4,4,Image 1,3,1,100000002,510000000862,
46.6797,,Segment,4,3,Image 1,2,1,100000002,510000000891,
84.0638,,Segment,4,2,Image 1,2,1,100000002,510000000923,
91.387,,Segment,4,1,Image 1,1,1,100000002,510000000925,
88.1546,,Segment,4,0,Image 1,1,1,100000002,510000000937,
30.2914,,Segment,4,7,Image 1,5,1,100000002,510000000969,
34.2101,,Segment,4,8,Image 1,5,1,100000002,510000000974,
12.1779,,Segment,4,6,Image 1,3,1,100000002,510000000976,
96.4292,,Segment,4,0,Image 1,1,1,100000001,510000001022,
39.4186,,Segment,4,8,Image 1,3,1,100000002,510000001073,
47.3209,,Segment,4,7,Image 1,3,1,100000002,510000001089,
35.3238,,Segment,4,6,Image 1,2,1,100000002,510000001107,
50.2258,,Segment,4,5,Image 1,2,1,100000002,510000001115,
62.5525,,Segment,4,4,Image 1,1,1,100000002,510000001175,
102.624,,Segment,4,3,Image 1,1,1,100000002,510000001177,
99.5348,,Segment,4,2,Image 1,1,1,100000002,510000001180,
48.9231,,Segment,4,8,Image 1,4,1,100000002,510000001184,
90.4216,,Segment,4,0,Image 1,1,1,100000003,510000001249,
26.1156,,Segment,4,7,Image 1,2,1,100000002,510000001258,
36.2541,,Segment,4,1,Image 1,2,1,100000002,510000001272,
74.6992,,Segment,4,0,Image 1,1,1,100000002,510000001285,
40.0467,,Segment,4,9,Image 1,4,1,100000000,510000001291,
59.8548,,Segment,4,8,Image 1,3,1,100000000,510000001296,
82.1037,,Segment,4,7,Image 1,3,1,100000000,510000001302,
65.9541,,Segment,4,6,Image 1,3,1,100000000,510000001332,
70.1494,,Segment,4,5,Image 1,2,1,100000000,510000001348,
55.9221,,Segment,4,4,Image 1,1,1,100000000,510000001420,
67.433,,Segment,4,3,Image 1,1,1,100000000,510000001435,
84.9039,,Segment,4,2,Image 1,1,1,100000000,510000001443,
85.7506,,Segment,4,1,Image 1,1,1,100000000,510000001473,
75.1379,,Segment,4,0,Image 1,1,1,100000000,510000001484,
58.6151,,Segment,4,13,Image 1,4,1,100000000,510000001541,
52.5007,,Segment,4,12,Image 1,3,1,100000000,510000001596,
92.3374,,Segment,4,11,Image 1,2,1,100000000,510000001611,
87.9469,,Segment,4,10,Image 1,2,1,100000000,510000001617,
46.9325,,Segment,4,13,Image 1,3,1,100000000,510000001637,
53.2401,,Segment,4,12,Image 1,4,1,100000001,510000001651,
42.5936,,Segment,4,11,Image 1,4,1,100000001,510000001715,
47.4961,,Segment,4,10,Image 1,3,1,100000001,510000001790,
56.9343,,Segment,4,9,Image 1,2,1,100000001,510000001799,
59.7003,,Segment,4,8,Image 1,2,1,100000001,510000001812,
75.8735,,Segment,4,7,Image 1,2,1,100000001,510000001818,
71.7714,,Segment,4,6,Image 1,2,1,100000001,510000001840,
89.3885,,Segment,4,5,Image 1,2,1,100000001,510000001852,
54.8974,,Segment,4,12,Image 1,5,1,100000001,510000001860,
32.5633,,Segment,4,12,Image 1,3,1,100000001,510000001924,
49.5714,,Segment,4,11,Image 1,3,1,100000001,510000001928,
48.6122,,Segment,4,10,Image 1,4,1,100000001,510000001946,
70.0593,,Segment,4,9,Image 1,3,1,100000001,510000001989,
47.1875,,Segment,4,8,Image 1,3,1,100000001,510000002012,
33.4099,,Segment,4,10,Image 1,4,1,100000000,510000002047,
44.1152,,Segment,4,9,Image 1,3,1,100000000,510000002054,
41.9016,,Segment,4,12,Image 1,4,1,100000001,510000002072,
20.1489,,Segment,4,13,Image 1,6,1,100000000,510000002076,
52.8091,,Segment,4,12,Image 1,5,1,100000000,510000002103,
47.6412,,Segment,4,11,Image 1,5,1,100000000,510000002121,
73.5625,,Segment,4,10,Image 1,5,1,100000000,510000002132,
59.1917,,Segment,4,9,Image 1,5,1,100000000,510000002150,
71.6408,,Segment,4,8,Image 1,4,1,100000000,510000002167,
70.0313,,Segment,4,7,Image 1,3,1,100000000,510000002235,
71.4561,,Segment,4,6,Image 1,3,1,100000000,510000002252,
61.5512,,Segment,4,5,Image 1,3,1,100000000,510000002272,
98.1399,,Segment,4,4,Image 1,2,1,100000000,510000002277,
62.704,,Segment,4,10,Image 1,4,1,100000001,510000002286,
42.9784,,Segment,4,12,Image 1,3,1,100000000,510000002300,
36.6885,,Segment,4,11,Image 1,3,1,100000000,510000002311,
65.4902,,Segment,4,10,Image 1,3,1,100000000,510000002314,
32.7927,,Segment,4,12,Image 1,4,1,100000000,510000002318,
62.5,,Segment,4,13,Image 1,5,1,100000000,510000002320,
78.881,,Segment,4,10,Image 1,3,1,100000001,510000002338,
45.2953,,Segment,4,7,Image 1,3,1,100000001,510000002371,
52.5062,,Segment,4,6,Image 1,3,1,100000001,510000002373,
58.3882,,Segment,4,5,Image 1,3,1,100000001,510000002467,
84.7291,,Segment,4,4,Image 1,3,1,100000001,510000002472,
59.8103,,Segment,4,8,Image 1,4,1,100000000,510000002479,
46.5952,,Segment,4,12,Image 1,6,1,100000000,510000002484,
57.4107,,Segment,4,11,Image 1,4,1,100000000,510000002487,
35.4943,,Segment,4,8,Image 1,5,1,100000001,510000002512,
84.8622,,Segment,4,7,Image 1,4,1,100000001,510000002516,
68.3711,,Segment,4,6,Image 1,3,1,100000001,510000002593,
36.04,,Segment,4,7,Image 1,4,1,100000001,510000002601,
82.2029,,Segment,4,7,Image 1,3,1,100000000,510000002632,
64.5311,,Segment,4,6,Image 1,3,1,100000000,510000002639,
56.5068,,Segment,4,5,Image 1,3,1,100000000,510000002669,
73.8499,,Segment,4,4,Image 1,3,1,100000000,510000002737,
76.7089,,Segment,4,3,Image 1,2,1,100000000,510000002775,
64.3607,,Segment,4,2,Image 1,2,1,100000000,510000002779,
61.4506,,Segment,4,1,Image 1,1,1,100000000,510000002785,
82.1983,,Segment,4,0,Image 1,1,1,100000000,510000002801,
51.8892,,Segment,4,10,Image 1,4,1,100000000,510000002826,
54.7697,,Segment,4,9,Image 1,4,1,100000000,510000002850,
48.3891,,Segment,4,9,Image 1,4,1,100000001,510000002861,
48.8606,,Segment,4,6,Image 1,4,1,100000001,510000002875,
57.0843,,Segment,4,7,Image 1,4,1,100000000,510000002880,
33.2027,,Segment,4,5,Image 1,1,1,100000000,510000002899,
65.0851,,Segment,4,12,Image 1,3,1,100000000,510000002904,
67.9478,,Segment,4,11,Image 1,3,1,100000000,510000002944,
35.0814,,Segment,4,5,Image 1,4,1,100000002,510000002947,
58.4524,,Segment,4,12,Image 1,4,1,100000000,510000002949,
62.0339,,Segment,4,11,Image 1,6,1,100000000,510000002952,
35.6413,,Segment,4,10,Image 1,5,1,100000000,510000002956,
28.1618,,Segment,4,5,Image 1,3,1,100000002,510000002981,
49.5616,,Segment,4,4,Image 1,2,1,100000002,510000002983,
33.5556,,Segment,4,3,Image 1,1,1,100000002,510000003011,
53.4773,,Segment,4,2,Image 1,1,1,100000002,510000003021,
59.9706,,Segment,4,1,Image 1,1,1,100000002,510000003029,
41.5362,,Segment,4,10,Image 1,6,1,100000000,510000003038,
28.5153,,Segment,4,6,Image 1,2,1,100000000,510000003041,
55.5674,,Segment,4,9,Image 1,3,1,100000001,510000003058,
51.963,,Segment,4,8,Image 1,4,1,100000001,510000003107,
49.8366,,Segment,4,7,Image 1,4,1,100000001,510000003115,
82.1458,,Segment,4,6,Image 1,3,1,100000001,510000003144,
47.7836,,Segment,4,8,Image 1,4,1,100000001,510000003147,
48.175,,Segment,4,7,Image 1,4,1,100000000,510000003149,
28.3089,,Segment,4,8,Image 1,3,1,100000000,510000003152,
27.6053,,Segment,4,5,Image 1,2,1,100000002,510000003169,
32.9823,,Segment,4,6,Image 1,4,1,100000000,510000003171,
34.8078,,Segment,4,10,Image 1,2,1,100000001,510000003177,
91.2725,,Segment,4,12,Image 1,2,1,100000000,510000003188,
31.0402,,Segment,4,4,Image 1,3,1,100000002,510000003199,
49.68,,Segment,4,3,Image 1,3,1,100000002,510000003255,
52.7302,,Segment,4,6,Image 1,2,1,100000000,510000003265,
68.3051,,Segment,4,5,Image 1,2,1,100000000,510000003313,
50.6948,,Segment,4,4,Image 1,2,1,100000000,510000003327,
52.5821,,Segment,4,6,Image 1,3,1,100000000,510000003331,
69.4598,,Segment,4,7,Image 1,3,1,100000001,510000003334,
68.0577,,Segment,4,5,Image 1,4,1,100000003,510000003339,
58.8189,,Segment,4,4,Image 1,3,1,100000003,510000003364,
60.0562,,Segment,4,3,Image 1,3,1,100000003,510000003394,
50.7074,,Segment,4,2,Image 1,3,1,100000003,510000003414,
63.4535,,Segment,4,1,Image 1,2,1,100000003,510000003423,
84.8173,,Segment,4,0,Image 1,1,1,100000003,510000003439,
32.9518,,Segment,4,4,Image 1,4,1,100000002,510000003442,
