
Spine Branchings
 ==================== 
Spine Branchings,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Spine,10,4,1,100000000,610000005085,
0,,Spine,5,3,1,100000000,610000005089,
0,,Spine,12,3,1,100000000,610000005092,
0,,Spine,14,6,1,100000001,610000005096,
0,,Spine,6,3,1,100000000,610000005101,
0,,Spine,1,1,1,100000001,610000005106,
0,,Spine,10,6,1,100000001,610000005109,
0,,Spine,11,3,1,100000000,610000005121,
0,,Spine,10,6,1,100000001,610000005124,
0,,Spine,6,3,1,100000001,610000005127,
0,,Spine,5,3,1,100000000,610000005132,
0,,Spine,0,1,1,100000000,610000005136,
0,,Spine,4,2,1,100000000,610000005138,
0,,Spine,4,1,1,100000002,610000005141,
0,,Spine,3,3,1,100000003,610000005143,
0,,Spine,7,3,1,100000000,610000005145,
0,,Spine,0,1,1,100000003,610000005148,
0,,Spine,5,3,1,100000000,610000005151,
0,,Spine,3,3,1,100000002,610000005153,
0,,Spine,1,2,1,100000001,610000005155,
0,,Spine,7,3,1,100000000,610000005157,
0,,Spine,4,3,1,100000000,610000005160,
0,,Spine,11,4,1,100000001,610000005162,
0,,Spine,13,3,1,100000000,610000005166,
0,,Spine,8,3,1,100000000,610000005169,
0,,Spine,2,3,1,100000003,610000005171,
0,,Spine,0,1,1,100000001,610000005180,
0,,Spine,5,2,1,100000002,610000005184,
0,,Spine,0,1,1,100000001,610000005189,
0,,Spine,12,6,1,100000001,610000005192,
0,,Spine,12,3,1,100000001,610000005196,
0,,Spine,9,3,1,100000001,610000005198,
0,,Spine,9,5,1,100000001,610000005200,
0,,Spine,9,4,1,100000000,610000005202,
0,,Spine,8,3,1,100000000,610000005205,
0,,Spine,0,1,1,100000001,610000005214,
0,,Spine,4,2,1,100000000,610000005216,
0,,Spine,2,2,1,100000000,610000005219,
0,,Spine,0,1,1,100000001,610000005225,
0,,Spine,5,3,1,100000002,610000005227,
0,,Spine,9,2,1,100000000,610000005231,
0,,Spine,0,1,1,100000001,610000005233,
0,,Spine,4,3,1,100000002,610000005237,
0,,Spine,8,3,1,100000002,610000005239,
0,,Spine,5,1,1,100000000,610000005242,
0,,Spine,2,2,1,100000003,610000005246,
0,,Spine,3,3,1,100000002,610000005248,
0,,Spine,5,2,1,100000002,610000005250,
0,,Spine,3,2,1,100000000,610000005252,
0,,Spine,0,1,1,100000003,610000005254,
0,,Spine,10,6,1,100000001,610000005257,
0,,Spine,1,2,1,100000001,610000005260,
0,,Spine,5,4,1,100000001,610000005263,
0,,Spine,0,1,1,100000001,610000005270,
0,,Spine,11,6,1,100000001,610000005272,
0,,Spine,10,6,1,100000000,610000005275,
0,,Spine,9,5,1,100000000,610000005277,
0,,Spine,0,1,1,100000001,610000005282,
0,,Spine,9,3,1,100000001,610000005284,
0,,Spine,0,1,1,100000001,610000005289,
0,,Spine,1,1,1,100000000,610000005292,
0,,Spine,4,4,1,100000003,610000005294,
0,,Spine,8,4,1,100000001,610000005296,
0,,Spine,6,2,1,100000002,610000005298,
0,,Spine,0,1,1,100000001,610000005301,
0,,Spine,1,1,1,100000000,610000005304,
0,,Spine,13,3,1,100000000,610000005306,
0,,Spine,10,3,1,100000001,610000005309,
0,,Spine,5,3,1,100000000,610000005311,
0,,Spine,2,2,1,100000000,610000005314,
0,,Spine,11,3,1,100000000,610000005319,
0,,Spine,7,3,1,100000000,610000005322,
0,,Spine,7,2,1,100000000,610000005326,
0,,Spine,0,1,1,100000003,610000005329,
0,,Spine,11,3,1,100000000,610000005333,
0,,Spine,0,1,1,100000003,610000005335,
0,,Spine,0,1,1,100000001,610000005337,
0,,Spine,10,4,1,100000001,610000005341,
0,,Spine,0,1,1,100000001,610000005348,
0,,Spine,1,1,1,100000003,610000005352,
0,,Spine,0,1,1,100000001,610000005357,
0,,Spine,0,1,1,100000001,610000005363,
0,,Spine,0,1,1,100000003,610000005365,
0,,Spine,0,1,1,100000001,610000005367,
0,,Spine,6,3,1,100000001,610000005370,
0,,Spine,6,3,1,100000001,610000005377,
0,,Spine,0,1,1,100000001,610000005381,
0,,Spine,6,2,1,100000001,610000005384,
0,,Spine,2,2,1,100000000,610000005386,
0,,Spine,0,1,1,100000001,610000005390,
0,,Spine,5,1,1,100000000,610000005392,
0,,Spine,0,1,1,100000001,610000005397,
0,,Spine,13,4,1,100000000,610000005400,
0,,Spine,1,2,1,100000001,610000005403,
0,,Spine,6,3,1,100000001,610000005406,
0,,Spine,11,4,1,100000001,610000005408,
0,,Spine,0,1,1,100000001,610000005415,
0,,Spine,3,3,1,100000003,610000005420,
0,,Spine,0,1,1,100000001,610000005425,
0,,Spine,3,2,1,100000002,610000005427,
0,,Spine,0,1,1,100000001,610000005431,
0,,Spine,0,1,1,100000001,610000005436,
0,,Spine,12,4,1,100000001,610000005443,
0,,Spine,0,1,1,100000000,610000005449,
0,,Spine,0,1,1,100000001,610000005452,
0,,Spine,0,1,1,100000001,610000005456,
0,,Spine,0,1,1,100000001,610000005459,
0,,Spine,15,7,1,100000001,610000005461,
0,,Spine,5,2,1,100000002,610000005465,
0,,Spine,0,1,1,100000001,610000005468,
0,,Spine,1,1,1,100000000,610000005473,
0,,Spine,1,1,1,100000000,610000005480,
0,,Spine,7,2,1,100000000,610000005483,
0,,Spine,0,1,1,100000001,610000005485,
0,,Spine,9,2,1,100000000,610000005487,
0,,Spine,0,1,1,100000001,610000005489,
0,,Spine,5,2,1,100000002,610000005496,
0,,Spine,0,1,1,100000001,610000005499,
0,,Spine,0,1,1,100000001,610000005501,
0,,Spine,2,1,1,100000000,610000005503,
0,,Spine,0,1,1,100000001,610000005507,
0,,Spine,0,1,1,100000000,610000005509,
0,,Spine,0,1,1,100000001,610000005514,
0,,Spine,0,1,1,100000001,610000005516,
0,,Spine,3,2,1,100000000,610000005520,
0,,Spine,1,1,1,100000001,610000005522,
0,,Spine,0,1,1,100000001,610000005525,
0,,Spine,0,1,1,100000001,610000005531,
0,,Spine,1,2,1,100000000,610000005540,
0,,Spine,0,1,1,100000001,610000005542,
0,,Spine,0,1,1,100000001,610000005546,
0,,Spine,0,1,1,100000001,610000005554,
0,,Spine,0,1,1,100000001,610000005559,
0,,Spine,0,1,1,100000001,610000005561,
0,,Spine,10,3,1,100000000,610000005587,
0,,Spine,13,3,1,100000000,610000005588,
0,,Spine,12,3,1,100000000,610000005589,
0,,Spine,11,2,1,100000000,610000005590,
0,,Spine,12,3,1,100000000,610000005591,
0,,Spine,11,3,1,100000000,610000005592,
0,,Spine,11,3,1,100000000,610000005593,
0,,Spine,9,2,1,100000000,610000005594,
0,,Spine,9,2,1,100000000,610000005595,
0,,Spine,9,2,1,100000000,610000005596,
0,,Spine,10,4,1,100000000,610000005597,
0,,Spine,7,2,1,100000000,610000005598,
0,,Spine,9,2,1,100000000,610000005599,
0,,Spine,8,2,1,100000000,610000005600,
0,,Spine,7,1,1,100000000,610000005601,
0,,Spine,12,6,1,100000000,610000005602,
0,,Spine,7,3,1,100000000,610000005603,
0,,Spine,5,3,1,100000000,610000005604,
0,,Spine,0,1,1,100000000,610000005605,
0,,Spine,5,3,1,100000000,610000005606,
0,,Spine,5,2,1,100000000,610000005607,
0,,Spine,4,2,1,100000000,610000005608,
0,,Spine,3,2,1,100000000,610000005609,
0,,Spine,3,2,1,100000000,610000005610,
0,,Spine,1,2,1,100000000,610000005611,
0,,Spine,0,1,1,100000000,610000005612,
0,,Spine,1,1,1,100000000,610000005613,
0,,Spine,0,1,1,100000000,610000005614,
0,,Spine,0,1,1,100000000,610000005615,
0,,Spine,9,3,1,100000000,610000005617,
0,,Spine,7,3,1,100000000,610000005618,
0,,Spine,4,1,1,100000000,610000005619,
0,,Spine,2,1,1,100000000,610000005620,
0,,Spine,1,1,1,100000000,610000005621,
0,,Spine,1,1,1,100000000,610000005622,
0,,Spine,4,3,1,100000000,610000005623,
0,,Spine,4,3,1,100000000,610000005624,
0,,Spine,4,3,1,100000000,610000005625,
0,,Spine,4,3,1,100000000,610000005626,
0,,Spine,4,4,1,100000000,610000005627,
0,,Spine,4,4,1,100000000,610000005628,
0,,Spine,2,2,1,100000000,610000005629,
0,,Spine,14,6,1,100000001,610000005633,
0,,Spine,13,6,1,100000001,610000005634,
0,,Spine,13,6,1,100000001,610000005635,
0,,Spine,10,6,1,100000001,610000005636,
0,,Spine,10,6,1,100000001,610000005637,
0,,Spine,8,5,1,100000001,610000005638,
0,,Spine,6,3,1,100000001,610000005639,
0,,Spine,12,4,1,100000001,610000005640,
0,,Spine,12,4,1,100000001,610000005641,
0,,Spine,12,4,1,100000001,610000005642,
0,,Spine,12,4,1,100000001,610000005643,
0,,Spine,12,3,1,100000001,610000005644,
0,,Spine,10,4,1,100000001,610000005645,
0,,Spine,10,3,1,100000001,610000005646,
0,,Spine,10,3,1,100000001,610000005647,
0,,Spine,6,3,1,100000001,610000005648,
0,,Spine,6,3,1,100000001,610000005649,
0,,Spine,6,3,1,100000001,610000005650,
0,,Spine,6,3,1,100000001,610000005651,
0,,Spine,6,3,1,100000001,610000005652,
0,,Spine,6,3,1,100000001,610000005653,
0,,Spine,5,3,1,100000001,610000005654,
0,,Spine,5,3,1,100000001,610000005655,
0,,Spine,5,4,1,100000001,610000005656,
0,,Spine,2,1,1,100000001,610000005657,
0,,Spine,2,2,1,100000001,610000005658,
0,,Spine,1,2,1,100000001,610000005660,
0,,Spine,1,2,1,100000001,610000005661,
0,,Spine,0,1,1,100000001,610000005662,
0,,Spine,0,1,1,100000001,610000005663,
0,,Spine,0,1,1,100000001,610000005664,
0,,Spine,1,2,1,100000001,610000005671,
0,,Spine,1,2,1,100000001,610000005672,
0,,Spine,0,1,1,100000001,610000005673,
0,,Spine,0,1,1,100000001,610000005674,
0,,Spine,0,1,1,100000001,610000005675,
0,,Spine,4,3,1,100000002,610000005676,
0,,Spine,4,3,1,100000002,610000005677,
0,,Spine,4,3,1,100000002,610000005678,
0,,Spine,3,3,1,100000002,610000005679,
0,,Spine,2,2,1,100000002,610000005680,
0,,Spine,8,3,1,100000002,610000005681,
0,,Spine,6,2,1,100000002,610000005682,
0,,Spine,4,1,1,100000002,610000005683,
0,,Spine,4,1,1,100000002,610000005684,
0,,Spine,3,1,1,100000002,610000005685,
0,,Spine,2,1,1,100000002,610000005686,
0,,Spine,0,1,1,100000003,610000005687,
0,,Spine,0,1,1,100000003,610000005688,
0,,Spine,0,1,1,100000003,610000005689,
0,,Spine,0,1,1,100000003,610000005690,
