
Soma Ellipsoid Axis A Z
 ==================== 
Soma Ellipsoid Axis A Z,Unit,Category,Collection,Time,FilamentID,ID,
0.988526,µm,Soma,Soma Ellipsoid Axis A,1,100000000,800000000,
-0.696651,µm,Soma,Soma Ellipsoid Axis A,1,100000001,800000001,
-0.995535,µm,Soma,Soma Ellipsoid Axis A,1,100000002,800000002,
0.940798,µm,Soma,Soma Ellipsoid Axis A,1,100000003,800000003,
