
Segment Center Intensity Median Ch=4 Img=1
 ==================== 
Segment Center Intensity Median,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
79.125,,Segment,4,14,Image 1,6,1,100000001,510000000053,
84.5625,,Segment,4,13,Image 1,6,1,100000001,510000000086,
105.031,,Segment,4,12,Image 1,6,1,100000001,510000000091,
106.062,,Segment,4,11,Image 1,6,1,100000001,510000000097,
44.0312,,Segment,4,10,Image 1,5,1,100000001,510000000099,
8.0625,,Segment,4,9,Image 1,5,1,100000001,510000000115,
89.125,,Segment,4,8,Image 1,4,1,100000001,510000000171,
109.531,,Segment,4,7,Image 1,4,1,100000001,510000000184,
78.0625,,Segment,4,6,Image 1,4,1,100000001,510000000198,
84.0625,,Segment,4,5,Image 1,3,1,100000001,510000000214,
132.031,,Segment,4,4,Image 1,2,1,100000001,510000000216,
98.5625,,Segment,4,3,Image 1,2,1,100000001,510000000225,
107.062,,Segment,4,2,Image 1,1,1,100000001,510000000249,
117.062,,Segment,4,1,Image 1,1,1,100000001,510000000264,
105.062,,Segment,4,0,Image 1,1,1,100000001,510000000276,
59.0312,,Segment,4,15,Image 1,8,1,100000001,510000000304,
68.5312,,Segment,4,14,Image 1,7,1,100000001,510000000321,
106.062,,Segment,4,15,Image 1,7,1,100000001,510000000347,
48.0625,,Segment,4,11,Image 1,7,1,100000001,510000000354,
90.0625,,Segment,4,10,Image 1,6,1,100000001,510000000402,
41.0312,,Segment,4,11,Image 1,6,1,100000001,510000000405,
37.5625,,Segment,4,12,Image 1,7,1,100000001,510000000412,
37.0625,,Segment,4,13,Image 1,7,1,100000001,510000000416,
54.0312,,Segment,4,11,Image 1,5,1,100000001,510000000420,
55.0625,,Segment,4,12,Image 1,4,1,100000000,510000000430,
56.0625,,Segment,4,11,Image 1,3,1,100000000,510000000452,
79.125,,Segment,4,10,Image 1,3,1,100000000,510000000494,
110.562,,Segment,4,9,Image 1,2,1,100000000,510000000547,
145.062,,Segment,4,8,Image 1,2,1,100000000,510000000557,
69.0625,,Segment,4,7,Image 1,2,1,100000000,510000000581,
101.031,,Segment,4,6,Image 1,1,1,100000000,510000000590,
133.031,,Segment,4,5,Image 1,1,1,100000000,510000000599,
144.031,,Segment,4,4,Image 1,1,1,100000000,510000000606,
149.008,,Segment,4,3,Image 1,1,1,100000000,510000000608,
138.031,,Segment,4,2,Image 1,1,1,100000000,510000000612,
80.0625,,Segment,4,1,Image 1,1,1,100000000,510000000618,
103.516,,Segment,4,0,Image 1,1,1,100000000,510000000641,
43.5312,,Segment,4,12,Image 1,3,1,100000000,510000000648,
14.0625,,Segment,4,11,Image 1,4,1,100000000,510000000656,
46.0078,,Segment,4,11,Image 1,5,1,100000000,510000000671,
52.625,,Segment,4,10,Image 1,4,1,100000000,510000000712,
97.0625,,Segment,4,9,Image 1,3,1,100000000,510000000727,
50.0625,,Segment,4,11,Image 1,4,1,100000000,510000000742,
54.125,,Segment,4,8,Image 1,4,1,100000002,510000000757,
67.0312,,Segment,4,7,Image 1,4,1,100000002,510000000760,
51.0625,,Segment,4,6,Image 1,4,1,100000002,510000000798,
77.0625,,Segment,4,5,Image 1,3,1,100000002,510000000826,
43.0625,,Segment,4,4,Image 1,3,1,100000002,510000000862,
58.0625,,Segment,4,3,Image 1,2,1,100000002,510000000891,
118.062,,Segment,4,2,Image 1,2,1,100000002,510000000923,
107.016,,Segment,4,1,Image 1,1,1,100000002,510000000925,
93.002,,Segment,4,0,Image 1,1,1,100000002,510000000937,
38.0312,,Segment,4,7,Image 1,5,1,100000002,510000000969,
45.5312,,Segment,4,8,Image 1,5,1,100000002,510000000974,
15.0312,,Segment,4,6,Image 1,3,1,100000002,510000000976,
123.125,,Segment,4,0,Image 1,1,1,100000001,510000001022,
58.0625,,Segment,4,8,Image 1,3,1,100000002,510000001073,
63.0625,,Segment,4,7,Image 1,3,1,100000002,510000001089,
