
Spine Part Volume Ground
 ==================== 
Spine Part Volume Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0121319,µm^3,Spine,Spine Part Volume,10,4,1,100000000,610000005085,
0.0360075,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005089,
0.0108236,µm^3,Spine,Spine Part Volume,12,3,1,100000000,610000005092,
0.0193353,µm^3,Spine,Spine Part Volume,14,6,1,100000001,610000005096,
0.0139269,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000005101,
0.0471842,µm^3,Spine,Spine Part Volume,1,1,1,100000001,610000005106,
0.0122555,µm^3,Spine,Spine Part Volume,10,6,1,100000001,610000005109,
0.0294035,µm^3,Spine,Spine Part Volume,11,3,1,100000000,610000005121,
0.0265916,µm^3,Spine,Spine Part Volume,10,6,1,100000001,610000005124,
0.0117238,µm^3,Spine,Spine Part Volume,6,3,1,100000001,610000005127,
0.0190092,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005132,
0.0475499,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000005136,
0.00932973,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000005138,
0.0356364,µm^3,Spine,Spine Part Volume,4,1,1,100000002,610000005141,
0.0194082,µm^3,Spine,Spine Part Volume,3,3,1,100000003,610000005143,
0.0192658,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000005145,
0.0436867,µm^3,Spine,Spine Part Volume,0,1,1,100000003,610000005148,
0.0193992,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000005151,
0.0265296,µm^3,Spine,Spine Part Volume,3,3,1,100000002,610000005153,
0.047189,µm^3,Spine,Spine Part Volume,1,2,1,100000001,610000005155,
0.0114908,µm^3,Spine,Spine Part Volume,7,3,1,100000000,610000005157,
0.0238791,µm^3,Spine,Spine Part Volume,4,3,1,100000000,610000005160,
0.00711454,µm^3,Spine,Spine Part Volume,11,4,1,100000001,610000005162,
0.0296913,µm^3,Spine,Spine Part Volume,13,3,1,100000000,610000005166,
0.0361374,µm^3,Spine,Spine Part Volume,8,3,1,100000000,610000005169,
0.0195512,µm^3,Spine,Spine Part Volume,2,3,1,100000003,610000005171,
0.0512389,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005180,
0.0348864,µm^3,Spine,Spine Part Volume,5,2,1,100000002,610000005184,
0.027115,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005189,
0.0167576,µm^3,Spine,Spine Part Volume,12,6,1,100000001,610000005192,
0.0278664,µm^3,Spine,Spine Part Volume,12,3,1,100000001,610000005196,
0.0209926,µm^3,Spine,Spine Part Volume,9,3,1,100000001,610000005198,
0.00873456,µm^3,Spine,Spine Part Volume,9,5,1,100000001,610000005200,
0.00783656,µm^3,Spine,Spine Part Volume,9,4,1,100000000,610000005202,
0.0311341,µm^3,Spine,Spine Part Volume,8,3,1,100000000,610000005205,
0.0399383,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000005214,
0.0060294,µm^3,Spine,Spine Part Volume,4,2,1,100000000,610000005216,
0.0409945,µm^3,Spine,Spine Part Volume,2,2,1,100000000,610000005219,
