
Filament Length (sum)
 ==================== 
Filament Length (sum),Unit,Category,Time,ID,
207.059,µm,Filament,1,100000000,
196.526,µm,Filament,1,100000001,
74.7945,µm,Filament,1,100000002,
46.7658,µm,Filament,1,100000003,
