
Spine Center Number of Voxel Ch=2 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
6,,Spine,2,10,Image 1,4,1,100000000,610000005085,
5,,Spine,2,5,Image 1,3,1,100000000,610000005089,
4,,Spine,2,12,Image 1,3,1,100000000,610000005092,
5,,Spine,2,14,Image 1,6,1,100000001,610000005096,
6,,Spine,2,6,Image 1,3,1,100000000,610000005101,
6,,Spine,2,1,Image 1,1,1,100000001,610000005106,
4,,Spine,2,10,Image 1,6,1,100000001,610000005109,
13,,Spine,2,11,Image 1,3,1,100000000,610000005121,
4,,Spine,2,10,Image 1,6,1,100000001,610000005124,
4,,Spine,2,6,Image 1,3,1,100000001,610000005127,
6,,Spine,2,5,Image 1,3,1,100000000,610000005132,
5,,Spine,2,0,Image 1,1,1,100000000,610000005136,
3,,Spine,2,4,Image 1,2,1,100000000,610000005138,
4,,Spine,2,4,Image 1,1,1,100000002,610000005141,
3,,Spine,2,3,Image 1,3,1,100000003,610000005143,
3,,Spine,2,7,Image 1,3,1,100000000,610000005145,
4,,Spine,2,0,Image 1,1,1,100000003,610000005148,
4,,Spine,2,5,Image 1,3,1,100000000,610000005151,
3,,Spine,2,3,Image 1,3,1,100000002,610000005153,
3,,Spine,2,1,Image 1,2,1,100000001,610000005155,
3,,Spine,2,7,Image 1,3,1,100000000,610000005157,
4,,Spine,2,4,Image 1,3,1,100000000,610000005160,
3,,Spine,2,11,Image 1,4,1,100000001,610000005162,
5,,Spine,2,13,Image 1,3,1,100000000,610000005166,
4,,Spine,2,8,Image 1,3,1,100000000,610000005169,
3,,Spine,2,2,Image 1,3,1,100000003,610000005171,
9,,Spine,2,0,Image 1,1,1,100000001,610000005180,
5,,Spine,2,5,Image 1,2,1,100000002,610000005184,
5,,Spine,2,0,Image 1,1,1,100000001,610000005189,
4,,Spine,2,12,Image 1,6,1,100000001,610000005192,
5,,Spine,2,12,Image 1,3,1,100000001,610000005196,
3,,Spine,2,9,Image 1,3,1,100000001,610000005198,
3,,Spine,2,9,Image 1,5,1,100000001,610000005200,
3,,Spine,2,9,Image 1,4,1,100000000,610000005202,
4,,Spine,2,8,Image 1,3,1,100000000,610000005205,
9,,Spine,2,0,Image 1,1,1,100000001,610000005214,
1,,Spine,2,4,Image 1,2,1,100000000,610000005216,
3,,Spine,2,2,Image 1,2,1,100000000,610000005219,
6,,Spine,2,0,Image 1,1,1,100000001,610000005225,
3,,Spine,2,5,Image 1,3,1,100000002,610000005227,
5,,Spine,2,9,Image 1,2,1,100000000,610000005231,
3,,Spine,2,0,Image 1,1,1,100000001,610000005233,
4,,Spine,2,4,Image 1,3,1,100000002,610000005237,
3,,Spine,2,8,Image 1,3,1,100000002,610000005239,
3,,Spine,2,5,Image 1,1,1,100000000,610000005242,
5,,Spine,2,2,Image 1,2,1,100000003,610000005246,
3,,Spine,2,3,Image 1,3,1,100000002,610000005248,
3,,Spine,2,5,Image 1,2,1,100000002,610000005250,
3,,Spine,2,3,Image 1,2,1,100000000,610000005252,
3,,Spine,2,0,Image 1,1,1,100000003,610000005254,
2,,Spine,2,10,Image 1,6,1,100000001,610000005257,
4,,Spine,2,1,Image 1,2,1,100000001,610000005260,
4,,Spine,2,5,Image 1,4,1,100000001,610000005263,
7,,Spine,2,0,Image 1,1,1,100000001,610000005270,
3,,Spine,2,11,Image 1,6,1,100000001,610000005272,
4,,Spine,2,10,Image 1,6,1,100000000,610000005275,
3,,Spine,2,9,Image 1,5,1,100000000,610000005277,
5,,Spine,2,0,Image 1,1,1,100000001,610000005282,
3,,Spine,2,9,Image 1,3,1,100000001,610000005284,
5,,Spine,2,0,Image 1,1,1,100000001,610000005289,
4,,Spine,2,1,Image 1,1,1,100000000,610000005292,
3,,Spine,2,4,Image 1,4,1,100000003,610000005294,
3,,Spine,2,8,Image 1,4,1,100000001,610000005296,
3,,Spine,2,6,Image 1,2,1,100000002,610000005298,
3,,Spine,2,0,Image 1,1,1,100000001,610000005301,
3,,Spine,2,1,Image 1,2,1,100000000,610000005304,
3,,Spine,2,13,Image 1,3,1,100000000,610000005306,
4,,Spine,2,10,Image 1,3,1,100000001,610000005309,
3,,Spine,2,5,Image 1,3,1,100000000,610000005311,
3,,Spine,2,2,Image 1,2,1,100000000,610000005314,
6,,Spine,2,11,Image 1,3,1,100000000,610000005319,
3,,Spine,2,7,Image 1,3,1,100000000,610000005322,
4,,Spine,2,7,Image 1,2,1,100000000,610000005326,
4,,Spine,2,0,Image 1,1,1,100000003,610000005329,
5,,Spine,2,11,Image 1,3,1,100000000,610000005333,
3,,Spine,2,0,Image 1,1,1,100000003,610000005335,
3,,Spine,2,0,Image 1,1,1,100000001,610000005337,
3,,Spine,2,10,Image 1,4,1,100000001,610000005341,
5,,Spine,2,0,Image 1,1,1,100000001,610000005348,
4,,Spine,2,1,Image 1,1,1,100000003,610000005352,
3,,Spine,2,0,Image 1,1,1,100000001,610000005357,
5,,Spine,2,0,Image 1,1,1,100000001,610000005363,
3,,Spine,2,0,Image 1,1,1,100000003,610000005365,
3,,Spine,2,0,Image 1,1,1,100000001,610000005367,
3,,Spine,2,6,Image 1,3,1,100000001,610000005370,
4,,Spine,2,6,Image 1,3,1,100000001,610000005377,
4,,Spine,2,0,Image 1,1,1,100000001,610000005381,
4,,Spine,2,6,Image 1,2,1,100000001,610000005384,
3,,Spine,2,2,Image 1,2,1,100000000,610000005386,
4,,Spine,2,0,Image 1,1,1,100000001,610000005390,
3,,Spine,2,5,Image 1,1,1,100000000,610000005392,
5,,Spine,2,0,Image 1,1,1,100000001,610000005397,
3,,Spine,2,13,Image 1,4,1,100000000,610000005400,
3,,Spine,2,1,Image 1,2,1,100000001,610000005403,
4,,Spine,2,6,Image 1,3,1,100000001,610000005406,
3,,Spine,2,11,Image 1,4,1,100000001,610000005408,
5,,Spine,2,0,Image 1,1,1,100000001,610000005415,
3,,Spine,2,3,Image 1,3,1,100000003,610000005420,
4,,Spine,2,0,Image 1,1,1,100000001,610000005425,
3,,Spine,2,3,Image 1,2,1,100000002,610000005427,
4,,Spine,2,0,Image 1,1,1,100000001,610000005431,
3,,Spine,2,0,Image 1,1,1,100000001,610000005436,
4,,Spine,2,12,Image 1,4,1,100000001,610000005443,
5,,Spine,2,0,Image 1,1,1,100000000,610000005449,
3,,Spine,2,0,Image 1,1,1,100000001,610000005452,
3,,Spine,2,0,Image 1,1,1,100000001,610000005456,
3,,Spine,2,0,Image 1,1,1,100000001,610000005459,
3,,Spine,2,15,Image 1,7,1,100000001,610000005461,
