
Spine Position Z
 ==================== 
Spine Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1479.46,µm,Spine,Spine Position,10,4,1,100000000,610000005085,
1476.83,µm,Spine,Spine Position,5,3,1,100000000,610000005089,
1477.07,µm,Spine,Spine Position,12,3,1,100000000,610000005092,
1480.09,µm,Spine,Spine Position,14,6,1,100000001,610000005096,
1477.34,µm,Spine,Spine Position,6,3,1,100000000,610000005101,
1478.2,µm,Spine,Spine Position,1,1,1,100000001,610000005106,
1480.21,µm,Spine,Spine Position,10,6,1,100000001,610000005109,
1477.19,µm,Spine,Spine Position,11,3,1,100000000,610000005121,
1480.14,µm,Spine,Spine Position,10,6,1,100000001,610000005124,
1476.82,µm,Spine,Spine Position,6,3,1,100000001,610000005127,
1476.97,µm,Spine,Spine Position,5,3,1,100000000,610000005132,
1476.91,µm,Spine,Spine Position,0,1,1,100000000,610000005136,
1480.45,µm,Spine,Spine Position,4,2,1,100000000,610000005138,
1477.31,µm,Spine,Spine Position,4,1,1,100000002,610000005141,
1477.16,µm,Spine,Spine Position,3,3,1,100000003,610000005143,
1477.78,µm,Spine,Spine Position,7,3,1,100000000,610000005145,
1477.83,µm,Spine,Spine Position,0,1,1,100000003,610000005148,
1477.04,µm,Spine,Spine Position,5,3,1,100000000,610000005151,
1477.31,µm,Spine,Spine Position,3,3,1,100000002,610000005153,
1479.09,µm,Spine,Spine Position,1,2,1,100000001,610000005155,
1477.23,µm,Spine,Spine Position,7,3,1,100000000,610000005157,
1479.09,µm,Spine,Spine Position,4,3,1,100000000,610000005160,
1478.57,µm,Spine,Spine Position,11,4,1,100000001,610000005162,
1478.2,µm,Spine,Spine Position,13,3,1,100000000,610000005166,
1477.24,µm,Spine,Spine Position,8,3,1,100000000,610000005169,
1478.3,µm,Spine,Spine Position,2,3,1,100000003,610000005171,
1478.5,µm,Spine,Spine Position,0,1,1,100000001,610000005180,
1477.08,µm,Spine,Spine Position,5,2,1,100000002,610000005184,
1478.23,µm,Spine,Spine Position,0,1,1,100000001,610000005189,
1479.24,µm,Spine,Spine Position,12,6,1,100000001,610000005192,
1479.14,µm,Spine,Spine Position,12,3,1,100000001,610000005196,
1478.91,µm,Spine,Spine Position,9,3,1,100000001,610000005198,
1478.51,µm,Spine,Spine Position,9,5,1,100000001,610000005200,
1478.35,µm,Spine,Spine Position,9,4,1,100000000,610000005202,
1477.31,µm,Spine,Spine Position,8,3,1,100000000,610000005205,
1478.41,µm,Spine,Spine Position,0,1,1,100000001,610000005214,
1480.5,µm,Spine,Spine Position,4,2,1,100000000,610000005216,
1477.84,µm,Spine,Spine Position,2,2,1,100000000,610000005219,
1478.29,µm,Spine,Spine Position,0,1,1,100000001,610000005225,
1478.46,µm,Spine,Spine Position,5,3,1,100000002,610000005227,
1478.87,µm,Spine,Spine Position,9,2,1,100000000,610000005231,
1476.73,µm,Spine,Spine Position,0,1,1,100000001,610000005233,
1478.13,µm,Spine,Spine Position,4,3,1,100000002,610000005237,
1478.08,µm,Spine,Spine Position,8,3,1,100000002,610000005239,
1477.21,µm,Spine,Spine Position,5,1,1,100000000,610000005242,
1480.06,µm,Spine,Spine Position,2,2,1,100000003,610000005246,
1477.24,µm,Spine,Spine Position,3,3,1,100000002,610000005248,
1477.12,µm,Spine,Spine Position,5,2,1,100000002,610000005250,
1476.83,µm,Spine,Spine Position,3,2,1,100000000,610000005252,
1476.27,µm,Spine,Spine Position,0,1,1,100000003,610000005254,
1480.44,µm,Spine,Spine Position,10,6,1,100000001,610000005257,
1478.03,µm,Spine,Spine Position,1,2,1,100000001,610000005260,
1479.65,µm,Spine,Spine Position,5,4,1,100000001,610000005263,
1478.5,µm,Spine,Spine Position,0,1,1,100000001,610000005270,
1480.39,µm,Spine,Spine Position,11,6,1,100000001,610000005272,
1478.24,µm,Spine,Spine Position,10,6,1,100000000,610000005275,
1478.3,µm,Spine,Spine Position,9,5,1,100000000,610000005277,
1478.42,µm,Spine,Spine Position,0,1,1,100000001,610000005282,
1478.96,µm,Spine,Spine Position,9,3,1,100000001,610000005284,
1478.2,µm,Spine,Spine Position,0,1,1,100000001,610000005289,
1478.4,µm,Spine,Spine Position,1,1,1,100000000,610000005292,
1476.47,µm,Spine,Spine Position,4,4,1,100000003,610000005294,
1476.72,µm,Spine,Spine Position,8,4,1,100000001,610000005296,
1479.05,µm,Spine,Spine Position,6,2,1,100000002,610000005298,
1478.27,µm,Spine,Spine Position,0,1,1,100000001,610000005301,
1476.22,µm,Spine,Spine Position,1,1,1,100000000,610000005304,
1477.99,µm,Spine,Spine Position,13,3,1,100000000,610000005306,
1479.42,µm,Spine,Spine Position,10,3,1,100000001,610000005309,
1477.55,µm,Spine,Spine Position,5,3,1,100000000,610000005311,
1477.77,µm,Spine,Spine Position,2,2,1,100000000,610000005314,
1477.04,µm,Spine,Spine Position,11,3,1,100000000,610000005319,
1477.8,µm,Spine,Spine Position,7,3,1,100000000,610000005322,
1478.02,µm,Spine,Spine Position,7,2,1,100000000,610000005326,
1478.05,µm,Spine,Spine Position,0,1,1,100000003,610000005329,
1477.01,µm,Spine,Spine Position,11,3,1,100000000,610000005333,
1476.2,µm,Spine,Spine Position,0,1,1,100000003,610000005335,
1479.44,µm,Spine,Spine Position,0,1,1,100000001,610000005337,
1478.5,µm,Spine,Spine Position,10,4,1,100000001,610000005341,
1478.46,µm,Spine,Spine Position,0,1,1,100000001,610000005348,
1478.92,µm,Spine,Spine Position,1,1,1,100000003,610000005352,
1478.54,µm,Spine,Spine Position,0,1,1,100000001,610000005357,
1478.62,µm,Spine,Spine Position,0,1,1,100000001,610000005363,
1477.3,µm,Spine,Spine Position,0,1,1,100000003,610000005365,
1476.73,µm,Spine,Spine Position,0,1,1,100000001,610000005367,
1477.07,µm,Spine,Spine Position,6,3,1,100000001,610000005370,
1476.66,µm,Spine,Spine Position,6,3,1,100000001,610000005377,
1478.46,µm,Spine,Spine Position,0,1,1,100000001,610000005381,
1478.64,µm,Spine,Spine Position,6,2,1,100000001,610000005384,
1477.85,µm,Spine,Spine Position,2,2,1,100000000,610000005386,
1478.12,µm,Spine,Spine Position,0,1,1,100000001,610000005390,
1477.23,µm,Spine,Spine Position,5,1,1,100000000,610000005392,
1478.48,µm,Spine,Spine Position,0,1,1,100000001,610000005397,
1477.52,µm,Spine,Spine Position,13,4,1,100000000,610000005400,
1478.92,µm,Spine,Spine Position,1,2,1,100000001,610000005403,
1477.1,µm,Spine,Spine Position,6,3,1,100000001,610000005406,
1478.97,µm,Spine,Spine Position,11,4,1,100000001,610000005408,
1478.67,µm,Spine,Spine Position,0,1,1,100000001,610000005415,
1477.42,µm,Spine,Spine Position,3,3,1,100000003,610000005420,
1477.77,µm,Spine,Spine Position,0,1,1,100000001,610000005425,
1476.15,µm,Spine,Spine Position,3,2,1,100000002,610000005427,
1478.4,µm,Spine,Spine Position,0,1,1,100000001,610000005431,
1477.91,µm,Spine,Spine Position,0,1,1,100000001,610000005436,
1479.43,µm,Spine,Spine Position,12,4,1,100000001,610000005443,
1476.29,µm,Spine,Spine Position,0,1,1,100000000,610000005449,
1477.55,µm,Spine,Spine Position,0,1,1,100000001,610000005452,
1478.03,µm,Spine,Spine Position,0,1,1,100000001,610000005456,
1478.54,µm,Spine,Spine Position,0,1,1,100000001,610000005459,
1479.31,µm,Spine,Spine Position,15,7,1,100000001,610000005461,
1477.06,µm,Spine,Spine Position,5,2,1,100000002,610000005465,
1478.67,µm,Spine,Spine Position,0,1,1,100000001,610000005468,
1476.49,µm,Spine,Spine Position,1,1,1,100000000,610000005473,
1476.77,µm,Spine,Spine Position,1,1,1,100000000,610000005480,
1477.94,µm,Spine,Spine Position,7,2,1,100000000,610000005483,
1477.95,µm,Spine,Spine Position,0,1,1,100000001,610000005485,
1478.2,µm,Spine,Spine Position,9,2,1,100000000,610000005487,
1479.09,µm,Spine,Spine Position,0,1,1,100000001,610000005489,
1477.06,µm,Spine,Spine Position,5,2,1,100000002,610000005496,
1479.39,µm,Spine,Spine Position,0,1,1,100000001,610000005499,
1478.39,µm,Spine,Spine Position,0,1,1,100000001,610000005501,
1479.41,µm,Spine,Spine Position,2,1,1,100000000,610000005503,
1478.49,µm,Spine,Spine Position,0,1,1,100000001,610000005507,
1476.24,µm,Spine,Spine Position,0,1,1,100000000,610000005509,
1478.57,µm,Spine,Spine Position,0,1,1,100000001,610000005514,
1478.59,µm,Spine,Spine Position,0,1,1,100000001,610000005516,
1479.13,µm,Spine,Spine Position,3,2,1,100000000,610000005520,
1478.53,µm,Spine,Spine Position,1,1,1,100000001,610000005522,
1478.09,µm,Spine,Spine Position,0,1,1,100000001,610000005525,
1478.09,µm,Spine,Spine Position,0,1,1,100000001,610000005531,
1476.15,µm,Spine,Spine Position,1,2,1,100000000,610000005540,
1477.89,µm,Spine,Spine Position,0,1,1,100000001,610000005542,
1477.89,µm,Spine,Spine Position,0,1,1,100000001,610000005546,
1478.59,µm,Spine,Spine Position,0,1,1,100000001,610000005554,
1478.39,µm,Spine,Spine Position,0,1,1,100000001,610000005559,
1477.63,µm,Spine,Spine Position,0,1,1,100000001,610000005561,
1479.81,µm,Spine,Spine Position,10,3,1,100000000,610000005587,
1477.96,µm,Spine,Spine Position,13,3,1,100000000,610000005588,
1477.16,µm,Spine,Spine Position,12,3,1,100000000,610000005589,
1477.51,µm,Spine,Spine Position,11,2,1,100000000,610000005590,
1476.4,µm,Spine,Spine Position,12,3,1,100000000,610000005591,
1476.47,µm,Spine,Spine Position,11,3,1,100000000,610000005592,
1476.93,µm,Spine,Spine Position,11,3,1,100000000,610000005593,
1478.68,µm,Spine,Spine Position,9,2,1,100000000,610000005594,
1478.32,µm,Spine,Spine Position,9,2,1,100000000,610000005595,
1478.29,µm,Spine,Spine Position,9,2,1,100000000,610000005596,
1479.52,µm,Spine,Spine Position,10,4,1,100000000,610000005597,
1477.49,µm,Spine,Spine Position,7,2,1,100000000,610000005598,
1477.33,µm,Spine,Spine Position,9,2,1,100000000,610000005599,
1476.72,µm,Spine,Spine Position,8,2,1,100000000,610000005600,
1477.01,µm,Spine,Spine Position,7,1,1,100000000,610000005601,
1479.07,µm,Spine,Spine Position,12,6,1,100000000,610000005602,
1477.91,µm,Spine,Spine Position,7,3,1,100000000,610000005603,
1477.42,µm,Spine,Spine Position,5,3,1,100000000,610000005604,
1476.73,µm,Spine,Spine Position,0,1,1,100000000,610000005605,
1477,µm,Spine,Spine Position,5,3,1,100000000,610000005606,
1478.37,µm,Spine,Spine Position,5,2,1,100000000,610000005607,
1477.44,µm,Spine,Spine Position,4,2,1,100000000,610000005608,
1476.93,µm,Spine,Spine Position,3,2,1,100000000,610000005609,
1476.94,µm,Spine,Spine Position,3,2,1,100000000,610000005610,
1477.54,µm,Spine,Spine Position,1,2,1,100000000,610000005611,
1476.78,µm,Spine,Spine Position,0,1,1,100000000,610000005612,
1476.16,µm,Spine,Spine Position,1,1,1,100000000,610000005613,
1476.14,µm,Spine,Spine Position,0,1,1,100000000,610000005614,
1476.14,µm,Spine,Spine Position,0,1,1,100000000,610000005615,
1477.19,µm,Spine,Spine Position,9,3,1,100000000,610000005617,
1477.3,µm,Spine,Spine Position,7,3,1,100000000,610000005618,
1479.35,µm,Spine,Spine Position,4,1,1,100000000,610000005619,
1479.39,µm,Spine,Spine Position,2,1,1,100000000,610000005620,
1477.77,µm,Spine,Spine Position,1,1,1,100000000,610000005621,
1477.59,µm,Spine,Spine Position,1,1,1,100000000,610000005622,
1478.84,µm,Spine,Spine Position,4,3,1,100000000,610000005623,
1477.51,µm,Spine,Spine Position,4,3,1,100000000,610000005624,
1477.48,µm,Spine,Spine Position,4,3,1,100000000,610000005625,
1477.48,µm,Spine,Spine Position,4,3,1,100000000,610000005626,
1476.62,µm,Spine,Spine Position,4,4,1,100000000,610000005627,
1476.92,µm,Spine,Spine Position,4,4,1,100000000,610000005628,
1477.62,µm,Spine,Spine Position,2,2,1,100000000,610000005629,
1480.03,µm,Spine,Spine Position,14,6,1,100000001,610000005633,
1479.25,µm,Spine,Spine Position,13,6,1,100000001,610000005634,
1479.08,µm,Spine,Spine Position,13,6,1,100000001,610000005635,
1480.17,µm,Spine,Spine Position,10,6,1,100000001,610000005636,
1479.9,µm,Spine,Spine Position,10,6,1,100000001,610000005637,
1477.33,µm,Spine,Spine Position,8,5,1,100000001,610000005638,
1476.94,µm,Spine,Spine Position,6,3,1,100000001,610000005639,
1479.47,µm,Spine,Spine Position,12,4,1,100000001,610000005640,
1479.47,µm,Spine,Spine Position,12,4,1,100000001,610000005641,
1479.54,µm,Spine,Spine Position,12,4,1,100000001,610000005642,
1479.47,µm,Spine,Spine Position,12,4,1,100000001,610000005643,
1478.9,µm,Spine,Spine Position,12,3,1,100000001,610000005644,
1479.67,µm,Spine,Spine Position,10,4,1,100000001,610000005645,
1480,µm,Spine,Spine Position,10,3,1,100000001,610000005646,
1479.53,µm,Spine,Spine Position,10,3,1,100000001,610000005647,
1477.14,µm,Spine,Spine Position,6,3,1,100000001,610000005648,
1477.14,µm,Spine,Spine Position,6,3,1,100000001,610000005649,
1477.14,µm,Spine,Spine Position,6,3,1,100000001,610000005650,
1477.28,µm,Spine,Spine Position,6,3,1,100000001,610000005651,
1477.28,µm,Spine,Spine Position,6,3,1,100000001,610000005652,
1477.53,µm,Spine,Spine Position,6,3,1,100000001,610000005653,
1479.09,µm,Spine,Spine Position,5,3,1,100000001,610000005654,
1479.85,µm,Spine,Spine Position,5,3,1,100000001,610000005655,
1479.6,µm,Spine,Spine Position,5,4,1,100000001,610000005656,
1478.59,µm,Spine,Spine Position,2,1,1,100000001,610000005657,
1478.91,µm,Spine,Spine Position,2,2,1,100000001,610000005658,
1479.4,µm,Spine,Spine Position,1,2,1,100000001,610000005660,
1479.04,µm,Spine,Spine Position,1,2,1,100000001,610000005661,
1479.32,µm,Spine,Spine Position,0,1,1,100000001,610000005662,
1479.14,µm,Spine,Spine Position,0,1,1,100000001,610000005663,
1480.15,µm,Spine,Spine Position,0,1,1,100000001,610000005664,
1476.14,µm,Spine,Spine Position,1,2,1,100000001,610000005671,
1476.17,µm,Spine,Spine Position,1,2,1,100000001,610000005672,
1476.15,µm,Spine,Spine Position,0,1,1,100000001,610000005673,
1476.14,µm,Spine,Spine Position,0,1,1,100000001,610000005674,
1477.45,µm,Spine,Spine Position,0,1,1,100000001,610000005675,
1477.99,µm,Spine,Spine Position,4,3,1,100000002,610000005676,
1477.99,µm,Spine,Spine Position,4,3,1,100000002,610000005677,
1477.95,µm,Spine,Spine Position,4,3,1,100000002,610000005678,
1477.19,µm,Spine,Spine Position,3,3,1,100000002,610000005679,
1477.07,µm,Spine,Spine Position,2,2,1,100000002,610000005680,
1478.06,µm,Spine,Spine Position,8,3,1,100000002,610000005681,
1478.85,µm,Spine,Spine Position,6,2,1,100000002,610000005682,
1477.79,µm,Spine,Spine Position,4,1,1,100000002,610000005683,
1476.93,µm,Spine,Spine Position,4,1,1,100000002,610000005684,
1477.42,µm,Spine,Spine Position,3,1,1,100000002,610000005685,
1477.17,µm,Spine,Spine Position,2,1,1,100000002,610000005686,
1476.18,µm,Spine,Spine Position,0,1,1,100000003,610000005687,
1476.2,µm,Spine,Spine Position,0,1,1,100000003,610000005688,
1477,µm,Spine,Spine Position,0,1,1,100000003,610000005689,
