
Spine Intensity Max Ch=3 Img=1
 ==================== 
Spine Intensity Max,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
151,,Spine,3,0,Image 1,1,1,100000000,610000001938,
129,,Spine,3,3,Image 1,1,1,100000000,610000001940,
180,,Spine,3,0,Image 1,1,1,100000000,610000001949,
180,,Spine,3,0,Image 1,1,1,100000000,610000001956,
178,,Spine,3,0,Image 1,1,1,100000000,610000001967,
174,,Spine,3,0,Image 1,1,1,100000000,610000001974,
172,,Spine,3,0,Image 1,1,1,100000000,610000001984,
152,,Spine,3,0,Image 1,1,1,100000000,610000001990,
121,,Spine,3,5,Image 1,3,1,100000000,610000001995,
76,,Spine,3,0,Image 1,1,1,100000000,610000001998,
144,,Spine,3,0,Image 1,1,1,100000000,610000002005,
178,,Spine,3,0,Image 1,1,1,100000000,610000002013,
141,,Spine,3,0,Image 1,1,1,100000000,610000002019,
146,,Spine,3,0,Image 1,1,1,100000000,610000002026,
145,,Spine,3,0,Image 1,1,1,100000000,610000002032,
178,,Spine,3,0,Image 1,1,1,100000000,610000002040,
155,,Spine,3,0,Image 1,1,1,100000001,610000002044,
169,,Spine,3,2,Image 1,2,1,100000001,610000002059,
152,,Spine,3,0,Image 1,1,1,100000000,610000002065,
187,,Spine,3,0,Image 1,1,1,100000000,610000002071,
171,,Spine,3,0,Image 1,1,1,100000001,610000002075,
167,,Spine,3,0,Image 1,1,1,100000000,610000002081,
129,,Spine,3,0,Image 1,1,1,100000000,610000002085,
138,,Spine,3,0,Image 1,1,1,100000000,610000002090,
121,,Spine,3,5,Image 1,3,1,100000000,610000002093,
180,,Spine,3,0,Image 1,1,1,100000000,610000002101,
169,,Spine,3,2,Image 1,2,1,100000001,610000002112,
107,,Spine,3,0,Image 1,1,1,100000001,610000002116,
195,,Spine,3,0,Image 1,1,1,100000001,610000002121,
129,,Spine,3,0,Image 1,1,1,100000000,610000002124,
147,,Spine,3,0,Image 1,1,1,100000001,610000002127,
131,,Spine,3,0,Image 1,1,1,100000001,610000002131,
171,,Spine,3,0,Image 1,1,1,100000001,610000002134,
120,,Spine,3,0,Image 1,1,1,100000001,610000002137,
153,,Spine,3,0,Image 1,1,1,100000001,610000002142,
156,,Spine,3,0,Image 1,1,1,100000000,610000002146,
178,,Spine,3,0,Image 1,1,1,100000000,610000002149,
195,,Spine,3,0,Image 1,1,1,100000000,610000002152,
164,,Spine,3,3,Image 1,2,1,100000000,610000002154,
138,,Spine,3,0,Image 1,1,1,100000001,610000002156,
144,,Spine,3,0,Image 1,1,1,100000001,610000002158,
191,,Spine,3,0,Image 1,1,1,100000001,610000002161,
163,,Spine,3,0,Image 1,1,1,100000001,610000002165,
179,,Spine,3,0,Image 1,1,1,100000000,610000002168,
146,,Spine,3,0,Image 1,1,1,100000000,610000002171,
171,,Spine,3,0,Image 1,1,1,100000001,610000002173,
141,,Spine,3,0,Image 1,1,1,100000001,610000002175,
173,,Spine,3,0,Image 1,1,1,100000001,610000002178,
135,,Spine,3,0,Image 1,1,1,100000000,610000002182,
180,,Spine,3,0,Image 1,1,1,100000000,610000002184,
186,,Spine,3,0,Image 1,1,1,100000001,610000002187,
175,,Spine,3,2,Image 1,1,1,100000000,610000002191,
136,,Spine,3,0,Image 1,1,1,100000000,610000002194,
121,,Spine,3,0,Image 1,1,1,100000001,610000002197,
170,,Spine,3,0,Image 1,1,1,100000000,610000002199,
169,,Spine,3,2,Image 1,2,1,100000001,610000002205,
167,,Spine,3,0,Image 1,1,1,100000001,610000002212,
181,,Spine,3,0,Image 1,1,1,100000000,610000002217,
81,,Spine,3,0,Image 1,1,1,100000000,610000002246,
175,,Spine,3,2,Image 1,1,1,100000000,610000002247,
175,,Spine,3,2,Image 1,1,1,100000000,610000002248,
159,,Spine,3,1,Image 1,2,1,100000000,610000002249,
133,,Spine,3,0,Image 1,1,1,100000000,610000002250,
123,,Spine,3,0,Image 1,1,1,100000000,610000002251,
97,,Spine,3,0,Image 1,1,1,100000000,610000002252,
88,,Spine,3,0,Image 1,1,1,100000000,610000002253,
106,,Spine,3,6,Image 1,3,1,100000000,610000002254,
133,,Spine,3,6,Image 1,1,1,100000000,610000002255,
121,,Spine,3,5,Image 1,3,1,100000000,610000002256,
164,,Spine,3,3,Image 1,2,1,100000000,610000002257,
181,,Spine,3,0,Image 1,1,1,100000000,610000002258,
177,,Spine,3,0,Image 1,1,1,100000000,610000002259,
103,,Spine,3,0,Image 1,1,1,100000000,610000002260,
183,,Spine,3,2,Image 1,2,1,100000001,610000002265,
189,,Spine,3,2,Image 1,1,1,100000001,610000002266,
100,,Spine,3,2,Image 1,3,1,100000001,610000002271,
173,,Spine,3,0,Image 1,1,1,100000001,610000002276,
173,,Spine,3,0,Image 1,1,1,100000001,610000002277,
177,,Spine,3,0,Image 1,1,1,100000001,610000002278,
119,,Spine,3,0,Image 1,1,1,100000001,610000002284,
96,,Spine,3,0,Image 1,1,1,100000001,610000002285,
119,,Spine,3,0,Image 1,1,1,100000001,610000002286,
172,,Spine,3,0,Image 1,1,1,100000001,610000002291,
