
Spine Part Length Ground
 ==================== 
Spine Part Length Ground,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1.90711,µm,Spine,Spine Part Length,0,1,1,100000000,610000001938,
1.02722,µm,Spine,Spine Part Length,3,1,1,100000000,610000001940,
2.42384,µm,Spine,Spine Part Length,0,1,1,100000000,610000001949,
2.15627,µm,Spine,Spine Part Length,0,1,1,100000000,610000001956,
1.79967,µm,Spine,Spine Part Length,0,1,1,100000000,610000001967,
1.22445,µm,Spine,Spine Part Length,0,1,1,100000000,610000001974,
1.63021,µm,Spine,Spine Part Length,0,1,1,100000000,610000001984,
1.4497,µm,Spine,Spine Part Length,0,1,1,100000000,610000001990,
1.67445,µm,Spine,Spine Part Length,5,3,1,100000000,610000001995,
1.39099,µm,Spine,Spine Part Length,0,1,1,100000000,610000001998,
1.59862,µm,Spine,Spine Part Length,0,1,1,100000000,610000002005,
1.26272,µm,Spine,Spine Part Length,0,1,1,100000000,610000002013,
1.31111,µm,Spine,Spine Part Length,0,1,1,100000000,610000002019,
1.19202,µm,Spine,Spine Part Length,0,1,1,100000000,610000002026,
1.19573,µm,Spine,Spine Part Length,0,1,1,100000000,610000002032,
1.8337,µm,Spine,Spine Part Length,0,1,1,100000000,610000002040,
1.26913,µm,Spine,Spine Part Length,0,1,1,100000001,610000002044,
1.21195,µm,Spine,Spine Part Length,2,2,1,100000001,610000002059,
1.30872,µm,Spine,Spine Part Length,0,1,1,100000000,610000002065,
1.02287,µm,Spine,Spine Part Length,0,1,1,100000000,610000002071,
1.1498,µm,Spine,Spine Part Length,0,1,1,100000001,610000002075,
1.58666,µm,Spine,Spine Part Length,0,1,1,100000000,610000002081,
0.893896,µm,Spine,Spine Part Length,0,1,1,100000000,610000002085,
1.47006,µm,Spine,Spine Part Length,0,1,1,100000000,610000002090,
1.10835,µm,Spine,Spine Part Length,5,3,1,100000000,610000002093,
1.87108,µm,Spine,Spine Part Length,0,1,1,100000000,610000002101,
1.02403,µm,Spine,Spine Part Length,2,2,1,100000001,610000002112,
0.803111,µm,Spine,Spine Part Length,0,1,1,100000001,610000002116,
1.10353,µm,Spine,Spine Part Length,0,1,1,100000001,610000002121,
0.849137,µm,Spine,Spine Part Length,0,1,1,100000000,610000002124,
1.17254,µm,Spine,Spine Part Length,0,1,1,100000001,610000002127,
0.668517,µm,Spine,Spine Part Length,0,1,1,100000001,610000002131,
1.05155,µm,Spine,Spine Part Length,0,1,1,100000001,610000002134,
