
Spine Attachment Pt Time
 ==================== 
Spine Attachment Pt Time,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,s,Spine,0,1,1,100000000,610000001938,
0,s,Spine,3,1,1,100000000,610000001940,
0,s,Spine,0,1,1,100000000,610000001998,
0,s,Spine,0,1,1,100000000,610000002149,
0,s,Spine,0,1,1,100000000,610000002152,
0,s,Spine,0,1,1,100000001,610000002178,
0,s,Spine,2,2,1,100000001,610000002205,
0,s,Spine,0,1,1,,610000002297,
0,s,Spine,0,1,1,,610000002298,
0,s,Spine,0,1,1,,610000002299,
0,s,Spine,2,3,1,,610000002300,
0,s,Spine,5,3,1,,610000002300,
0,s,Spine,2,1,1,,610000002301,
0,s,Spine,3,2,1,,610000002301,
0,s,Spine,2,2,1,,610000002302,
0,s,Spine,6,3,1,,610000002303,
0,s,Spine,0,1,1,,610000002303,
0,s,Spine,0,1,1,,610000002304,
0,s,Spine,0,1,1,,610000002305,
0,s,Spine,1,2,1,,610000002306,
0,s,Spine,2,1,1,,610000002308,
0,s,Spine,0,1,1,,610000002309,
0,s,Spine,0,1,1,,610000002310,
0,s,Spine,0,1,1,,610000002311,
