
Spine Part Mean Diameter Head
 ==================== 
Spine Part Mean Diameter Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.65335,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002156,
0.742188,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002158,
1.40152,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002161,
1.74293,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002165,
0.857898,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002168,
0.420115,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002171,
1.29063,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002173,
1.05854,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002175,
0.509542,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002178,
0.708822,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002182,
1.11907,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002184,
1.74451,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002187,
0.931505,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002191,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002194,
1.60482,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002197,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002199,
0.777186,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002205,
0.771484,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002212,
0.833333,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002217,
0.452977,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002246,
0.961057,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002247,
1.34075,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002248,
1.31695,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000002249,
0.47526,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002250,
0.620701,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002251,
0.628621,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002252,
0.625,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002253,
0.734566,µm,Spine,Spine Part Mean Diameter,6,3,1,100000000,610000002254,
0.484972,µm,Spine,Spine Part Mean Diameter,6,1,1,100000000,610000002255,
0.625,µm,Spine,Spine Part Mean Diameter,5,3,1,100000000,610000002256,
0.519206,µm,Spine,Spine Part Mean Diameter,3,2,1,100000000,610000002257,
1.08801,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002258,
1.11028,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002259,
0.416667,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002260,
1.29124,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002265,
1.13062,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000002266,
0.568255,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000002271,
1.54788,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002276,
1.53624,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002277,
1.01261,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002278,
1.07471,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002284,
0.966825,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002285,
1.39521,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002286,
1.92769,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002291,
