
Segment Branching Angle B
 ==================== 
Segment Branching Angle B,Unit,Category,Depth,Level,Time,FilamentID,ID,
60.61,°,Segment,2,2,1,100000000,510000000009,
76.0006,°,Segment,1,2,1,100000000,510000000061,
0,°,Segment,0,1,1,100000000,510000000125,
104.708,°,Segment,2,3,1,100000000,510000000134,
0,°,Segment,0,1,1,100000000,510000000197,
95.2259,°,Segment,6,3,1,100000000,510000000273,
10.87,°,Segment,5,2,1,100000000,510000000350,
31.3859,°,Segment,4,1,1,100000000,510000000358,
26.1579,°,Segment,3,1,1,100000000,510000000374,
4.06438,°,Segment,2,1,1,100000000,510000000391,
12.7218,°,Segment,1,1,1,100000000,510000000396,
0,°,Segment,0,1,1,100000000,510000000415,
51.3234,°,Segment,2,3,1,100000001,510000000481,
25.9368,°,Segment,1,2,1,100000001,510000000492,
0,°,Segment,0,1,1,100000001,510000000542,
83.514,°,Segment,1,2,1,100000000,510000000603,
0,°,Segment,0,1,1,100000000,510000000654,
0,°,Segment,0,1,1,100000001,510000000716,
71.3216,°,Segment,5,3,1,100000000,510000000833,
49.8342,°,Segment,4,2,1,100000000,510000000846,
31.1573,°,Segment,3,2,1,100000000,510000000871,
21.509,°,Segment,3,1,1,100000000,510000000875,
33.6171,°,Segment,2,1,1,100000000,510000000884,
83.9816,°,Segment,1,1,1,100000000,510000000888,
0,°,Segment,0,1,1,100000000,510000000913,
88.5111,°,Segment,2,2,1,100000000,510000000922,
50.0583,°,Segment,1,2,1,100000000,510000000939,
0,°,Segment,0,1,1,100000000,510000000966,
0,°,Segment,0,1,1,100000000,510000000975,
23.0029,°,Segment,3,2,1,100000000,510000001031,
71.5614,°,Segment,2,2,1,100000000,510000001096,
87.0851,°,Segment,3,2,1,100000000,510000001128,
70.2729,°,Segment,2,2,1,100000000,510000001135,
40.9799,°,Segment,1,1,1,100000000,510000001149,
62.7502,°,Segment,6,2,1,100000000,510000001151,
46.5079,°,Segment,3,3,1,100000000,510000001165,
36.8656,°,Segment,6,2,1,100000000,510000001185,
49.6535,°,Segment,5,1,1,100000000,510000001191,
70.5405,°,Segment,3,3,1,100000000,510000001200,
70.3721,°,Segment,2,3,1,100000001,510000001255,
41.7083,°,Segment,1,2,1,100000001,510000001268,
0,°,Segment,0,1,1,100000001,510000001283,
23.4717,°,Segment,2,1,1,100000000,510000001344,
80.2309,°,Segment,5,3,1,100000000,510000001356,
69.3909,°,Segment,4,2,1,100000000,510000001363,
18.8067,°,Segment,6,1,1,100000000,510000001367,
46.5117,°,Segment,5,2,1,100000000,510000001380,
87.0064,°,Segment,4,3,1,100000000,510000001390,
99.8655,°,Segment,1,1,1,100000000,510000001392,
29.9916,°,Segment,5,2,1,100000000,510000001396,
29.7934,°,Segment,2,2,1,100000001,510000001494,
13.9515,°,Segment,1,1,1,100000001,510000001506,
0,°,Segment,0,1,1,100000001,510000001511,
76.0599,°,Segment,1,2,1,100000000,510000001537,
0,°,Segment,0,1,1,100000001,510000001597,
0,°,Segment,0,1,1,100000001,510000001643,
0,°,Segment,0,1,1,100000001,510000001700,
84.8837,°,Segment,1,2,1,100000000,510000001713,
110.03,°,Segment,1,2,1,100000001,510000001729,
72.4803,°,Segment,1,1,1,100000001,510000001737,
34.5283,°,Segment,2,2,1,100000001,510000001755,
0,°,Segment,0,1,1,100000001,510000001785,
89.3978,°,Segment,2,1,1,100000001,510000001789,
0,°,Segment,0,1,1,100000000,510000001797,
71.2137,°,Segment,1,1,1,100000001,510000001799,
0,°,Segment,0,1,1,100000001,510000001806,
0,°,Segment,0,1,1,100000001,510000001819,
74.5951,°,Segment,3,2,1,100000000,510000001832,
43.6939,°,Segment,2,2,1,100000001,510000001834,
