
Segment Length
 ==================== 
Segment Length,Unit,Category,Depth,Level,Time,FilamentID,ID,
2.7459,µm,Segment,2,2,1,100000000,510000000009,
21.7434,µm,Segment,1,2,1,100000000,510000000061,
14.7084,µm,Segment,0,1,1,100000000,510000000125,
1.64196,µm,Segment,2,3,1,100000000,510000000134,
21.9832,µm,Segment,0,1,1,100000000,510000000197,
28.9788,µm,Segment,6,3,1,100000000,510000000273,
17.3415,µm,Segment,5,2,1,100000000,510000000350,
2.57219,µm,Segment,4,1,1,100000000,510000000358,
5.49211,µm,Segment,3,1,1,100000000,510000000374,
4.56575,µm,Segment,2,1,1,100000000,510000000391,
2.53277,µm,Segment,1,1,1,100000000,510000000396,
8.27131,µm,Segment,0,1,1,100000000,510000000415,
11.9263,µm,Segment,2,3,1,100000001,510000000481,
2.11017,µm,Segment,1,2,1,100000001,510000000492,
9.73721,µm,Segment,0,1,1,100000001,510000000542,
10.5595,µm,Segment,1,2,1,100000000,510000000603,
11.4559,µm,Segment,0,1,1,100000000,510000000654,
15.4883,µm,Segment,0,1,1,100000001,510000000716,
19.5616,µm,Segment,5,3,1,100000000,510000000833,
3.17821,µm,Segment,4,2,1,100000000,510000000846,
9.11553,µm,Segment,3,2,1,100000000,510000000871,
1.41045,µm,Segment,3,1,1,100000000,510000000875,
3.21709,µm,Segment,2,1,1,100000000,510000000884,
1.28149,µm,Segment,1,1,1,100000000,510000000888,
3.83598,µm,Segment,0,1,1,100000000,510000000913,
3.16951,µm,Segment,2,2,1,100000000,510000000922,
5.87976,µm,Segment,1,2,1,100000000,510000000939,
8.49139,µm,Segment,0,1,1,100000000,510000000966,
2.2593,µm,Segment,0,1,1,100000000,510000000975,
14.5461,µm,Segment,3,2,1,100000000,510000001031,
14.5307,µm,Segment,2,2,1,100000000,510000001096,
8.54513,µm,Segment,3,2,1,100000000,510000001128,
2.70997,µm,Segment,2,2,1,100000000,510000001135,
6.23939,µm,Segment,1,1,1,100000000,510000001149,
1.13872,µm,Segment,6,2,1,100000000,510000001151,
4.56363,µm,Segment,3,3,1,100000000,510000001165,
6.10172,µm,Segment,6,2,1,100000000,510000001185,
4.02115,µm,Segment,5,1,1,100000000,510000001191,
2.65469,µm,Segment,3,3,1,100000000,510000001200,
11.8214,µm,Segment,2,3,1,100000001,510000001255,
4.35839,µm,Segment,1,2,1,100000001,510000001268,
3.65726,µm,Segment,0,1,1,100000001,510000001283,
17.9514,µm,Segment,2,1,1,100000000,510000001344,
4.07333,µm,Segment,5,3,1,100000000,510000001356,
3.01378,µm,Segment,4,2,1,100000000,510000001363,
3.20896,µm,Segment,6,1,1,100000000,510000001367,
3.72044,µm,Segment,5,2,1,100000000,510000001380,
2.75836,µm,Segment,4,3,1,100000000,510000001390,
1.37062,µm,Segment,1,1,1,100000000,510000001392,
1.57693,µm,Segment,5,2,1,100000000,510000001396,
19.7187,µm,Segment,2,2,1,100000001,510000001494,
4.43496,µm,Segment,1,1,1,100000001,510000001506,
1.02998,µm,Segment,0,1,1,100000001,510000001511,
7.66822,µm,Segment,1,2,1,100000000,510000001537,
14.9881,µm,Segment,0,1,1,100000001,510000001597,
12.6384,µm,Segment,0,1,1,100000001,510000001643,
12.4152,µm,Segment,0,1,1,100000001,510000001700,
2.79777,µm,Segment,1,2,1,100000000,510000001713,
8.35804,µm,Segment,1,2,1,100000001,510000001729,
2.65274,µm,Segment,1,1,1,100000001,510000001737,
4.87784,µm,Segment,2,2,1,100000001,510000001755,
1.03737,µm,Segment,0,1,1,100000001,510000001785,
1.62819,µm,Segment,2,1,1,100000001,510000001789,
2.25208,µm,Segment,0,1,1,100000000,510000001797,
1.33588,µm,Segment,1,1,1,100000001,510000001799,
0.47786,µm,Segment,0,1,1,100000001,510000001806,
2.77668,µm,Segment,0,1,1,100000001,510000001819,
1.08534,µm,Segment,3,2,1,100000000,510000001832,
0.881253,µm,Segment,2,2,1,100000001,510000001834,
