
Spine Part Volume Head
 ==================== 
Spine Part Volume Head,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.0639159,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002253,
0.103768,µm^3,Spine,Spine Part Volume,6,3,1,100000000,610000002254,
0.029862,µm^3,Spine,Spine Part Volume,6,1,1,100000000,610000002255,
0.0639159,µm^3,Spine,Spine Part Volume,5,3,1,100000000,610000002256,
0.0366427,µm^3,Spine,Spine Part Volume,3,2,1,100000000,610000002257,
0.337185,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002258,
0.358315,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002259,
0.018938,µm^3,Spine,Spine Part Volume,0,1,1,100000000,610000002260,
0.563624,µm^3,Spine,Spine Part Volume,2,2,1,100000001,610000002265,
0.37837,µm^3,Spine,Spine Part Volume,2,1,1,100000001,610000002266,
0.0480395,µm^3,Spine,Spine Part Volume,2,3,1,100000001,610000002271,
0.970917,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002276,
0.949181,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002277,
0.271829,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002278,
0.324973,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002284,
0.236598,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002285,
0.711029,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002286,
1.87535,µm^3,Spine,Spine Part Volume,0,1,1,100000001,610000002291,
