
Segment Center Intensity StdDev Ch=2 Img=1
 ==================== 
Segment Center Intensity StdDev,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
1.41421,,Segment,2,2,Image 1,2,1,100000000,510000000009,
0.698878,,Segment,2,1,Image 1,2,1,100000000,510000000061,
0.64508,,Segment,2,0,Image 1,1,1,100000000,510000000125,
0.8,,Segment,2,2,Image 1,3,1,100000000,510000000134,
87.5843,,Segment,2,0,Image 1,1,1,100000000,510000000197,
0.841992,,Segment,2,6,Image 1,3,1,100000000,510000000273,
0.859739,,Segment,2,5,Image 1,2,1,100000000,510000000350,
0.666667,,Segment,2,4,Image 1,1,1,100000000,510000000358,
0.696009,,Segment,2,3,Image 1,1,1,100000000,510000000374,
0.57735,,Segment,2,2,Image 1,1,1,100000000,510000000391,
1.11803,,Segment,2,1,Image 1,1,1,100000000,510000000396,
1.09139,,Segment,2,0,Image 1,1,1,100000000,510000000415,
0.834435,,Segment,2,2,Image 1,3,1,100000001,510000000481,
1.41421,,Segment,2,1,Image 1,2,1,100000001,510000000492,
0.778057,,Segment,2,0,Image 1,1,1,100000001,510000000542,
0.858869,,Segment,2,1,Image 1,2,1,100000000,510000000603,
0.674112,,Segment,2,0,Image 1,1,1,100000000,510000000654,
0.502221,,Segment,2,0,Image 1,1,1,100000001,510000000716,
0.746881,,Segment,2,5,Image 1,3,1,100000000,510000000833,
0.479157,,Segment,2,4,Image 1,2,1,100000000,510000000846,
0.523133,,Segment,2,3,Image 1,2,1,100000000,510000000871,
0,,Segment,2,3,Image 1,1,1,100000000,510000000875,
0.4,,Segment,2,2,Image 1,1,1,100000000,510000000884,
0.489898,,Segment,2,1,Image 1,1,1,100000000,510000000888,
0.330719,,Segment,2,0,Image 1,1,1,100000000,510000000913,
0.4,,Segment,2,2,Image 1,2,1,100000000,510000000922,
0.805536,,Segment,2,1,Image 1,2,1,100000000,510000000939,
0.709807,,Segment,2,0,Image 1,1,1,100000000,510000000966,
0,,Segment,2,0,Image 1,1,1,100000000,510000000975,
0.916656,,Segment,2,3,Image 1,2,1,100000000,510000001031,
0.597093,,Segment,2,2,Image 1,2,1,100000000,510000001096,
0.771389,,Segment,2,3,Image 1,2,1,100000000,510000001128,
0.599479,,Segment,2,2,Image 1,2,1,100000000,510000001135,
0.618241,,Segment,2,1,Image 1,1,1,100000000,510000001149,
0.942809,,Segment,2,6,Image 1,2,1,100000000,510000001151,
0.61101,,Segment,2,3,Image 1,3,1,100000000,510000001165,
0.791107,,Segment,2,6,Image 1,2,1,100000000,510000001185,
0.728431,,Segment,2,5,Image 1,1,1,100000000,510000001191,
0.663325,,Segment,2,3,Image 1,3,1,100000000,510000001200,
0.754028,,Segment,2,2,Image 1,3,1,100000001,510000001255,
0.958315,,Segment,2,1,Image 1,2,1,100000001,510000001268,
0.663325,,Segment,2,0,Image 1,1,1,100000001,510000001283,
0.800892,,Segment,2,2,Image 1,1,1,100000000,510000001344,
0.73782,,Segment,2,5,Image 1,3,1,100000000,510000001356,
0,,Segment,2,4,Image 1,2,1,100000000,510000001363,
0.894427,,Segment,2,6,Image 1,1,1,100000000,510000001367,
0.958315,,Segment,2,5,Image 1,2,1,100000000,510000001380,
0.899954,,Segment,2,4,Image 1,3,1,100000000,510000001390,
0.471405,,Segment,2,1,Image 1,1,1,100000000,510000001392,
0.748331,,Segment,2,5,Image 1,2,1,100000000,510000001396,
0.828898,,Segment,2,2,Image 1,2,1,100000001,510000001494,
1.18671,,Segment,2,1,Image 1,1,1,100000001,510000001506,
1.88562,,Segment,2,0,Image 1,1,1,100000001,510000001511,
0.456623,,Segment,2,1,Image 1,2,1,100000000,510000001537,
0.57999,,Segment,2,0,Image 1,1,1,100000001,510000001597,
0.5,,Segment,2,0,Image 1,1,1,100000001,510000001643,
0.588235,,Segment,2,0,Image 1,1,1,100000001,510000001700,
0.640312,,Segment,2,1,Image 1,2,1,100000000,510000001713,
0.696009,,Segment,2,1,Image 1,2,1,100000001,510000001729,
0.5,,Segment,2,1,Image 1,1,1,100000001,510000001737,
0.751729,,Segment,2,2,Image 1,2,1,100000001,510000001755,
0,,Segment,2,0,Image 1,1,1,100000001,510000001785,
1.0198,,Segment,2,2,Image 1,1,1,100000001,510000001789,
0,,Segment,2,0,Image 1,1,1,100000000,510000001797,
0.471405,,Segment,2,1,Image 1,1,1,100000001,510000001799,
0,,Segment,2,0,Image 1,1,1,100000001,510000001806,
0.616575,,Segment,2,0,Image 1,1,1,100000001,510000001819,
0,,Segment,2,3,Image 1,2,1,100000000,510000001832,
0,,Segment,2,2,Image 1,2,1,100000001,510000001834,
