
Spine Center Number of Voxel Ch=1 Img=1
 ==================== 
Spine Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
7,,Spine,1,0,Image 1,1,1,100000000,610000001938,
3,,Spine,1,3,Image 1,1,1,100000000,610000001940,
9,,Spine,1,0,Image 1,1,1,100000000,610000001949,
8,,Spine,1,0,Image 1,1,1,100000000,610000001956,
12,,Spine,1,0,Image 1,1,1,100000000,610000001967,
7,,Spine,1,0,Image 1,1,1,100000000,610000001974,
10,,Spine,1,0,Image 1,1,1,100000000,610000001984,
6,,Spine,1,0,Image 1,1,1,100000000,610000001990,
6,,Spine,1,5,Image 1,3,1,100000000,610000001995,
3,,Spine,1,0,Image 1,1,1,100000000,610000001998,
7,,Spine,1,0,Image 1,1,1,100000000,610000002005,
8,,Spine,1,0,Image 1,1,1,100000000,610000002013,
6,,Spine,1,0,Image 1,1,1,100000000,610000002019,
7,,Spine,1,0,Image 1,1,1,100000000,610000002026,
5,,Spine,1,0,Image 1,1,1,100000000,610000002032,
9,,Spine,1,0,Image 1,1,1,100000000,610000002040,
4,,Spine,1,0,Image 1,1,1,100000001,610000002044,
15,,Spine,1,2,Image 1,2,1,100000001,610000002059,
6,,Spine,1,0,Image 1,1,1,100000000,610000002065,
6,,Spine,1,0,Image 1,1,1,100000000,610000002071,
4,,Spine,1,0,Image 1,1,1,100000001,610000002075,
5,,Spine,1,0,Image 1,1,1,100000000,610000002081,
3,,Spine,1,0,Image 1,1,1,100000000,610000002085,
5,,Spine,1,0,Image 1,1,1,100000000,610000002090,
4,,Spine,1,5,Image 1,3,1,100000000,610000002093,
9,,Spine,1,0,Image 1,1,1,100000000,610000002101,
12,,Spine,1,2,Image 1,2,1,100000001,610000002112,
4,,Spine,1,0,Image 1,1,1,100000001,610000002116,
4,,Spine,1,0,Image 1,1,1,100000001,610000002121,
2,,Spine,1,0,Image 1,1,1,100000000,610000002124,
3,,Spine,1,0,Image 1,1,1,100000001,610000002127,
4,,Spine,1,0,Image 1,1,1,100000001,610000002131,
3,,Spine,1,0,Image 1,1,1,100000001,610000002134,
3,,Spine,1,0,Image 1,1,1,100000001,610000002137,
4,,Spine,1,0,Image 1,1,1,100000001,610000002142,
4,,Spine,1,0,Image 1,1,1,100000000,610000002146,
4,,Spine,1,0,Image 1,1,1,100000000,610000002149,
4,,Spine,1,0,Image 1,1,1,100000000,610000002152,
3,,Spine,1,3,Image 1,2,1,100000000,610000002154,
2,,Spine,1,0,Image 1,1,1,100000001,610000002156,
2,,Spine,1,0,Image 1,1,1,100000001,610000002158,
3,,Spine,1,0,Image 1,1,1,100000001,610000002161,
4,,Spine,1,0,Image 1,1,1,100000001,610000002165,
3,,Spine,1,0,Image 1,1,1,100000000,610000002168,
3,,Spine,1,0,Image 1,1,1,100000000,610000002171,
2,,Spine,1,0,Image 1,1,1,100000001,610000002173,
2,,Spine,1,0,Image 1,1,1,100000001,610000002175,
3,,Spine,1,0,Image 1,1,1,100000001,610000002178,
1,,Spine,1,0,Image 1,1,1,100000000,610000002182,
3,,Spine,1,0,Image 1,1,1,100000000,610000002184,
3,,Spine,1,0,Image 1,1,1,100000001,610000002187,
3,,Spine,1,2,Image 1,1,1,100000000,610000002191,
2,,Spine,1,0,Image 1,1,1,100000000,610000002194,
2,,Spine,1,0,Image 1,1,1,100000001,610000002197,
2,,Spine,1,0,Image 1,1,1,100000000,610000002199,
5,,Spine,1,2,Image 1,2,1,100000001,610000002205,
2,,Spine,1,0,Image 1,1,1,100000001,610000002212,
3,,Spine,1,0,Image 1,1,1,100000000,610000002217,
2,,Spine,1,0,Image 1,1,1,100000000,610000002246,
2,,Spine,1,2,Image 1,1,1,100000000,610000002247,
2,,Spine,1,2,Image 1,1,1,100000000,610000002248,
2,,Spine,1,1,Image 1,2,1,100000000,610000002249,
2,,Spine,1,0,Image 1,1,1,100000000,610000002250,
2,,Spine,1,0,Image 1,1,1,100000000,610000002251,
2,,Spine,1,0,Image 1,1,1,100000000,610000002252,
2,,Spine,1,0,Image 1,1,1,100000000,610000002253,
2,,Spine,1,6,Image 1,3,1,100000000,610000002254,
2,,Spine,1,6,Image 1,1,1,100000000,610000002255,
2,,Spine,1,5,Image 1,3,1,100000000,610000002256,
2,,Spine,1,3,Image 1,2,1,100000000,610000002257,
2,,Spine,1,0,Image 1,1,1,100000000,610000002258,
2,,Spine,1,0,Image 1,1,1,100000000,610000002259,
2,,Spine,1,0,Image 1,1,1,100000000,610000002260,
2,,Spine,1,2,Image 1,2,1,100000001,610000002265,
2,,Spine,1,2,Image 1,1,1,100000001,610000002266,
2,,Spine,1,2,Image 1,3,1,100000001,610000002271,
2,,Spine,1,0,Image 1,1,1,100000001,610000002276,
2,,Spine,1,0,Image 1,1,1,100000001,610000002277,
2,,Spine,1,0,Image 1,1,1,100000001,610000002278,
2,,Spine,1,0,Image 1,1,1,100000001,610000002284,
2,,Spine,1,0,Image 1,1,1,100000001,610000002285,
2,,Spine,1,0,Image 1,1,1,100000001,610000002286,
2,,Spine,1,0,Image 1,1,1,100000001,610000002291,
