
Intensity StdDev Ch=3 Img=1
 ==================== 
Intensity StdDev,Unit,Category,Channel,Image,Time,ID,
15.3318,,Surface,3,Image 1,1,0,
20.2034,,Surface,3,Image 1,1,1,
