
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1515.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001938,
1521.73,µm,Spine,Spine Terminal Pt Position,3,1,1,100000000,610000001940,
1521.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001949,
1523.56,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001956,
1521.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001967,
1519.24,µm,Spine,Spine Terminal Pt Position,,,1,,610000001969,
1521.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000001976,
1519.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000001986,
1503.23,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000001995,
1526.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000001998,
1524.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002000,
1522.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000002007,
1521.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000002015,
1519.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002021,
1522.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002040,
1523.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000002042,
1503.23,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002059,
1522.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000002067,
1513.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002073,
1526.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002077,
1527.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002083,
1518.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002087,
1503.23,µm,Spine,Spine Terminal Pt Position,5,3,1,100000000,610000002093,
1523.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002101,
1503.23,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002112,
1510.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002119,
1513.47,µm,Spine,Spine Terminal Pt Position,,,1,,610000002133,
1517.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002136,
1522.28,µm,Spine,Spine Terminal Pt Position,,,1,,610000002144,
1521.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002149,
1518.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002152,
1509.23,µm,Spine,Spine Terminal Pt Position,3,2,1,100000000,610000002154,
1511.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002160,
1522.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002168,
1522.73,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002184,
1524.23,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002191,
1503.23,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002205,
1521.23,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002217,
1524.72,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002297,
1513.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002298,
1520.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002299,
1506.23,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002300,
1503.23,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002300,
1509.23,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002301,
1506.86,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002301,
1503.23,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002302,
1505.73,µm,Spine,Spine Terminal Pt Position,6,1,1,,610000002302,
1513.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002303,
1504.25,µm,Spine,Spine Terminal Pt Position,6,3,1,,610000002303,
1519.23,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002304,
1521.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002305,
1527.64,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002306,
1524.07,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002306,
1525.23,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002307,
1524.73,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002308,
1513.73,µm,Spine,Spine Terminal Pt Position,,,1,,610000002309,
1526.23,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002309,
1523.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002310,
1518.23,µm,Spine,Spine Terminal Pt Position,,,1,,610000002311,
1522.73,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002311,
