
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,0,1,1,100000000,610000001938,
1,,Spine,3,1,1,100000000,610000001940,
1,,Spine,0,1,1,100000000,610000001998,
1,,Spine,0,1,1,100000000,610000002149,
1,,Spine,0,1,1,100000000,610000002152,
1,,Spine,0,1,1,100000001,610000002178,
1,,Spine,2,2,1,100000001,610000002205,
1,,Spine,0,1,1,,610000002297,
1,,Spine,0,1,1,,610000002298,
1,,Spine,0,1,1,,610000002299,
1,,Spine,2,3,1,,610000002300,
1,,Spine,5,3,1,,610000002300,
1,,Spine,2,1,1,,610000002301,
1,,Spine,3,2,1,,610000002301,
1,,Spine,2,2,1,,610000002302,
1,,Spine,6,3,1,,610000002303,
1,,Spine,0,1,1,,610000002303,
1,,Spine,0,1,1,,610000002304,
1,,Spine,0,1,1,,610000002305,
1,,Spine,1,2,1,,610000002306,
1,,Spine,2,1,1,,610000002308,
1,,Spine,0,1,1,,610000002309,
1,,Spine,0,1,1,,610000002310,
1,,Spine,0,1,1,,610000002311,
