
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,2,2,1,100000000,510000000009,
0,1/10µm,Segment,1,2,1,100000000,510000000061,
0.679884,1/10µm,Segment,0,1,1,100000000,510000000125,
0,1/10µm,Segment,2,3,1,100000000,510000000134,
0.909786,1/10µm,Segment,0,1,1,100000000,510000000197,
0.34508,1/10µm,Segment,6,3,1,100000000,510000000273,
0,1/10µm,Segment,5,2,1,100000000,510000000350,
0,1/10µm,Segment,4,1,1,100000000,510000000358,
0,1/10µm,Segment,3,1,1,100000000,510000000374,
0,1/10µm,Segment,2,1,1,100000000,510000000391,
0,1/10µm,Segment,1,1,1,100000000,510000000396,
9.67198,1/10µm,Segment,0,1,1,100000000,510000000415,
0,1/10µm,Segment,2,3,1,100000001,510000000481,
0,1/10µm,Segment,1,2,1,100000001,510000000492,
0,1/10µm,Segment,0,1,1,100000001,510000000542,
0,1/10µm,Segment,1,2,1,100000000,510000000603,
4.36456,1/10µm,Segment,0,1,1,100000000,510000000654,
1.93695,1/10µm,Segment,0,1,1,100000001,510000000716,
1.53361,1/10µm,Segment,5,3,1,100000000,510000000833,
0,1/10µm,Segment,4,2,1,100000000,510000000846,
2.19406,1/10µm,Segment,3,2,1,100000000,510000000871,
7.08992,1/10µm,Segment,3,1,1,100000000,510000000875,
9.3252,1/10µm,Segment,2,1,1,100000000,510000000884,
0,1/10µm,Segment,1,1,1,100000000,510000000888,
0,1/10µm,Segment,0,1,1,100000000,510000000913,
0,1/10µm,Segment,2,2,1,100000000,510000000922,
1.70075,1/10µm,Segment,1,2,1,100000000,510000000939,
2.35533,1/10µm,Segment,0,1,1,100000000,510000000966,
8.85231,1/10µm,Segment,0,1,1,100000000,510000000975,
0,1/10µm,Segment,3,2,1,100000000,510000001031,
0,1/10µm,Segment,2,2,1,100000000,510000001096,
0,1/10µm,Segment,3,2,1,100000000,510000001128,
0,1/10µm,Segment,2,2,1,100000000,510000001135,
0,1/10µm,Segment,1,1,1,100000000,510000001149,
0,1/10µm,Segment,6,2,1,100000000,510000001151,
0,1/10µm,Segment,3,3,1,100000000,510000001165,
0,1/10µm,Segment,6,2,1,100000000,510000001185,
2.48685,1/10µm,Segment,5,1,1,100000000,510000001191,
0,1/10µm,Segment,3,3,1,100000000,510000001200,
0.845923,1/10µm,Segment,2,3,1,100000001,510000001255,
0,1/10µm,Segment,1,2,1,100000001,510000001268,
0,1/10µm,Segment,0,1,1,100000001,510000001283,
0,1/10µm,Segment,2,1,1,100000000,510000001344,
0,1/10µm,Segment,5,3,1,100000000,510000001356,
0,1/10µm,Segment,4,2,1,100000000,510000001363,
0,1/10µm,Segment,6,1,1,100000000,510000001367,
0,1/10µm,Segment,5,2,1,100000000,510000001380,
0,1/10µm,Segment,4,3,1,100000000,510000001390,
0,1/10µm,Segment,1,1,1,100000000,510000001392,
0,1/10µm,Segment,5,2,1,100000000,510000001396,
2.02853,1/10µm,Segment,2,2,1,100000001,510000001494,
0,1/10µm,Segment,1,1,1,100000001,510000001506,
0,1/10µm,Segment,0,1,1,100000001,510000001511,
0,1/10µm,Segment,1,2,1,100000000,510000001537,
2.66878,1/10µm,Segment,0,1,1,100000001,510000001597,
0,1/10µm,Segment,0,1,1,100000001,510000001643,
0,1/10µm,Segment,0,1,1,100000001,510000001700,
0,1/10µm,Segment,1,2,1,100000000,510000001713,
0,1/10µm,Segment,1,2,1,100000001,510000001729,
0,1/10µm,Segment,1,1,1,100000001,510000001737,
0,1/10µm,Segment,2,2,1,100000001,510000001755,
0,1/10µm,Segment,0,1,1,100000001,510000001785,
6.14177,1/10µm,Segment,2,1,1,100000001,510000001789,
0,1/10µm,Segment,0,1,1,100000000,510000001797,
0,1/10µm,Segment,1,1,1,100000001,510000001799,
0,1/10µm,Segment,0,1,1,100000001,510000001806,
0,1/10µm,Segment,0,1,1,100000001,510000001819,
0,1/10µm,Segment,3,2,1,100000000,510000001832,
0,1/10µm,Segment,2,2,1,100000001,510000001834,
