
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-21288.7,µm,Spine,Spine Position,0,1,1,100000002,610000001972,
-21262.5,µm,Spine,Spine Position,4,3,1,100000000,610000001976,
-21274.9,µm,Spine,Spine Position,5,6,1,100000000,610000001978,
-21289,µm,Spine,Spine Position,0,1,1,100000002,610000001982,
-21287.3,µm,Spine,Spine Position,0,1,1,100000002,610000001987,
-21268.9,µm,Spine,Spine Position,1,1,1,100000000,610000001989,
-21269.9,µm,Spine,Spine Position,3,3,1,100000000,610000001994,
-21287.7,µm,Spine,Spine Position,0,1,1,100000003,610000001996,
-21262.7,µm,Spine,Spine Position,5,3,1,100000000,610000002004,
-21269.9,µm,Spine,Spine Position,3,3,1,100000000,610000002007,
-21284.3,µm,Spine,Spine Position,1,1,1,100000006,610000002009,
-21263.3,µm,Spine,Spine Position,5,3,1,100000000,610000002016,
-21262.8,µm,Spine,Spine Position,5,3,1,100000000,610000002023,
-21271.6,µm,Spine,Spine Position,1,1,1,100000004,610000002025,
-21263.3,µm,Spine,Spine Position,5,3,1,100000000,610000002031,
-21262.8,µm,Spine,Spine Position,5,3,1,100000000,610000002037,
-21263.3,µm,Spine,Spine Position,5,3,1,100000000,610000002043,
-21289.7,µm,Spine,Spine Position,0,1,1,100000007,610000002050,
-21263.3,µm,Spine,Spine Position,5,3,1,100000000,610000002056,
-21262.8,µm,Spine,Spine Position,2,2,1,100000000,610000002058,
-21274.8,µm,Spine,Spine Position,4,5,1,100000000,610000002060,
-21262.3,µm,Spine,Spine Position,5,3,1,100000000,610000002063,
-21263.4,µm,Spine,Spine Position,5,3,1,100000000,610000002068,
-21262.4,µm,Spine,Spine Position,5,3,1,100000000,610000002075,
-21284.8,µm,Spine,Spine Position,0,1,1,100000006,610000002078,
-21273.3,µm,Spine,Spine Position,2,1,1,100000004,610000002080,
-21262.6,µm,Spine,Spine Position,5,3,1,100000000,610000002086,
