
Spine Position X
 ==================== 
Spine Position X,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-21260.6,µm,Spine,Spine Position,5,3,1,100000000,610000002090,
-21262.7,µm,Spine,Spine Position,4,3,1,100000000,610000002092,
-21289.8,µm,Spine,Spine Position,1,2,1,100000007,610000002097,
-21263,µm,Spine,Spine Position,5,3,1,100000000,610000002101,
-21262.7,µm,Spine,Spine Position,5,3,1,100000000,610000002104,
-21289.9,µm,Spine,Spine Position,1,2,1,100000007,610000002106,
-21262.5,µm,Spine,Spine Position,5,3,1,100000000,610000002110,
-21263.3,µm,Spine,Spine Position,5,4,1,100000000,610000002113,
-21261.1,µm,Spine,Spine Position,5,3,1,100000000,610000002118,
-21263.1,µm,Spine,Spine Position,5,3,1,100000000,610000002123,
-21263.3,µm,Spine,Spine Position,5,3,1,100000000,610000002126,
-21287.9,µm,Spine,Spine Position,0,1,1,100000006,610000002130,
-21262.6,µm,Spine,Spine Position,5,3,1,100000000,610000002133,
-21270.4,µm,Spine,Spine Position,2,2,1,100000004,610000002139,
-21262.1,µm,Spine,Spine Position,5,3,1,100000000,610000002141,
-21263.4,µm,Spine,Spine Position,5,3,1,100000000,610000002144,
-21261.9,µm,Spine,Spine Position,5,3,1,100000000,610000002147,
-21260.8,µm,Spine,Spine Position,5,3,1,100000000,610000002149,
-21261.3,µm,Spine,Spine Position,5,3,1,100000000,610000002151,
-21262.7,µm,Spine,Spine Position,0,1,1,100000000,610000002154,
-21263.2,µm,Spine,Spine Position,5,3,1,100000000,610000002156,
-21262.4,µm,Spine,Spine Position,5,3,1,100000000,610000002159,
-21262.4,µm,Spine,Spine Position,5,3,1,100000000,610000002161,
-21290,µm,Spine,Spine Position,1,2,1,100000007,610000002163,
-21263.7,µm,Spine,Spine Position,5,3,1,100000000,610000002167,
-21286.5,µm,Spine,Spine Position,0,1,1,100000003,610000002177,
-21290.4,µm,Spine,Spine Position,1,2,1,100000007,610000002192,
-21268.9,µm,Spine,Spine Position,1,1,1,100000000,610000002199,
-21268.9,µm,Spine,Spine Position,1,1,1,100000000,610000002200,
-21275,µm,Spine,Spine Position,5,6,1,100000000,610000002201,
-21275,µm,Spine,Spine Position,5,5,1,100000000,610000002202,
-21274.8,µm,Spine,Spine Position,4,5,1,100000000,610000002203,
-21274.7,µm,Spine,Spine Position,4,5,1,100000000,610000002204,
-21269.2,µm,Spine,Spine Position,1,2,1,100000000,610000002205,
-21263.7,µm,Spine,Spine Position,5,3,1,100000000,610000002213,
-21262.8,µm,Spine,Spine Position,4,3,1,100000000,610000002214,
-21262.7,µm,Spine,Spine Position,4,3,1,100000000,610000002215,
-21263.1,µm,Spine,Spine Position,0,1,1,100000000,610000002216,
-21262.7,µm,Spine,Spine Position,0,1,1,100000000,610000002217,
-21282.4,µm,Spine,Spine Position,2,2,1,100000003,610000002230,
-21270.4,µm,Spine,Spine Position,2,2,1,100000004,610000002235,
-21270.4,µm,Spine,Spine Position,2,2,1,100000004,610000002236,
-21270.3,µm,Spine,Spine Position,2,2,1,100000004,610000002237,
-21270.2,µm,Spine,Spine Position,2,2,1,100000004,610000002238,
-21272.8,µm,Spine,Spine Position,1,1,1,100000004,610000002239,
-21272.1,µm,Spine,Spine Position,1,2,1,100000004,610000002240,
-21260,µm,Spine,Spine Position,3,2,1,100000005,610000002241,
-21260.2,µm,Spine,Spine Position,2,2,1,100000005,610000002242,
-21258.2,µm,Spine,Spine Position,2,3,1,100000005,610000002243,
-21284.8,µm,Spine,Spine Position,0,1,1,100000006,610000002244,
-21285.5,µm,Spine,Spine Position,0,1,1,100000006,610000002245,
-21289.4,µm,Spine,Spine Position,1,2,1,100000007,610000002246,
-21289.4,µm,Spine,Spine Position,0,1,1,100000007,610000002247,
