
Spine Terminal Pt Position
 ==================== 
Spine Terminal Pt Position X,Spine Terminal Pt Position Y,Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
-21288.9,18998.6,1370.64,µm,Spine,Spine Terminal Pt Position,,,1,,610000001968,
-21287.2,18999.2,1370.74,µm,Spine,Spine Terminal Pt Position,,,1,,610000001984,
-21262.3,19033.5,1369.84,µm,Spine,Spine Terminal Pt Position,,,1,,610000002062,
-21260.6,19034.2,1370.84,µm,Spine,Spine Terminal Pt Position,,,1,,610000002088,
-21289.7,19036.4,1367.64,µm,Spine,Spine Terminal Pt Position,,,1,,610000002096,
-21262.6,19034.6,1370.24,µm,Spine,Spine Terminal Pt Position,,,1,,610000002132,
-21289.9,19033.9,1367.33,µm,Spine,Spine Terminal Pt Position,,,1,,610000002250,
-21271.6,19016.4,1368.82,µm,Spine,Spine Terminal Pt Position,,,1,,610000002254,
-21289.1,19003.4,1370.18,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000001982,
-21287.7,18995.1,1368.94,µm,Spine,Spine Terminal Pt Position,0,1,1,100000003,610000001996,
-21284.7,19009.7,1368.24,µm,Spine,Spine Terminal Pt Position,0,1,1,100000006,610000002078,
-21285.7,19010.3,1368.74,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002248,
-21284.7,19009.9,1368.54,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002249,
-21262.9,19032.5,1370.34,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002256,
-21269,19032.2,1370.64,µm,Spine,Spine Terminal Pt Position,1,1,1,100000000,610000001989,
-21284,19009.5,1369.24,µm,Spine,Spine Terminal Pt Position,1,1,1,100000006,610000002009,
-21268.8,19031.4,1370.52,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002253,
-21269.1,19031.3,1370.44,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002254,
-21289.1,19031.2,1366.94,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002249,
-21269.1,19034,1369.14,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002252,
-21273.4,19014.3,1370.14,µm,Spine,Spine Terminal Pt Position,2,1,1,100000004,610000002080,
-21263.1,19031.6,1370.83,µm,Spine,Spine Terminal Pt Position,2,2,1,100000000,610000002058,
-21270.3,19012.6,1367.64,µm,Spine,Spine Terminal Pt Position,2,2,1,100000004,610000002139,
-21282.5,18999.1,1369.04,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002248,
-21270.4,19011.9,1368.06,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002249,
-21270.2,19012.2,1367.87,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002250,
-21270.2,19012.4,1367.84,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002251,
-21258.2,19003.2,1370.14,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002250,
-21259.7,19007.8,1368.86,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002249,
-21270.1,19030.3,1369.34,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000001994,
-21270.2,19030.5,1369.34,µm,Spine,Spine Terminal Pt Position,3,3,1,100000000,610000002007,
-21262,19026.4,1370.04,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000001976,
-21263.1,19029.2,1369.14,µm,Spine,Spine Terminal Pt Position,4,3,1,100000000,610000002092,
-21263,19026.4,1369.84,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002257,
-21262.6,19026.4,1370.25,µm,Spine,Spine Terminal Pt Position,4,3,1,,610000002258,
-21274.9,19033.4,1369.54,µm,Spine,Spine Terminal Pt Position,4,5,1,100000000,610000002060,
-21274.8,19033.1,1369.54,µm,Spine,Spine Terminal Pt Position,4,5,1,,610000002250,
-21274.6,19032.9,1369.64,µm,Spine,Spine Terminal Pt Position,4,5,1,,610000002251,
-21263.5,19025.4,1370.65,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002259,
-21263,19026.2,1370.94,µm,Spine,Spine Terminal Pt Position,5,4,1,100000000,610000002113,
-21275.1,19033.3,1369.54,µm,Spine,Spine Terminal Pt Position,5,5,1,,610000002249,
-21274.5,19033.4,1369.03,µm,Spine,Spine Terminal Pt Position,5,6,1,100000000,610000001978,
-21274.8,19033.4,1369.12,µm,Spine,Spine Terminal Pt Position,5,6,1,,610000002248,
