
Soma Area
 ==================== 
Soma Area,Unit,Category,Time,FilamentID,ID,
23.1956,µm^2,Soma,1,100000000,800000000,
16.3785,µm^2,Soma,1,100000001,800000001,
17.7809,µm^2,Soma,1,100000002,800000002,
22.5414,µm^2,Soma,1,100000003,800000003,
18.2342,µm^2,Soma,1,100000004,800000004,
13.8787,µm^2,Soma,1,100000005,800000005,
11.1813,µm^2,Soma,1,100000006,800000006,
9.19702,µm^2,Soma,1,100000007,800000007,
