
Soma Ellipticity (prolate)
 ==================== 
Soma Ellipticity (prolate),Unit,Category,Time,FilamentID,ID,
0.168483,,Soma,1,100000000,800000000,
0.330083,,Soma,1,100000001,800000001,
0.391451,,Soma,1,100000002,800000002,
0.315227,,Soma,1,100000003,800000003,
0.527583,,Soma,1,100000004,800000004,
0.189066,,Soma,1,100000005,800000005,
0.809918,,Soma,1,100000006,800000006,
0.896978,,Soma,1,100000007,800000007,
