
Spine Area
 ==================== 
Spine Area,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.528196,µm^2,Spine,0,1,1,100000002,610000001972,
0.594907,µm^2,Spine,4,3,1,100000000,610000001976,
0.283934,µm^2,Spine,5,6,1,100000000,610000001978,
0.573956,µm^2,Spine,0,1,1,100000002,610000001982,
0.457246,µm^2,Spine,0,1,1,100000002,610000001987,
0.25235,µm^2,Spine,1,1,1,100000000,610000001989,
0.412378,µm^2,Spine,3,3,1,100000000,610000001994,
0.252739,µm^2,Spine,0,1,1,100000003,610000001996,
1.31289,µm^2,Spine,5,3,1,100000000,610000002004,
0.385045,µm^2,Spine,3,3,1,100000000,610000002007,
0.261365,µm^2,Spine,1,1,1,100000006,610000002009,
1.46145,µm^2,Spine,5,3,1,100000000,610000002016,
0.605792,µm^2,Spine,5,3,1,100000000,610000002023,
0.158873,µm^2,Spine,1,1,1,100000004,610000002025,
1.42405,µm^2,Spine,5,3,1,100000000,610000002031,
0.482229,µm^2,Spine,5,3,1,100000000,610000002037,
1.07985,µm^2,Spine,5,3,1,100000000,610000002043,
0.571171,µm^2,Spine,0,1,1,100000007,610000002050,
1.3615,µm^2,Spine,5,3,1,100000000,610000002056,
0.765989,µm^2,Spine,2,2,1,100000000,610000002058,
0.191322,µm^2,Spine,4,5,1,100000000,610000002060,
0.319265,µm^2,Spine,5,3,1,100000000,610000002063,
0.968244,µm^2,Spine,5,3,1,100000000,610000002068,
0.996154,µm^2,Spine,5,3,1,100000000,610000002075,
0.414812,µm^2,Spine,0,1,1,100000006,610000002078,
0.519545,µm^2,Spine,2,1,1,100000004,610000002080,
0.924808,µm^2,Spine,5,3,1,100000000,610000002086,
0.819941,µm^2,Spine,5,3,1,100000000,610000002090,
0.613366,µm^2,Spine,4,3,1,100000000,610000002092,
0.971415,µm^2,Spine,1,2,1,100000007,610000002097,
0.745797,µm^2,Spine,5,3,1,100000000,610000002101,
0.194866,µm^2,Spine,5,3,1,100000000,610000002104,
0.201984,µm^2,Spine,1,2,1,100000007,610000002106,
0.807319,µm^2,Spine,5,3,1,100000000,610000002110,
0.266367,µm^2,Spine,5,4,1,100000000,610000002113,
0.458443,µm^2,Spine,5,3,1,100000000,610000002118,
0.101407,µm^2,Spine,5,3,1,100000000,610000002123,
0.517563,µm^2,Spine,5,3,1,100000000,610000002126,
0.311054,µm^2,Spine,0,1,1,100000006,610000002130,
0.453369,µm^2,Spine,5,3,1,100000000,610000002133,
0.333329,µm^2,Spine,2,2,1,100000004,610000002139,
0.700452,µm^2,Spine,5,3,1,100000000,610000002141,
0.43082,µm^2,Spine,5,3,1,100000000,610000002144,
0.567575,µm^2,Spine,5,3,1,100000000,610000002147,
0.168968,µm^2,Spine,5,3,1,100000000,610000002149,
0.439152,µm^2,Spine,5,3,1,100000000,610000002151,
1.29777,µm^2,Spine,0,1,1,100000000,610000002154,
0.357917,µm^2,Spine,5,3,1,100000000,610000002156,
0.713887,µm^2,Spine,5,3,1,100000000,610000002159,
0.373016,µm^2,Spine,5,3,1,100000000,610000002161,
0.489187,µm^2,Spine,1,2,1,100000007,610000002163,
0.0768732,µm^2,Spine,5,3,1,100000000,610000002167,
0.201056,µm^2,Spine,0,1,1,100000003,610000002177,
0.345352,µm^2,Spine,1,2,1,100000007,610000002192,
0.0969308,µm^2,Spine,1,1,1,100000000,610000002199,
0.108621,µm^2,Spine,1,1,1,100000000,610000002200,
0.197308,µm^2,Spine,5,6,1,100000000,610000002201,
0.133742,µm^2,Spine,5,5,1,100000000,610000002202,
0.219159,µm^2,Spine,4,5,1,100000000,610000002203,
0.198929,µm^2,Spine,4,5,1,100000000,610000002204,
0.198268,µm^2,Spine,1,2,1,100000000,610000002205,
0.264406,µm^2,Spine,5,3,1,100000000,610000002213,
0.204571,µm^2,Spine,4,3,1,100000000,610000002214,
0.107359,µm^2,Spine,4,3,1,100000000,610000002215,
0.333768,µm^2,Spine,0,1,1,100000000,610000002216,
1.09616,µm^2,Spine,0,1,1,100000000,610000002217,
0.127837,µm^2,Spine,2,2,1,100000003,610000002230,
0.382654,µm^2,Spine,2,2,1,100000004,610000002235,
0.29927,µm^2,Spine,2,2,1,100000004,610000002236,
0.366375,µm^2,Spine,2,2,1,100000004,610000002237,
0.248267,µm^2,Spine,2,2,1,100000004,610000002238,
0.214201,µm^2,Spine,1,1,1,100000004,610000002239,
0.25697,µm^2,Spine,1,2,1,100000004,610000002240,
0.0965065,µm^2,Spine,3,2,1,100000005,610000002241,
0.16287,µm^2,Spine,2,2,1,100000005,610000002242,
0.100508,µm^2,Spine,2,3,1,100000005,610000002243,
0.238937,µm^2,Spine,0,1,1,100000006,610000002244,
0.251916,µm^2,Spine,0,1,1,100000006,610000002245,
0.294592,µm^2,Spine,1,2,1,100000007,610000002246,
0.432952,µm^2,Spine,0,1,1,100000007,610000002247,
