
Spine Mean Diameter
 ==================== 
Spine Mean Diameter,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.243643,µm,Spine,0,1,1,100000002,610000001972,
0.255141,µm,Spine,4,3,1,100000000,610000001976,
0.230381,µm,Spine,5,6,1,100000000,610000001978,
0.318455,µm,Spine,0,1,1,100000002,610000001982,
0.257076,µm,Spine,0,1,1,100000002,610000001987,
0.273208,µm,Spine,1,1,1,100000000,610000001989,
0.271454,µm,Spine,3,3,1,100000000,610000001994,
0.225401,µm,Spine,0,1,1,100000003,610000001996,
0.282934,µm,Spine,5,3,1,100000000,610000002004,
0.283716,µm,Spine,3,3,1,100000000,610000002007,
0.266525,µm,Spine,1,1,1,100000006,610000002009,
0.442225,µm,Spine,5,3,1,100000000,610000002016,
0.219682,µm,Spine,5,3,1,100000000,610000002023,
0.204972,µm,Spine,1,1,1,100000004,610000002025,
0.454014,µm,Spine,5,3,1,100000000,610000002031,
0.224821,µm,Spine,5,3,1,100000000,610000002037,
0.409095,µm,Spine,5,3,1,100000000,610000002043,
0.272234,µm,Spine,0,1,1,100000007,610000002050,
0.426639,µm,Spine,5,3,1,100000000,610000002056,
0.422264,µm,Spine,2,2,1,100000000,610000002058,
0.182642,µm,Spine,4,5,1,100000000,610000002060,
0.214974,µm,Spine,5,3,1,100000000,610000002063,
0.411162,µm,Spine,5,3,1,100000000,610000002068,
0.357853,µm,Spine,5,3,1,100000000,610000002075,
0.299173,µm,Spine,0,1,1,100000006,610000002078,
0.430739,µm,Spine,2,1,1,100000004,610000002080,
0.367156,µm,Spine,5,3,1,100000000,610000002086,
0.5157,µm,Spine,5,3,1,100000000,610000002090,
0.348176,µm,Spine,4,3,1,100000000,610000002092,
0.342672,µm,Spine,1,2,1,100000007,610000002097,
0.455105,µm,Spine,5,3,1,100000000,610000002101,
0.162777,µm,Spine,5,3,1,100000000,610000002104,
0.309294,µm,Spine,1,2,1,100000007,610000002106,
0.410937,µm,Spine,5,3,1,100000000,610000002110,
0.326014,µm,Spine,5,4,1,100000000,610000002113,
0.358231,µm,Spine,5,3,1,100000000,610000002118,
0.295621,µm,Spine,5,3,1,100000000,610000002123,
0.493351,µm,Spine,5,3,1,100000000,610000002126,
0.442656,µm,Spine,0,1,1,100000006,610000002130,
0.411794,µm,Spine,5,3,1,100000000,610000002133,
0.347723,µm,Spine,2,2,1,100000004,610000002139,
0.554664,µm,Spine,5,3,1,100000000,610000002141,
0.457496,µm,Spine,5,3,1,100000000,610000002144,
0.527886,µm,Spine,5,3,1,100000000,610000002147,
0.33752,µm,Spine,5,3,1,100000000,610000002149,
0.551922,µm,Spine,5,3,1,100000000,610000002151,
0.479401,µm,Spine,0,1,1,100000000,610000002154,
0.443066,µm,Spine,5,3,1,100000000,610000002156,
0.50181,µm,Spine,5,3,1,100000000,610000002159,
0.46163,µm,Spine,5,3,1,100000000,610000002161,
0.432758,µm,Spine,1,2,1,100000007,610000002163,
0.165833,µm,Spine,5,3,1,100000000,610000002167,
0.267275,µm,Spine,0,1,1,100000003,610000002177,
0.453829,µm,Spine,1,2,1,100000007,610000002192,
0.298345,µm,Spine,1,1,1,100000000,610000002199,
0.274185,µm,Spine,1,1,1,100000000,610000002200,
0.274855,µm,Spine,5,6,1,100000000,610000002201,
0.249596,µm,Spine,5,5,1,100000000,610000002202,
0.235424,µm,Spine,4,5,1,100000000,610000002203,
0.19572,µm,Spine,4,5,1,100000000,610000002204,
0.247432,µm,Spine,1,2,1,100000000,610000002205,
0.396236,µm,Spine,5,3,1,100000000,610000002213,
0.287595,µm,Spine,4,3,1,100000000,610000002214,
0.259299,µm,Spine,4,3,1,100000000,610000002215,
0.358236,µm,Spine,0,1,1,100000000,610000002216,
0.453452,µm,Spine,0,1,1,100000000,610000002217,
0.246324,µm,Spine,2,2,1,100000003,610000002230,
0.46125,µm,Spine,2,2,1,100000004,610000002235,
0.408147,µm,Spine,2,2,1,100000004,610000002236,
0.403488,µm,Spine,2,2,1,100000004,610000002237,
0.358653,µm,Spine,2,2,1,100000004,610000002238,
0.263361,µm,Spine,1,1,1,100000004,610000002239,
0.271096,µm,Spine,1,2,1,100000004,610000002240,
0.265229,µm,Spine,3,2,1,100000005,610000002241,
0.234533,µm,Spine,2,2,1,100000005,610000002242,
0.254578,µm,Spine,2,3,1,100000005,610000002243,
0.35077,µm,Spine,0,1,1,100000006,610000002244,
0.369972,µm,Spine,0,1,1,100000006,610000002245,
0.315213,µm,Spine,1,2,1,100000007,610000002246,
0.313861,µm,Spine,0,1,1,100000007,610000002247,
