
Segment Straightness
 ==================== 
Segment Straightness,Unit,Category,Depth,Level,Time,FilamentID,ID,
0.984207,,Segment,0,1,1,100000004,510000000029,
0.80358,,Segment,3,3,1,100000000,510000000048,
0.977421,,Segment,2,2,1,100000000,510000000053,
0.958393,,Segment,1,1,1,100000000,510000000090,
0.928865,,Segment,0,1,1,100000000,510000000168,
0.914054,,Segment,3,2,1,100000000,510000000199,
0.989767,,Segment,2,1,1,100000000,510000000202,
0.9786,,Segment,6,6,1,100000000,510000000218,
0.960267,,Segment,5,6,1,100000000,510000000227,
0.955283,,Segment,4,5,1,100000000,510000000240,
0.843162,,Segment,3,4,1,100000000,510000000265,
0.944405,,Segment,2,3,1,100000000,510000000285,
0.76547,,Segment,1,2,1,100000000,510000000321,
0.990133,,Segment,6,7,1,100000000,510000000323,
0.982044,,Segment,5,5,1,100000000,510000000328,
0.983918,,Segment,5,6,1,100000000,510000000331,
0.984996,,Segment,4,4,1,100000000,510000000336,
0.991212,,Segment,3,3,1,100000000,510000000340,
0.850022,,Segment,2,2,1,100000000,510000000350,
0.972163,,Segment,5,3,1,100000000,510000000358,
0.85505,,Segment,4,3,1,100000000,510000000408,
0.936452,,Segment,3,2,1,100000000,510000000430,
0.928441,,Segment,2,2,1,100000000,510000000443,
0.956004,,Segment,1,2,1,100000000,510000000446,
0.949001,,Segment,0,1,1,100000000,510000000464,
0.955823,,Segment,5,4,1,100000000,510000000491,
0.982963,,Segment,5,2,1,100000000,510000000498,
0.902349,,Segment,4,2,1,100000000,510000000515,
0.964656,,Segment,5,3,1,100000000,510000000527,
0.895395,,Segment,3,3,1,100000000,510000000538,
0.957146,,Segment,2,3,1,100000000,510000000542,
0.95648,,Segment,1,1,1,100000000,510000000546,
0.990624,,Segment,1,2,1,100000000,510000000552,
0.485496,,Segment,2,2,1,100000004,510000000590,
0.955568,,Segment,1,1,1,100000004,510000000600,
0.991091,,Segment,0,1,1,100000004,510000000606,
0.896923,,Segment,2,1,1,100000004,510000000638,
0.973168,,Segment,1,2,1,100000004,510000000640,
0.997233,,Segment,4,3,1,100000003,510000000642,
0.965712,,Segment,3,3,1,100000003,510000000663,
0.942616,,Segment,2,2,1,100000003,510000000684,
0.870159,,Segment,1,2,1,100000003,510000000710,
0.887647,,Segment,0,1,1,100000003,510000000741,
0.978066,,Segment,4,4,1,100000003,510000000754,
0.961303,,Segment,3,2,1,100000003,510000000772,
0.975827,,Segment,3,3,1,100000003,510000000777,
0.922219,,Segment,2,3,1,100000003,510000000785,
0.806969,,Segment,1,1,1,100000006,510000000835,
0.938795,,Segment,0,1,1,100000006,510000000884,
0.898283,,Segment,3,2,1,100000005,510000000916,
0.949454,,Segment,2,2,1,100000005,510000000928,
0.967452,,Segment,1,2,1,100000005,510000000933,
0.959954,,Segment,0,1,1,100000005,510000000981,
0.985299,,Segment,2,2,1,100000003,510000000986,
0.888826,,Segment,1,1,1,100000003,510000001000,
0.943431,,Segment,0,1,1,100000003,510000001034,
0.928589,,Segment,2,3,1,100000005,510000001069,
0.992503,,Segment,1,1,1,100000003,510000001074,
0.940166,,Segment,1,1,1,100000005,510000001101,
0.954322,,Segment,1,2,1,100000003,510000001115,
0.927922,,Segment,1,2,1,100000006,510000001131,
0.982499,,Segment,3,3,1,100000005,510000001134,
0.936847,,Segment,1,2,1,100000001,510000001176,
0.9976,,Segment,0,1,1,100000001,510000001214,
0.986913,,Segment,2,2,1,100000004,510000001218,
0.965451,,Segment,1,1,1,100000004,510000001226,
0.961633,,Segment,0,1,1,100000004,510000001252,
1,,Segment,0,1,1,100000002,510000001280,
0.991813,,Segment,0,1,1,100000002,510000001323,
0.853899,,Segment,2,3,1,100000005,510000001349,
0.982427,,Segment,1,2,1,100000005,510000001361,
1,,Segment,0,1,1,100000005,510000001382,
0.989636,,Segment,1,2,1,100000004,510000001403,
0.90165,,Segment,2,2,1,100000005,510000001415,
0.979097,,Segment,0,1,1,100000001,510000001431,
0.98694,,Segment,1,1,1,100000001,510000001462,
0.851695,,Segment,0,1,1,100000001,510000001488,
0.954372,,Segment,0,1,1,100000002,510000001523,
0.967552,,Segment,1,1,1,100000005,510000001533,
0.954762,,Segment,0,1,1,100000005,510000001559,
1,,Segment,0,1,1,100000003,510000001563,
0.984577,,Segment,1,2,1,100000007,510000001583,
0.972812,,Segment,0,1,1,100000007,510000001623,
1,,Segment,0,1,1,100000003,510000001642,
0.979531,,Segment,1,1,1,100000007,510000001671,
0.999815,,Segment,0,1,1,100000002,510000001696,
0.993212,,Segment,0,1,1,100000002,510000001704,
0.987415,,Segment,0,1,1,100000007,510000001733,
1,,Segment,2,1,1,100000003,510000001817,
1,,Segment,2,1,1,100000004,510000001818,
