
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
12,,Segment,3,0,Image 1,1,1,100000004,510000000029,
15,,Segment,3,3,Image 1,3,1,100000000,510000000048,
6,,Segment,3,2,Image 1,2,1,100000000,510000000053,
38,,Segment,3,1,Image 1,1,1,100000000,510000000090,
52,,Segment,3,0,Image 1,1,1,100000000,510000000168,
23,,Segment,3,3,Image 1,2,1,100000000,510000000199,
4,,Segment,3,2,Image 1,1,1,100000000,510000000202,
17,,Segment,3,6,Image 1,6,1,100000000,510000000218,
10,,Segment,3,5,Image 1,6,1,100000000,510000000227,
14,,Segment,3,4,Image 1,5,1,100000000,510000000240,
26,,Segment,3,3,Image 1,4,1,100000000,510000000265,
21,,Segment,3,2,Image 1,3,1,100000000,510000000285,
37,,Segment,3,1,Image 1,2,1,100000000,510000000321,
3,,Segment,3,6,Image 1,7,1,100000000,510000000323,
6,,Segment,3,5,Image 1,5,1,100000000,510000000328,
4,,Segment,3,5,Image 1,6,1,100000000,510000000331,
6,,Segment,3,4,Image 1,4,1,100000000,510000000336,
5,,Segment,3,3,Image 1,3,1,100000000,510000000340,
11,,Segment,3,2,Image 1,2,1,100000000,510000000350,
9,,Segment,3,5,Image 1,3,1,100000000,510000000358,
51,,Segment,3,4,Image 1,3,1,100000000,510000000408,
23,,Segment,3,3,Image 1,2,1,100000000,510000000430,
14,,Segment,3,2,Image 1,2,1,100000000,510000000443,
4,,Segment,3,1,Image 1,2,1,100000000,510000000446,
17,,Segment,3,0,Image 1,1,1,100000000,510000000464,
5,,Segment,3,5,Image 1,4,1,100000000,510000000491,
8,,Segment,3,5,Image 1,2,1,100000000,510000000498,
18,,Segment,3,4,Image 1,2,1,100000000,510000000515,
13,,Segment,3,5,Image 1,3,1,100000000,510000000527,
10,,Segment,3,3,Image 1,3,1,100000000,510000000538,
5,,Segment,3,2,Image 1,3,1,100000000,510000000542,
5,,Segment,3,1,Image 1,1,1,100000000,510000000546,
7,,Segment,3,1,Image 1,2,1,100000000,510000000552,
39,,Segment,3,2,Image 1,2,1,100000004,510000000590,
11,,Segment,3,1,Image 1,1,1,100000004,510000000600,
6,,Segment,3,0,Image 1,1,1,100000004,510000000606,
33,,Segment,3,2,Image 1,1,1,100000004,510000000638,
3,,Segment,3,1,Image 1,2,1,100000004,510000000640,
3,,Segment,3,4,Image 1,3,1,100000003,510000000642,
22,,Segment,3,3,Image 1,3,1,100000003,510000000663,
22,,Segment,3,2,Image 1,2,1,100000003,510000000684,
27,,Segment,3,1,Image 1,2,1,100000003,510000000710,
8,,Segment,3,0,Image 1,1,1,100000003,510000000741,
3,,Segment,3,4,Image 1,4,1,100000003,510000000754,
19,,Segment,3,3,Image 1,2,1,100000003,510000000772,
6,,Segment,3,3,Image 1,3,1,100000003,510000000777,
9,,Segment,3,2,Image 1,3,1,100000003,510000000785,
51,,Segment,3,1,Image 1,1,1,100000006,510000000835,
19,,Segment,3,0,Image 1,1,1,100000006,510000000884,
26,,Segment,3,3,Image 1,2,1,100000005,510000000916,
13,,Segment,3,2,Image 1,2,1,100000005,510000000928,
6,,Segment,3,1,Image 1,2,1,100000005,510000000933,
20,,Segment,3,0,Image 1,1,1,100000005,510000000981,
6,,Segment,3,2,Image 1,2,1,100000003,510000000986,
15,,Segment,3,1,Image 1,1,1,100000003,510000001000,
25,,Segment,3,0,Image 1,1,1,100000003,510000001034,
21,,Segment,3,2,Image 1,3,1,100000005,510000001069,
6,,Segment,3,1,Image 1,1,1,100000003,510000001074,
28,,Segment,3,1,Image 1,1,1,100000005,510000001101,
15,,Segment,3,1,Image 1,2,1,100000003,510000001115,
16,,Segment,3,1,Image 1,2,1,100000006,510000001131,
4,,Segment,3,3,Image 1,3,1,100000005,510000001134,
43,,Segment,3,1,Image 1,2,1,100000001,510000001176,
5,,Segment,3,0,Image 1,1,1,100000001,510000001214,
5,,Segment,3,2,Image 1,2,1,100000004,510000001218,
9,,Segment,3,1,Image 1,1,1,100000004,510000001226,
19,,Segment,3,0,Image 1,1,1,100000004,510000001252,
2,,Segment,3,0,Image 1,1,1,100000002,510000001280,
1,,Segment,3,0,Image 1,1,1,100000002,510000001323,
27,,Segment,3,2,Image 1,3,1,100000005,510000001349,
13,,Segment,3,1,Image 1,2,1,100000005,510000001361,
2,,Segment,3,0,Image 1,1,1,100000005,510000001382,
11,,Segment,3,1,Image 1,2,1,100000004,510000001403,
12,,Segment,3,2,Image 1,2,1,100000005,510000001415,
11,,Segment,3,0,Image 1,1,1,100000001,510000001431,
4,,Segment,3,1,Image 1,1,1,100000001,510000001462,
12,,Segment,3,0,Image 1,1,1,100000001,510000001488,
17,,Segment,3,0,Image 1,1,1,100000002,510000001523,
7,,Segment,3,1,Image 1,1,1,100000005,510000001533,
22,,Segment,3,0,Image 1,1,1,100000005,510000001559,
2,,Segment,3,0,Image 1,1,1,100000003,510000001563,
21,,Segment,3,1,Image 1,2,1,100000007,510000001583,
30,,Segment,3,0,Image 1,1,1,100000007,510000001623,
2,,Segment,3,0,Image 1,1,1,100000003,510000001642,
4,,Segment,3,1,Image 1,1,1,100000007,510000001671,
3,,Segment,3,0,Image 1,1,1,100000002,510000001696,
3,,Segment,3,0,Image 1,1,1,100000002,510000001704,
11,,Segment,3,0,Image 1,1,1,100000007,510000001733,
2,,Segment,3,2,Image 1,1,1,100000003,510000001817,
2,,Segment,3,2,Image 1,1,1,100000004,510000001818,
