
Segment Center Intensity Sum Ch=3 Img=1
 ==================== 
Segment Center Intensity Sum,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
44,,Segment,3,0,Image 1,1,1,100000004,510000000029,
809,,Segment,3,3,Image 1,3,1,100000000,510000000048,
366,,Segment,3,2,Image 1,2,1,100000000,510000000053,
1403,,Segment,3,1,Image 1,1,1,100000000,510000000090,
3352,,Segment,3,0,Image 1,1,1,100000000,510000000168,
1491,,Segment,3,3,Image 1,2,1,100000000,510000000199,
232,,Segment,3,2,Image 1,1,1,100000000,510000000202,
687,,Segment,3,6,Image 1,6,1,100000000,510000000218,
532,,Segment,3,5,Image 1,6,1,100000000,510000000227,
430,,Segment,3,4,Image 1,5,1,100000000,510000000240,
1520,,Segment,3,3,Image 1,4,1,100000000,510000000265,
1000,,Segment,3,2,Image 1,3,1,100000000,510000000285,
963,,Segment,3,1,Image 1,2,1,100000000,510000000321,
84,,Segment,3,6,Image 1,7,1,100000000,510000000323,
225,,Segment,3,5,Image 1,5,1,100000000,510000000328,
69,,Segment,3,5,Image 1,6,1,100000000,510000000331,
229,,Segment,3,4,Image 1,4,1,100000000,510000000336,
248,,Segment,3,3,Image 1,3,1,100000000,510000000340,
371,,Segment,3,2,Image 1,2,1,100000000,510000000350,
940,,Segment,3,5,Image 1,3,1,100000000,510000000358,
2554,,Segment,3,4,Image 1,3,1,100000000,510000000408,
2481,,Segment,3,3,Image 1,2,1,100000000,510000000430,
1349,,Segment,3,2,Image 1,2,1,100000000,510000000443,
375,,Segment,3,1,Image 1,2,1,100000000,510000000446,
607,,Segment,3,0,Image 1,1,1,100000000,510000000464,
433,,Segment,3,5,Image 1,4,1,100000000,510000000491,
476,,Segment,3,5,Image 1,2,1,100000000,510000000498,
1971,,Segment,3,4,Image 1,2,1,100000000,510000000515,
1342,,Segment,3,5,Image 1,3,1,100000000,510000000527,
340,,Segment,3,3,Image 1,3,1,100000000,510000000538,
247,,Segment,3,2,Image 1,3,1,100000000,510000000542,
392,,Segment,3,1,Image 1,1,1,100000000,510000000546,
181,,Segment,3,1,Image 1,2,1,100000000,510000000552,
2542,,Segment,3,2,Image 1,2,1,100000004,510000000590,
408,,Segment,3,1,Image 1,1,1,100000004,510000000600,
49,,Segment,3,0,Image 1,1,1,100000004,510000000606,
2358,,Segment,3,2,Image 1,1,1,100000004,510000000638,
112,,Segment,3,1,Image 1,2,1,100000004,510000000640,
53,,Segment,3,4,Image 1,3,1,100000003,510000000642,
792,,Segment,3,3,Image 1,3,1,100000003,510000000663,
908,,Segment,3,2,Image 1,2,1,100000003,510000000684,
1369,,Segment,3,1,Image 1,2,1,100000003,510000000710,
479,,Segment,3,0,Image 1,1,1,100000003,510000000741,
65,,Segment,3,4,Image 1,4,1,100000003,510000000754,
642,,Segment,3,3,Image 1,2,1,100000003,510000000772,
107,,Segment,3,3,Image 1,3,1,100000003,510000000777,
257,,Segment,3,2,Image 1,3,1,100000003,510000000785,
2941,,Segment,3,1,Image 1,1,1,100000006,510000000835,
1356,,Segment,3,0,Image 1,1,1,100000006,510000000884,
1162,,Segment,3,3,Image 1,2,1,100000005,510000000916,
524,,Segment,3,2,Image 1,2,1,100000005,510000000928,
306,,Segment,3,1,Image 1,2,1,100000005,510000000933,
751,,Segment,3,0,Image 1,1,1,100000005,510000000981,
196,,Segment,3,2,Image 1,2,1,100000003,510000000986,
525,,Segment,3,1,Image 1,1,1,100000003,510000001000,
1307,,Segment,3,0,Image 1,1,1,100000003,510000001034,
554,,Segment,3,2,Image 1,3,1,100000005,510000001069,
388,,Segment,3,1,Image 1,1,1,100000003,510000001074,
1345,,Segment,3,1,Image 1,1,1,100000005,510000001101,
482,,Segment,3,1,Image 1,2,1,100000003,510000001115,
482,,Segment,3,1,Image 1,2,1,100000006,510000001131,
77,,Segment,3,3,Image 1,3,1,100000005,510000001134,
3036,,Segment,3,1,Image 1,2,1,100000001,510000001176,
266,,Segment,3,0,Image 1,1,1,100000001,510000001214,
93,,Segment,3,2,Image 1,2,1,100000004,510000001218,
1029,,Segment,3,1,Image 1,1,1,100000004,510000001226,
1015,,Segment,3,0,Image 1,1,1,100000004,510000001252,
25,,Segment,3,0,Image 1,1,1,100000002,510000001280,
