
Segment Branch Depth
 ==================== 
Segment Branch Depth,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,,Segment,0,1,1,100000004,510000000029,
3,,Segment,3,3,1,100000000,510000000048,
2,,Segment,2,2,1,100000000,510000000053,
1,,Segment,1,1,1,100000000,510000000090,
0,,Segment,0,1,1,100000000,510000000168,
3,,Segment,3,2,1,100000000,510000000199,
2,,Segment,2,1,1,100000000,510000000202,
6,,Segment,6,6,1,100000000,510000000218,
5,,Segment,5,6,1,100000000,510000000227,
4,,Segment,4,5,1,100000000,510000000240,
3,,Segment,3,4,1,100000000,510000000265,
2,,Segment,2,3,1,100000000,510000000285,
1,,Segment,1,2,1,100000000,510000000321,
6,,Segment,6,7,1,100000000,510000000323,
5,,Segment,5,5,1,100000000,510000000328,
5,,Segment,5,6,1,100000000,510000000331,
4,,Segment,4,4,1,100000000,510000000336,
3,,Segment,3,3,1,100000000,510000000340,
2,,Segment,2,2,1,100000000,510000000350,
5,,Segment,5,3,1,100000000,510000000358,
4,,Segment,4,3,1,100000000,510000000408,
3,,Segment,3,2,1,100000000,510000000430,
2,,Segment,2,2,1,100000000,510000000443,
1,,Segment,1,2,1,100000000,510000000446,
0,,Segment,0,1,1,100000000,510000000464,
5,,Segment,5,4,1,100000000,510000000491,
5,,Segment,5,2,1,100000000,510000000498,
4,,Segment,4,2,1,100000000,510000000515,
5,,Segment,5,3,1,100000000,510000000527,
3,,Segment,3,3,1,100000000,510000000538,
2,,Segment,2,3,1,100000000,510000000542,
1,,Segment,1,1,1,100000000,510000000546,
1,,Segment,1,2,1,100000000,510000000552,
2,,Segment,2,2,1,100000004,510000000590,
1,,Segment,1,1,1,100000004,510000000600,
0,,Segment,0,1,1,100000004,510000000606,
2,,Segment,2,1,1,100000004,510000000638,
1,,Segment,1,2,1,100000004,510000000640,
4,,Segment,4,3,1,100000003,510000000642,
3,,Segment,3,3,1,100000003,510000000663,
2,,Segment,2,2,1,100000003,510000000684,
1,,Segment,1,2,1,100000003,510000000710,
0,,Segment,0,1,1,100000003,510000000741,
4,,Segment,4,4,1,100000003,510000000754,
3,,Segment,3,2,1,100000003,510000000772,
3,,Segment,3,3,1,100000003,510000000777,
2,,Segment,2,3,1,100000003,510000000785,
1,,Segment,1,1,1,100000006,510000000835,
0,,Segment,0,1,1,100000006,510000000884,
3,,Segment,3,2,1,100000005,510000000916,
2,,Segment,2,2,1,100000005,510000000928,
1,,Segment,1,2,1,100000005,510000000933,
0,,Segment,0,1,1,100000005,510000000981,
2,,Segment,2,2,1,100000003,510000000986,
1,,Segment,1,1,1,100000003,510000001000,
0,,Segment,0,1,1,100000003,510000001034,
2,,Segment,2,3,1,100000005,510000001069,
1,,Segment,1,1,1,100000003,510000001074,
1,,Segment,1,1,1,100000005,510000001101,
1,,Segment,1,2,1,100000003,510000001115,
1,,Segment,1,2,1,100000006,510000001131,
3,,Segment,3,3,1,100000005,510000001134,
1,,Segment,1,2,1,100000001,510000001176,
0,,Segment,0,1,1,100000001,510000001214,
2,,Segment,2,2,1,100000004,510000001218,
1,,Segment,1,1,1,100000004,510000001226,
0,,Segment,0,1,1,100000004,510000001252,
0,,Segment,0,1,1,100000002,510000001280,
0,,Segment,0,1,1,100000002,510000001323,
2,,Segment,2,3,1,100000005,510000001349,
1,,Segment,1,2,1,100000005,510000001361,
0,,Segment,0,1,1,100000005,510000001382,
1,,Segment,1,2,1,100000004,510000001403,
2,,Segment,2,2,1,100000005,510000001415,
0,,Segment,0,1,1,100000001,510000001431,
1,,Segment,1,1,1,100000001,510000001462,
0,,Segment,0,1,1,100000001,510000001488,
0,,Segment,0,1,1,100000002,510000001523,
1,,Segment,1,1,1,100000005,510000001533,
0,,Segment,0,1,1,100000005,510000001559,
0,,Segment,0,1,1,100000003,510000001563,
1,,Segment,1,2,1,100000007,510000001583,
0,,Segment,0,1,1,100000007,510000001623,
0,,Segment,0,1,1,100000003,510000001642,
1,,Segment,1,1,1,100000007,510000001671,
0,,Segment,0,1,1,100000002,510000001696,
0,,Segment,0,1,1,100000002,510000001704,
0,,Segment,0,1,1,100000007,510000001733,
2,,Segment,2,1,1,100000003,510000001817,
2,,Segment,2,1,1,100000004,510000001818,
