
Spine Attachment Pt Time Index
 ==================== 
Spine Attachment Pt Time Index,Unit,Category,Depth,Level,Time,FilamentID,ID,
1,,Spine,4,3,1,100000000,610000001976,
1,,Spine,0,1,1,100000002,610000001982,
1,,Spine,1,1,1,100000000,610000001989,
1,,Spine,0,1,1,100000003,610000001996,
1,,Spine,3,3,1,100000000,610000002007,
1,,Spine,1,1,1,100000006,610000002009,
1,,Spine,2,2,1,100000000,610000002058,
1,,Spine,2,1,1,100000004,610000002080,
1,,Spine,4,3,1,100000000,610000002092,
1,,Spine,5,4,1,100000000,610000002113,
1,,Spine,2,2,1,100000004,610000002139,
1,,Spine,2,2,1,,610000002248,
1,,Spine,0,1,1,,610000002248,
1,,Spine,5,6,1,,610000002248,
1,,Spine,2,2,1,,610000002249,
1,,Spine,0,1,1,,610000002249,
1,,Spine,3,2,1,,610000002249,
1,,Spine,1,2,1,,610000002249,
1,,Spine,4,5,1,,610000002250,
1,,Spine,2,3,1,,610000002250,
1,,Spine,4,5,1,,610000002251,
1,,Spine,2,2,1,,610000002251,
1,,Spine,1,2,1,,610000002252,
1,,Spine,1,1,1,,610000002253,
1,,Spine,1,1,1,,610000002254,
1,,Spine,0,1,1,,610000002256,
1,,Spine,4,3,1,,610000002257,
1,,Spine,4,3,1,,610000002258,
1,,Spine,5,3,1,,610000002259,
