
Soma Center of Image Mass Ch=3 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
-21262.2,19035,1370.74,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000000,800000000,
-21296.7,18994.9,1370.05,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000001,800000001,
-21288.8,19000,1369.79,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000002,800000002,
-21285.2,18996.3,1369.41,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000003,800000003,
-21272.3,19014.5,1368.09,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000004,800000004,
-21256.8,19007.7,1369.3,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000005,800000005,
-21287.7,19010.4,1368.16,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000006,800000006,
-21290.2,19035.2,1367.17,µm,Soma,3,Soma Center of Image Mass,Image 1,1,100000007,800000007,
