
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1367.41,µm,Segment,Segment Position,0,1,1,100000004,510000000029,
1369.64,µm,Segment,Segment Position,3,3,1,100000000,510000000048,
1370.17,µm,Segment,Segment Position,2,2,1,100000000,510000000053,
1370.34,µm,Segment,Segment Position,1,1,1,100000000,510000000090,
1370.91,µm,Segment,Segment Position,0,1,1,100000000,510000000168,
1370.38,µm,Segment,Segment Position,3,2,1,100000000,510000000199,
1370.04,µm,Segment,Segment Position,2,1,1,100000000,510000000202,
1368.92,µm,Segment,Segment Position,6,6,1,100000000,510000000218,
1369.09,µm,Segment,Segment Position,5,6,1,100000000,510000000227,
1369.23,µm,Segment,Segment Position,4,5,1,100000000,510000000240,
1369.27,µm,Segment,Segment Position,3,4,1,100000000,510000000265,
1369.83,µm,Segment,Segment Position,2,3,1,100000000,510000000285,
1369.92,µm,Segment,Segment Position,1,2,1,100000000,510000000321,
1369.13,µm,Segment,Segment Position,6,7,1,100000000,510000000323,
1369.26,µm,Segment,Segment Position,5,5,1,100000000,510000000328,
1369.06,µm,Segment,Segment Position,5,6,1,100000000,510000000331,
1369.5,µm,Segment,Segment Position,4,4,1,100000000,510000000336,
1369.7,µm,Segment,Segment Position,3,3,1,100000000,510000000340,
1369.93,µm,Segment,Segment Position,2,2,1,100000000,510000000350,
1370.64,µm,Segment,Segment Position,5,3,1,100000000,510000000358,
1369.33,µm,Segment,Segment Position,4,3,1,100000000,510000000408,
1369.51,µm,Segment,Segment Position,3,2,1,100000000,510000000430,
1370.33,µm,Segment,Segment Position,2,2,1,100000000,510000000443,
1370.22,µm,Segment,Segment Position,1,2,1,100000000,510000000446,
1370.44,µm,Segment,Segment Position,0,1,1,100000000,510000000464,
1370.74,µm,Segment,Segment Position,5,4,1,100000000,510000000491,
1367.35,µm,Segment,Segment Position,5,2,1,100000000,510000000498,
1368.2,µm,Segment,Segment Position,4,2,1,100000000,510000000515,
1367.39,µm,Segment,Segment Position,5,3,1,100000000,510000000527,
1370.74,µm,Segment,Segment Position,3,3,1,100000000,510000000538,
1370.46,µm,Segment,Segment Position,2,3,1,100000000,510000000542,
1370.18,µm,Segment,Segment Position,1,1,1,100000000,510000000546,
1370.75,µm,Segment,Segment Position,1,2,1,100000000,510000000552,
1368.6,µm,Segment,Segment Position,2,2,1,100000004,510000000590,
1368.82,µm,Segment,Segment Position,1,1,1,100000004,510000000600,
1368.25,µm,Segment,Segment Position,0,1,1,100000004,510000000606,
1369.84,µm,Segment,Segment Position,2,1,1,100000004,510000000638,
1368.49,µm,Segment,Segment Position,1,2,1,100000004,510000000640,
1369.28,µm,Segment,Segment Position,4,3,1,100000003,510000000642,
1369.12,µm,Segment,Segment Position,3,3,1,100000003,510000000663,
1368.99,µm,Segment,Segment Position,2,2,1,100000003,510000000684,
1368.89,µm,Segment,Segment Position,1,2,1,100000003,510000000710,
1369.22,µm,Segment,Segment Position,0,1,1,100000003,510000000741,
1369.2,µm,Segment,Segment Position,4,4,1,100000003,510000000754,
1368.96,µm,Segment,Segment Position,3,2,1,100000003,510000000772,
1369.3,µm,Segment,Segment Position,3,3,1,100000003,510000000777,
1368.78,µm,Segment,Segment Position,2,3,1,100000003,510000000785,
1369.89,µm,Segment,Segment Position,1,1,1,100000006,510000000835,
1368.63,µm,Segment,Segment Position,0,1,1,100000006,510000000884,
1368.84,µm,Segment,Segment Position,3,2,1,100000005,510000000916,
1368.77,µm,Segment,Segment Position,2,2,1,100000005,510000000928,
1368.76,µm,Segment,Segment Position,1,2,1,100000005,510000000933,
