
Spine Intensity Mean Ch=1 Img=1
 ==================== 
Spine Intensity Mean,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
3.90217,,Spine,1,0,Image 1,1,1,100000002,610000001972,
15.5781,,Spine,1,4,Image 1,3,1,100000000,610000001976,
1.55882,,Spine,1,5,Image 1,6,1,100000000,610000001978,
2.10563,,Spine,1,0,Image 1,1,1,100000002,610000001982,
2.32468,,Spine,1,0,Image 1,1,1,100000002,610000001987,
3.10753,,Spine,1,1,Image 1,1,1,100000000,610000001989,
1.77551,,Spine,1,3,Image 1,3,1,100000000,610000001994,
2.09091,,Spine,1,0,Image 1,1,1,100000003,610000001996,
1,,Spine,1,4,Image 1,3,1,100000000,610000002004,
1.98551,,Spine,1,3,Image 1,3,1,100000000,610000002007,
13.31,,Spine,1,1,Image 1,1,1,100000006,610000002009,
3.0943,,Spine,1,4,Image 1,3,1,100000000,610000002016,
1.41558,,Spine,1,4,Image 1,3,1,100000000,610000002023,
3.6,,Spine,1,1,Image 1,2,1,100000004,610000002025,
3.16702,,Spine,1,4,Image 1,3,1,100000000,610000002031,
1.38889,,Spine,1,4,Image 1,3,1,100000000,610000002037,
3.22289,,Spine,1,4,Image 1,3,1,100000000,610000002043,
3.32967,,Spine,1,0,Image 1,1,1,100000007,610000002050,
3.29929,,Spine,1,4,Image 1,3,1,100000000,610000002056,
1.35336,,Spine,1,2,Image 1,2,1,100000000,610000002058,
1.37143,,Spine,1,4,Image 1,5,1,100000000,610000002060,
2.25532,,Spine,1,4,Image 1,3,1,100000000,610000002063,
3.25566,,Spine,1,4,Image 1,3,1,100000000,610000002068,
0.952991,,Spine,1,4,Image 1,3,1,100000000,610000002075,
2.99265,,Spine,1,0,Image 1,1,1,100000006,610000002078,
18.4924,,Spine,1,2,Image 1,1,1,100000004,610000002080,
1.27459,,Spine,1,4,Image 1,3,1,100000000,610000002086,
0.349776,,Spine,1,4,Image 1,3,1,100000000,610000002090,
2.53968,,Spine,1,4,Image 1,3,1,100000000,610000002092,
1.22271,,Spine,1,1,Image 1,2,1,100000007,610000002097,
3.29964,,Spine,1,4,Image 1,3,1,100000000,610000002101,
1.5,,Spine,1,4,Image 1,3,1,100000000,610000002104,
2.52703,,Spine,1,1,Image 1,2,1,100000007,610000002106,
1.01976,,Spine,1,4,Image 1,3,1,100000000,610000002110,
1.84667,,Spine,1,5,Image 1,4,1,100000000,610000002113,
0.308271,,Spine,1,4,Image 1,3,1,100000000,610000002118,
2.49254,,Spine,1,4,Image 1,3,1,100000000,610000002123,
2.90459,,Spine,1,4,Image 1,3,1,100000000,610000002126,
3.08805,,Spine,1,1,Image 1,1,1,100000006,610000002130,
2.95556,,Spine,1,4,Image 1,3,1,100000000,610000002133,
2.33721,,Spine,1,2,Image 1,2,1,100000004,610000002139,
0.987342,,Spine,1,4,Image 1,3,1,100000000,610000002141,
3.10667,,Spine,1,4,Image 1,3,1,100000000,610000002144,
1.53191,,Spine,1,4,Image 1,3,1,100000000,610000002147,
0.855072,,Spine,1,4,Image 1,3,1,100000000,610000002149,
0.341379,,Spine,1,4,Image 1,3,1,100000000,610000002151,
0.612632,,Spine,1,0,Image 1,1,1,100000000,610000002154,
2.34839,,Spine,1,4,Image 1,3,1,100000000,610000002156,
0.609756,,Spine,1,4,Image 1,3,1,100000000,610000002159,
0.957219,,Spine,1,4,Image 1,3,1,100000000,610000002161,
1.26368,,Spine,1,1,Image 1,2,1,100000007,610000002163,
1.75,,Spine,1,4,Image 1,3,1,100000000,610000002167,
27.2941,,Spine,1,0,Image 1,1,1,100000003,610000002177,
2.45695,,Spine,1,1,Image 1,2,1,100000007,610000002192,
5.86735,,Spine,1,1,Image 1,1,1,100000000,610000002199,
4.64368,,Spine,1,1,Image 1,1,1,100000000,610000002200,
1.61905,,Spine,1,5,Image 1,6,1,100000000,610000002201,
2.61538,,Spine,1,5,Image 1,5,1,100000000,610000002202,
1.72727,,Spine,1,4,Image 1,5,1,100000000,610000002203,
2.41667,,Spine,1,4,Image 1,5,1,100000000,610000002204,
2.92958,,Spine,1,1,Image 1,2,1,100000000,610000002205,
1.80925,,Spine,1,5,Image 1,3,1,100000000,610000002213,
9.54795,,Spine,1,4,Image 1,3,1,100000000,610000002214,
62.9216,,Spine,1,4,Image 1,3,1,100000000,610000002215,
1.33028,,Spine,1,0,Image 1,1,1,100000000,610000002216,
0.66076,,Spine,1,0,Image 1,1,1,100000000,610000002217,
5.03704,,Spine,1,2,Image 1,2,1,100000003,610000002230,
2.16346,,Spine,1,2,Image 1,2,1,100000004,610000002235,
2.27545,,Spine,1,2,Image 1,2,1,100000004,610000002236,
2.72839,,Spine,1,2,Image 1,2,1,100000004,610000002237,
1.34906,,Spine,1,2,Image 1,2,1,100000004,610000002238,
3.70667,,Spine,1,1,Image 1,1,1,100000004,610000002239,
2.3012,,Spine,1,1,Image 1,2,1,100000004,610000002240,
36.9118,,Spine,1,3,Image 1,2,1,100000005,610000002241,
2.94118,,Spine,1,2,Image 1,2,1,100000005,610000002242,
36.875,,Spine,1,2,Image 1,3,1,100000005,610000002243,
2.40196,,Spine,1,0,Image 1,1,1,100000006,610000002244,
2.6378,,Spine,1,0,Image 1,1,1,100000006,610000002245,
3.60909,,Spine,1,1,Image 1,2,1,100000007,610000002246,
5.5641,,Spine,1,0,Image 1,1,1,100000007,610000002247,
