
Soma BoundingBoxAA Length
 ==================== 
Soma BoundingBoxAA Length X,Soma BoundingBoxAA Length Y,Soma BoundingBoxAA Length Z,Unit,Category,Collection,Time,FilamentID,ID,
3.50977,3.25,1.40002,µm,Soma,Soma BoundingBoxAA Length,1,100000000,800000000,
3.76953,4.1582,1.40002,µm,Soma,Soma BoundingBoxAA Length,1,100000001,800000001,
2.98828,4.16016,2.40002,µm,Soma,Soma BoundingBoxAA Length,1,100000002,800000002,
4.09375,2.79492,3.5,µm,Soma,Soma BoundingBoxAA Length,1,100000003,800000003,
2.33789,3.76953,3.09998,µm,Soma,Soma BoundingBoxAA Length,1,100000004,800000004,
2.79492,3.44531,2.70007,µm,Soma,Soma BoundingBoxAA Length,1,100000005,800000005,
3.44531,1.625,2,µm,Soma,Soma BoundingBoxAA Length,1,100000006,800000006,
1.625,3.63867,1.19995,µm,Soma,Soma BoundingBoxAA Length,1,100000007,800000007,
