
Filament Volume (sum)
 ==================== 
Filament Volume (sum),Unit,Category,Time,ID,
6.12486,µm^3,Filament,1,100000000,
0.506674,µm^3,Filament,1,100000001,
0.226993,µm^3,Filament,1,100000002,
1.27058,µm^3,Filament,1,100000003,
1.37918,µm^3,Filament,1,100000004,
1.28294,µm^3,Filament,1,100000005,
0.824644,µm^3,Filament,1,100000006,
0.685024,µm^3,Filament,1,100000007,
