
Spine Attachment Pt Distance
 ==================== 
Spine Attachment Pt Distance,Unit,Category,Depth,Level,Time,FilamentID,ID,
8.89223,µm,Spine,4,3,1,100000000,610000001976,
14.1321,µm,Spine,5,6,1,100000000,610000001978,
1.16272,µm,Spine,0,1,1,100000002,610000001982,
6.88534,µm,Spine,1,1,1,100000000,610000001989,
9.44421,µm,Spine,3,3,1,100000000,610000001994,
0.844316,µm,Spine,0,1,1,100000003,610000001996,
9.44421,µm,Spine,3,3,1,100000000,610000002007,
2.41409,µm,Spine,1,1,1,100000006,610000002009,
0,µm,Spine,0,1,1,100000007,610000002050,
2.27076,µm,Spine,2,2,1,100000000,610000002058,
13.6223,µm,Spine,4,5,1,100000000,610000002060,
1.37354,µm,Spine,0,1,1,100000006,610000002078,
4.27373,µm,Spine,2,1,1,100000004,610000002080,
5.43922,µm,Spine,4,3,1,100000000,610000002092,
9.86956,µm,Spine,5,4,1,100000000,610000002113,
4.52441,µm,Spine,2,2,1,100000004,610000002139,
0,µm,Spine,0,1,1,100000000,610000002154,
7.59674,µm,Spine,1,1,1,100000000,610000002199,
7.46479,µm,Spine,1,1,1,100000000,610000002200,
14.1321,µm,Spine,5,6,1,100000000,610000002201,
13.9226,µm,Spine,5,5,1,100000000,610000002202,
13.6223,µm,Spine,4,5,1,100000000,610000002203,
13.4961,µm,Spine,4,5,1,100000000,610000002204,
6.72631,µm,Spine,1,2,1,100000000,610000002205,
10.24,µm,Spine,5,3,1,100000000,610000002213,
9.03698,µm,Spine,4,3,1,100000000,610000002214,
8.62216,µm,Spine,4,3,1,100000000,610000002215,
1.27307,µm,Spine,0,1,1,100000000,610000002216,
0,µm,Spine,0,1,1,100000000,610000002217,
3.8076,µm,Spine,2,2,1,100000003,610000002230,
4.43376,µm,Spine,2,2,1,100000004,610000002235,
4.43376,µm,Spine,2,2,1,100000004,610000002236,
4.23213,µm,Spine,2,2,1,100000004,610000002237,
3.43666,µm,Spine,2,2,1,100000004,610000002238,
2.31184,µm,Spine,1,1,1,100000004,610000002239,
2.314,µm,Spine,1,2,1,100000004,610000002240,
3.19445,µm,Spine,3,2,1,100000005,610000002241,
2.93987,µm,Spine,2,2,1,100000005,610000002242,
2.8817,µm,Spine,2,3,1,100000005,610000002243,
1.37354,µm,Spine,0,1,1,100000006,610000002244,
0.455383,µm,Spine,0,1,1,100000006,610000002245,
2.87369,µm,Spine,1,2,1,100000007,610000002246,
1.76336,µm,Spine,0,1,1,100000007,610000002247,
