
Segment Spine Density
 ==================== 
Segment Spine Density,Unit,Category,Depth,Level,Time,FilamentID,ID,
0,1/10µm,Segment,5,2,1,100000001,510000000007,
0,1/10µm,Segment,4,2,1,100000001,510000000022,
0,1/10µm,Segment,3,2,1,100000001,510000000031,
4.63809,1/10µm,Segment,2,2,1,100000001,510000000103,
0,1/10µm,Segment,1,1,1,100000001,510000000111,
9.97119,1/10µm,Segment,0,1,1,100000001,510000000142,
5.42893,1/10µm,Segment,3,3,1,100000001,510000000193,
11.936,1/10µm,Segment,5,3,1,100000001,510000000199,
0,1/10µm,Segment,4,3,1,100000001,510000000203,
1.99761,1/10µm,Segment,7,3,1,100000002,510000000268,
0,1/10µm,Segment,6,3,1,100000002,510000000275,
3.29287,1/10µm,Segment,5,3,1,100000002,510000000305,
0,1/10µm,Segment,3,2,1,100000002,510000000324,
0,1/10µm,Segment,2,2,1,100000002,510000000326,
0,1/10µm,Segment,1,2,1,100000002,510000000332,
0,1/10µm,Segment,0,1,1,100000002,510000000352,
0,1/10µm,Segment,7,5,1,100000002,510000000384,
0,1/10µm,Segment,6,4,1,100000002,510000000400,
0,1/10µm,Segment,7,4,1,100000002,510000000403,
0,1/10µm,Segment,7,4,1,100000002,510000000408,
40.2195,1/10µm,Segment,5,2,1,100000000,510000000425,
12.9779,1/10µm,Segment,4,1,1,100000000,510000000445,
0,1/10µm,Segment,3,1,1,100000000,510000000451,
8.60955,1/10µm,Segment,2,1,1,100000000,510000000480,
0,1/10µm,Segment,1,1,1,100000000,510000000500,
0,1/10µm,Segment,0,1,1,100000000,510000000537,
0,1/10µm,Segment,5,1,1,100000000,510000000540,
0,1/10µm,Segment,4,2,1,100000000,510000000547,
0,1/10µm,Segment,3,2,1,100000000,510000000553,
0,1/10µm,Segment,2,2,1,100000000,510000000563,
13.7074,1/10µm,Segment,1,2,1,100000000,510000000568,
0,1/10µm,Segment,5,3,1,100000000,510000000583,
7.43626,1/10µm,Segment,4,2,1,100000000,510000000598,
2.72543,1/10µm,Segment,3,2,1,100000000,510000000641,
0,1/10µm,Segment,2,2,1,100000000,510000000715,
0,1/10µm,Segment,1,1,1,100000000,510000000723,
