
Spine Branch Level
 ==================== 
Spine Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
3,,Spine,2,3,1,100000001,610000002265,
2,,Spine,5,2,1,100000000,610000002269,
2,,Spine,2,2,1,100000001,610000002272,
2,,Spine,1,2,1,100000002,610000002276,
2,,Spine,3,2,1,100000002,610000002279,
1,,Spine,2,1,1,100000000,610000002282,
4,,Spine,6,4,1,100000002,610000002285,
3,,Spine,3,3,1,100000001,610000002287,
0,,Spine,3,1,1,100000002,610000002293,
1,,Spine,0,1,1,100000001,610000002296,
2,,Spine,5,2,1,100000000,610000002299,
2,,Spine,1,2,1,100000002,610000002302,
2,,Spine,5,2,1,100000000,610000002306,
1,,Spine,0,1,1,100000001,610000002308,
2,,Spine,1,2,1,100000002,610000002313,
1,,Spine,0,1,1,100000002,610000002316,
0,,Spine,2,3,1,100000000,610000002319,
3,,Spine,3,3,1,100000001,610000002321,
1,,Spine,0,1,1,100000001,610000002326,
1,,Spine,4,1,1,100000000,610000002329,
1,,Spine,0,1,1,100000001,610000002331,
3,,Spine,5,3,1,100000002,610000002333,
1,,Spine,4,1,1,100000000,610000002335,
4,,Spine,6,4,1,100000002,610000002340,
0,,Spine,2,3,1,100000000,610000002344,
4,,Spine,5,4,1,100000002,610000002346,
0,,Spine,3,1,1,100000002,610000002350,
0,,Spine,2,3,1,100000000,610000002356,
0,,Spine,3,1,1,100000002,610000002360,
1,,Spine,0,1,1,100000000,610000002362,
0,,Spine,0,1,1,100000001,610000002365,
2,,Spine,1,2,1,100000002,610000002367,
1,,Spine,0,1,1,100000000,610000002370,
0,,Spine,2,3,1,100000000,610000002373,
0,,Spine,0,1,1,100000001,610000002377,
0,,Spine,2,3,1,100000000,610000002381,
0,,Spine,2,3,1,100000000,610000002384,
0,,Spine,2,3,1,100000000,610000002387,
0,,Spine,3,1,1,100000002,610000002392,
1,,Spine,0,1,1,100000001,610000002394,
0,,Spine,2,3,1,100000000,610000002397,
0,,Spine,2,3,1,100000000,610000002403,
1,,Spine,1,1,1,100000002,610000002407,
0,,Spine,0,1,1,100000001,610000002409,
0,,Spine,0,1,1,100000001,610000002411,
0,,Spine,0,1,1,100000001,610000002413,
0,,Spine,2,3,1,100000000,610000002416,
0,,Spine,0,1,1,100000001,610000002419,
1,,Spine,0,1,1,100000001,610000002422,
0,,Spine,0,1,1,100000001,610000002424,
0,,Spine,2,3,1,100000000,610000002428,
2,,Spine,5,2,1,100000000,610000002430,
0,,Spine,3,1,1,100000002,610000002432,
0,,Spine,2,3,1,100000000,610000002436,
0,,Spine,0,1,1,100000001,610000002438,
0,,Spine,0,1,1,100000001,610000002441,
0,,Spine,2,3,1,100000000,610000002443,
0,,Spine,0,1,1,100000001,610000002447,
0,,Spine,2,3,1,100000000,610000002450,
0,,Spine,2,3,1,100000000,610000002452,
0,,Spine,2,3,1,100000000,610000002454,
0,,Spine,3,1,1,100000002,610000002458,
0,,Spine,0,1,1,100000001,610000002460,
0,,Spine,0,1,1,100000001,610000002465,
0,,Spine,0,1,1,100000001,610000002473,
0,,Spine,2,3,1,100000000,610000002477,
0,,Spine,2,3,1,100000000,610000002479,
0,,Spine,2,3,1,100000000,610000002484,
0,,Spine,2,3,1,100000000,610000002490,
2,,Spine,2,2,1,100000001,610000002496,
2,,Spine,5,2,1,100000000,610000002505,
2,,Spine,5,2,1,100000000,610000002506,
2,,Spine,5,2,1,100000000,610000002507,
1,,Spine,2,1,1,100000000,610000002508,
2,,Spine,1,2,1,100000000,610000002509,
2,,Spine,4,2,1,100000000,610000002512,
2,,Spine,3,2,1,100000000,610000002513,
1,,Spine,0,1,1,100000000,610000002514,
3,,Spine,2,3,1,100000000,610000002515,
3,,Spine,5,3,1,100000001,610000002523,
2,,Spine,2,2,1,100000001,610000002524,
2,,Spine,2,2,1,100000001,610000002525,
1,,Spine,2,1,1,100000001,610000002526,
3,,Spine,2,3,1,100000001,610000002527,
2,,Spine,2,2,1,100000001,610000002528,
1,,Spine,1,1,1,100000001,610000002529,
1,,Spine,0,1,1,100000001,610000002531,
3,,Spine,7,3,1,100000002,610000002540,
4,,Spine,6,4,1,100000002,610000002541,
2,,Spine,2,2,1,100000002,610000002542,
1,,Spine,2,1,1,100000002,610000002543,
1,,Spine,3,1,1,100000002,610000002544,
2,,Spine,3,2,1,100000002,610000002545,
2,,Spine,3,2,1,100000002,610000002546,
2,,Spine,1,2,1,100000002,610000002547,
2,,Spine,1,2,1,100000002,610000002548,
2,,Spine,1,2,1,100000002,610000002549,
1,,Spine,0,1,1,100000002,610000002550,
3,,Spine,5,3,1,100000002,610000002551,
1,,Spine,0,1,1,100000002,610000002552,
