
Pt Time Type=Spine Attachment
 ==================== 
Pt Time,Unit,Category,Depth,Time,Type,FilamentID,ID,
0,s,Point,0,1,Spine Attachment,100000000,800000021,
0,s,Point,5,1,Spine Attachment,100000002,800000092,
0,s,Point,1,1,Spine Attachment,100000002,800000126,
0,s,Point,5,1,Spine Attachment,100000000,800000135,
0,s,Point,5,1,Spine Attachment,100000000,800000136,
0,s,Point,5,1,Spine Attachment,100000000,800000137,
0,s,Point,4,1,Spine Attachment,100000000,800000138,
0,s,Point,4,1,Spine Attachment,100000000,800000139,
0,s,Point,2,1,Spine Attachment,100000000,800000140,
0,s,Point,2,1,Spine Attachment,100000000,800000141,
0,s,Point,1,1,Spine Attachment,100000000,800000142,
0,s,Point,4,1,Spine Attachment,100000000,800000143,
0,s,Point,3,1,Spine Attachment,100000000,800000144,
0,s,Point,0,1,Spine Attachment,100000000,800000145,
0,s,Point,2,1,Spine Attachment,100000000,800000146,
0,s,Point,2,1,Spine Attachment,100000001,800000169,
0,s,Point,2,1,Spine Attachment,100000001,800000170,
0,s,Point,2,1,Spine Attachment,100000001,800000171,
0,s,Point,0,1,Spine Attachment,100000001,800000172,
0,s,Point,3,1,Spine Attachment,100000001,800000173,
0,s,Point,3,1,Spine Attachment,100000001,800000174,
0,s,Point,5,1,Spine Attachment,100000001,800000175,
0,s,Point,2,1,Spine Attachment,100000001,800000176,
0,s,Point,0,1,Spine Attachment,100000001,800000177,
0,s,Point,2,1,Spine Attachment,100000001,800000178,
0,s,Point,2,1,Spine Attachment,100000001,800000179,
0,s,Point,1,1,Spine Attachment,100000001,800000180,
0,s,Point,2,1,Spine Attachment,100000001,800000181,
0,s,Point,0,1,Spine Attachment,100000001,800000182,
0,s,Point,0,1,Spine Attachment,100000001,800000183,
0,s,Point,2,1,Spine Attachment,100000001,800000184,
0,s,Point,7,1,Spine Attachment,100000002,800000206,
0,s,Point,5,1,Spine Attachment,100000002,800000207,
0,s,Point,0,1,Spine Attachment,100000002,800000208,
0,s,Point,5,1,Spine Attachment,100000002,800000209,
0,s,Point,6,1,Spine Attachment,100000002,800000210,
0,s,Point,6,1,Spine Attachment,100000002,800000211,
0,s,Point,3,1,Spine Attachment,100000002,800000212,
0,s,Point,1,1,Spine Attachment,100000002,800000213,
0,s,Point,0,1,Spine Attachment,100000002,800000214,
0,s,Point,3,1,Spine Attachment,100000002,800000215,
0,s,Point,3,1,Spine Attachment,100000002,800000216,
0,s,Point,2,1,Spine Attachment,100000002,800000217,
0,s,Point,3,1,Spine Attachment,100000002,800000218,
0,s,Point,1,1,Spine Attachment,100000002,800000219,
0,s,Point,1,1,Spine Attachment,100000002,800000220,
0,s,Point,1,1,Spine Attachment,100000002,800000221,
0,s,Point,2,1,Spine Attachment,100000002,800000222,
