
Spine Part Mean Diameter
 ==================== 
Spine Part Mean Diameter Ground,Spine Part Mean Diameter Head,Spine Part Mean Diameter Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0.361667,0.268871,0.473177,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002296,
0.262695,0.168352,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002308,
0.288027,0.162337,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002316,
0.413108,0.182701,0.260009,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002326,
0.360792,0.242597,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002331,
0.502692,0.347378,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002362,
0.231503,0.37653,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002365,
0.306426,0.215604,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002370,
0.335199,0.36757,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002377,
0.373357,0.162337,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002394,
0.393861,0.536474,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002409,
0.32782,0.37653,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002411,
0.549055,0.730518,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002413,
0.285548,0.388134,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002419,
0.478213,0.260009,0.282896,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002422,
0.710883,0.765347,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002424,
0.600273,0.5349,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002438,
0.446259,0.366191,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002441,
0.516224,0.56818,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002447,
0.526765,0.513981,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002460,
0.374004,0.462974,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002465,
0.444773,0.475597,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002473,
0.446675,0.415403,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000000,610000002514,
0.41496,0.409453,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000001,610000002531,
0.496443,0.531459,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002550,
0.238408,0.162337,0,µm,Spine,Spine Part Mean Diameter,0,1,1,100000002,610000002552,
0.381723,0.280171,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000002,610000002407,
0.365398,0.279968,0,µm,Spine,Spine Part Mean Diameter,1,1,1,100000001,610000002529,
0.310145,0.214926,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002276,
0.248055,0.194274,0.250974,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002302,
0.234845,0.185742,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002313,
0.349837,0.324674,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002367,
0.238042,0.217759,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000000,610000002509,
0.298359,0.293792,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002547,
0.304665,0.306404,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002548,
0.354423,0.324674,0,µm,Spine,Spine Part Mean Diameter,1,2,1,100000002,610000002549,
0.325267,0.220137,0.351236,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002282,
0.336115,0.29709,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000000,610000002508,
0.472512,0.463232,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000001,610000002526,
0.333453,0.243506,0,µm,Spine,Spine Part Mean Diameter,2,1,1,100000002,610000002543,
0.271637,0.162337,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002272,
0.590996,0.427403,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002496,
0.36736,0.323391,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002524,
0.354004,0.273944,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002525,
0.293148,0.265066,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000001,610000002528,
0.316413,0.282822,0,µm,Spine,Spine Part Mean Diameter,2,2,1,100000002,610000002542,
0.225178,0.188019,0.205854,µm,Spine,Spine Part Mean Diameter,2,3,1,100000001,610000002265,
0.475242,0.586512,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002319,
0.661835,0.509048,0.49367,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002344,
0.259119,0.372008,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002356,
0.358497,0.510229,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002373,
0.335232,0.325856,0.289143,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002381,
0.60385,0.645697,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002384,
0.633971,0.485109,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002387,
0.26038,0.527416,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002397,
0.369997,0.325856,0.289143,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002403,
0.939099,0.83374,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002416,
0.37724,0.358565,0,µm,Spine,Spine Part Mean Diameter,2,3,1,100000000,610000002428,
