
Spine Part Length Neck
 ==================== 
Spine Part Length Neck,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002438,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002441,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002443,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002447,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002450,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002452,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002454,
0,µm,Spine,Spine Part Length,3,1,1,100000002,610000002458,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002460,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002465,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002473,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002477,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002479,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002484,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002490,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002496,
0,µm,Spine,Spine Part Length,5,2,1,100000000,610000002505,
0,µm,Spine,Spine Part Length,5,2,1,100000000,610000002506,
0,µm,Spine,Spine Part Length,5,2,1,100000000,610000002507,
0,µm,Spine,Spine Part Length,2,1,1,100000000,610000002508,
0,µm,Spine,Spine Part Length,1,2,1,100000000,610000002509,
0,µm,Spine,Spine Part Length,4,2,1,100000000,610000002512,
0,µm,Spine,Spine Part Length,3,2,1,100000000,610000002513,
0,µm,Spine,Spine Part Length,0,1,1,100000000,610000002514,
0,µm,Spine,Spine Part Length,2,3,1,100000000,610000002515,
0,µm,Spine,Spine Part Length,5,3,1,100000001,610000002523,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002524,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002525,
0,µm,Spine,Spine Part Length,2,1,1,100000001,610000002526,
0,µm,Spine,Spine Part Length,2,3,1,100000001,610000002527,
0,µm,Spine,Spine Part Length,2,2,1,100000001,610000002528,
0,µm,Spine,Spine Part Length,1,1,1,100000001,610000002529,
0,µm,Spine,Spine Part Length,0,1,1,100000001,610000002531,
0,µm,Spine,Spine Part Length,7,3,1,100000002,610000002540,
0,µm,Spine,Spine Part Length,6,4,1,100000002,610000002541,
0,µm,Spine,Spine Part Length,2,2,1,100000002,610000002542,
0,µm,Spine,Spine Part Length,2,1,1,100000002,610000002543,
0,µm,Spine,Spine Part Length,3,1,1,100000002,610000002544,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000002545,
0,µm,Spine,Spine Part Length,3,2,1,100000002,610000002546,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002547,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002548,
0,µm,Spine,Spine Part Length,1,2,1,100000002,610000002549,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000002550,
0,µm,Spine,Spine Part Length,5,3,1,100000002,610000002551,
0,µm,Spine,Spine Part Length,0,1,1,100000002,610000002552,
