
Spine Number of Voxel Ch=3 Img=1
 ==================== 
Spine Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
63,,Spine,3,2,Image 1,3,1,100000001,610000002265,
151,,Spine,3,5,Image 1,2,1,100000000,610000002269,
68,,Spine,3,2,Image 1,2,1,100000001,610000002272,
137,,Spine,3,1,Image 1,2,1,100000002,610000002276,
87,,Spine,3,3,Image 1,2,1,100000002,610000002279,
163,,Spine,3,2,Image 1,1,1,100000000,610000002282,
194,,Spine,3,6,Image 1,4,1,100000002,610000002285,
111,,Spine,3,3,Image 1,3,1,100000001,610000002287,
335,,Spine,3,0,Image 1,1,1,100000002,610000002293,
202,,Spine,3,0,Image 1,1,1,100000001,610000002296,
24,,Spine,3,5,Image 1,2,1,100000000,610000002299,
28,,Spine,3,1,Image 1,2,1,100000002,610000002302,
111,,Spine,3,5,Image 1,2,1,100000000,610000002306,
78,,Spine,3,0,Image 1,1,1,100000001,610000002308,
72,,Spine,3,1,Image 1,2,1,100000002,610000002313,
89,,Spine,3,0,Image 1,1,1,100000002,610000002316,
340,,Spine,3,2,Image 1,3,1,100000000,610000002319,
63,,Spine,3,3,Image 1,3,1,100000001,610000002321,
415,,Spine,3,0,Image 1,1,1,100000001,610000002326,
153,,Spine,3,4,Image 1,1,1,100000000,610000002329,
180,,Spine,3,0,Image 1,1,1,100000001,610000002331,
80,,Spine,3,5,Image 1,3,1,100000002,610000002333,
86,,Spine,3,4,Image 1,1,1,100000000,610000002335,
162,,Spine,3,6,Image 1,4,1,100000002,610000002340,
656,,Spine,3,2,Image 1,3,1,100000000,610000002344,
135,,Spine,3,5,Image 1,4,1,100000002,610000002346,
135,,Spine,3,0,Image 1,1,1,100000002,610000002350,
155,,Spine,3,2,Image 1,3,1,100000000,610000002356,
781,,Spine,3,0,Image 1,1,1,100000002,610000002360,
305,,Spine,3,0,Image 1,1,1,100000000,610000002362,
88,,Spine,3,0,Image 1,1,1,100000001,610000002365,
136,,Spine,3,1,Image 1,2,1,100000002,610000002367,
94,,Spine,3,0,Image 1,1,1,100000000,610000002370,
205,,Spine,3,2,Image 1,3,1,100000000,610000002373,
117,,Spine,3,0,Image 1,1,1,100000001,610000002377,
128,,Spine,3,2,Image 1,3,1,100000000,610000002381,
593,,Spine,3,2,Image 1,3,1,100000000,610000002384,
487,,Spine,3,2,Image 1,3,1,100000000,610000002387,
109,,Spine,3,0,Image 1,1,1,100000002,610000002392,
119,,Spine,3,0,Image 1,1,1,100000001,610000002394,
188,,Spine,3,2,Image 1,3,1,100000000,610000002397,
141,,Spine,3,2,Image 1,3,1,100000000,610000002403,
160,,Spine,3,1,Image 1,1,1,100000002,610000002407,
193,,Spine,3,0,Image 1,1,1,100000001,610000002409,
92,,Spine,3,0,Image 1,1,1,100000001,610000002411,
481,,Spine,3,0,Image 1,1,1,100000001,610000002413,
1367,,Spine,3,2,Image 1,3,1,100000000,610000002416,
73,,Spine,3,0,Image 1,1,1,100000001,610000002419,
390,,Spine,3,0,Image 1,1,1,100000001,610000002422,
672,,Spine,3,0,Image 1,1,1,100000001,610000002424,
122,,Spine,3,2,Image 1,3,1,100000000,610000002428,
93,,Spine,3,5,Image 1,2,1,100000000,610000002430,
596,,Spine,3,0,Image 1,1,1,100000002,610000002432,
769,,Spine,3,2,Image 1,3,1,100000000,610000002436,
386,,Spine,3,0,Image 1,1,1,100000001,610000002438,
187,,Spine,3,0,Image 1,1,1,100000001,610000002441,
946,,Spine,3,2,Image 1,3,1,100000000,610000002443,
240,,Spine,3,0,Image 1,1,1,100000001,610000002447,
206,,Spine,3,2,Image 1,3,1,100000000,610000002450,
76,,Spine,3,2,Image 1,3,1,100000000,610000002452,
205,,Spine,3,2,Image 1,3,1,100000000,610000002454,
31,,Spine,3,0,Image 1,1,1,100000002,610000002458,
252,,Spine,3,0,Image 1,1,1,100000001,610000002460,
166,,Spine,3,0,Image 1,1,1,100000001,610000002465,
157,,Spine,3,0,Image 1,1,1,100000001,610000002473,
114,,Spine,3,2,Image 1,3,1,100000000,610000002477,
