
Spine Terminal Pt Position Z
 ==================== 
Spine Terminal Pt Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1375.15,µm,Spine,Spine Terminal Pt Position,2,3,1,100000001,610000002265,
1372.85,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000002269,
1375.85,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002272,
1372.55,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002276,
1373.65,µm,Spine,Spine Terminal Pt Position,3,2,1,100000002,610000002279,
1373.75,µm,Spine,Spine Terminal Pt Position,2,1,1,100000000,610000002282,
1373.75,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000002285,
1376.35,µm,Spine,Spine Terminal Pt Position,3,3,1,100000001,610000002287,
1374.11,µm,Spine,Spine Terminal Pt Position,,,1,,610000002289,
1375.25,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002296,
1372.55,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000002299,
1372.55,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002302,
1372.95,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000002306,
1375.25,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002308,
1372.62,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002313,
1372.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000002,610000002316,
1375.27,µm,Spine,Spine Terminal Pt Position,,,1,,610000002318,
1376.15,µm,Spine,Spine Terminal Pt Position,3,3,1,100000001,610000002321,
1376.85,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002326,
1373.25,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000002329,
1375.35,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002331,
1374.65,µm,Spine,Spine Terminal Pt Position,5,3,1,100000002,610000002333,
1372.75,µm,Spine,Spine Terminal Pt Position,4,1,1,100000000,610000002335,
1373.75,µm,Spine,Spine Terminal Pt Position,6,4,1,100000002,610000002340,
1375.75,µm,Spine,Spine Terminal Pt Position,,,1,,610000002342,
1376.65,µm,Spine,Spine Terminal Pt Position,5,4,1,100000002,610000002346,
1372.75,µm,Spine,Spine Terminal Pt Position,,,1,,610000002348,
1375.35,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002362,
1372.57,µm,Spine,Spine Terminal Pt Position,1,2,1,100000002,610000002367,
1374.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000000,610000002370,
1374.85,µm,Spine,Spine Terminal Pt Position,,,1,,610000002372,
1375.85,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002394,
1375.15,µm,Spine,Spine Terminal Pt Position,,,1,,610000002396,
1373.75,µm,Spine,Spine Terminal Pt Position,1,1,1,100000002,610000002407,
1376.75,µm,Spine,Spine Terminal Pt Position,0,1,1,100000001,610000002422,
1372.65,µm,Spine,Spine Terminal Pt Position,5,2,1,100000000,610000002430,
1376.55,µm,Spine,Spine Terminal Pt Position,,,1,,610000002464,
1376.35,µm,Spine,Spine Terminal Pt Position,2,2,1,100000001,610000002496,
1375.55,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002557,
1373.65,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002557,
1376.35,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002557,
1375.79,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002558,
1373.55,µm,Spine,Spine Terminal Pt Position,2,1,1,,610000002558,
1372.55,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002559,
1373.05,µm,Spine,Spine Terminal Pt Position,6,4,1,,610000002559,
1375.58,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002559,
1372.59,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002560,
1376.35,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002560,
1374.17,µm,Spine,Spine Terminal Pt Position,7,3,1,,610000002560,
1372.8,µm,Spine,Spine Terminal Pt Position,5,2,1,,610000002561,
1373.78,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002561,
1375.75,µm,Spine,Spine Terminal Pt Position,2,2,1,,610000002561,
1375.55,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002562,
1375.75,µm,Spine,Spine Terminal Pt Position,1,1,1,,610000002562,
1375.75,µm,Spine,Spine Terminal Pt Position,5,3,1,,610000002562,
1373.35,µm,Spine,Spine Terminal Pt Position,0,1,1,,610000002563,
1375.55,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002563,
1374.55,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002563,
1372.83,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002564,
1375.15,µm,Spine,Spine Terminal Pt Position,4,2,1,,610000002564,
1372.68,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002565,
1373.55,µm,Spine,Spine Terminal Pt Position,2,3,1,,610000002565,
1372.75,µm,Spine,Spine Terminal Pt Position,1,2,1,,610000002566,
1376.16,µm,Spine,Spine Terminal Pt Position,,,1,,610000002567,
1374.15,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002567,
1376.05,µm,Spine,Spine Terminal Pt Position,,,1,,610000002568,
1373.68,µm,Spine,Spine Terminal Pt Position,3,2,1,,610000002568,
1374.26,µm,Spine,Spine Terminal Pt Position,3,1,1,,610000002569,
