
Segment Center Number of Voxel Ch=3 Img=1
 ==================== 
Segment Center Number of Voxel,Unit,Category,Channel,Depth,Image,Level,Time,FilamentID,ID,
16,,Segment,3,4,Image 1,2,1,100000000,510000000598,
44,,Segment,3,3,Image 1,2,1,100000000,510000000641,
75,,Segment,3,2,Image 1,2,1,100000000,510000000715,
9,,Segment,3,1,Image 1,1,1,100000000,510000000723,
33,,Segment,3,0,Image 1,1,1,100000000,510000000759,
58,,Segment,3,5,Image 1,2,1,100000000,510000000833,
15,,Segment,3,4,Image 1,3,1,100000000,510000000847,
3,,Segment,3,3,Image 1,3,1,100000000,510000000849,
24,,Segment,3,1,Image 1,2,1,100000000,510000000873,
4,,Segment,3,2,Image 1,1,1,100000000,510000000876,
18,,Segment,3,2,Image 1,3,1,100000001,510000000893,
33,,Segment,3,1,Image 1,2,1,100000001,510000000925,
12,,Segment,3,0,Image 1,1,1,100000001,510000000941,
41,,Segment,3,2,Image 1,2,1,100000001,510000000981,
6,,Segment,3,1,Image 1,1,1,100000001,510000000986,
21,,Segment,3,3,Image 1,3,1,100000001,510000001006,
9,,Segment,3,3,Image 1,2,1,100000001,510000001015,
3,,Segment,3,2,Image 1,1,1,100000001,510000001017,
57,,Segment,3,3,Image 1,4,1,100000001,510000001073,
14,,Segment,3,2,Image 1,3,1,100000001,510000001086,
6,,Segment,3,1,Image 1,2,1,100000001,510000001091,
26,,Segment,3,0,Image 1,1,1,100000001,510000001144,
17,,Segment,3,5,Image 1,4,1,100000002,510000001160,
3,,Segment,3,4,Image 1,3,1,100000002,510000001162,
3,,Segment,3,3,Image 1,3,1,100000002,510000001164,
44,,Segment,3,2,Image 1,3,1,100000002,510000001207,
23,,Segment,3,1,Image 1,2,1,100000002,510000001229,
37,,Segment,3,0,Image 1,1,1,100000002,510000001284,
3,,Segment,3,3,Image 1,3,1,100000001,510000001290,
5,,Segment,3,5,Image 1,3,1,100000002,510000001294,
3,,Segment,3,4,Image 1,4,1,100000002,510000001296,
4,,Segment,3,3,Image 1,4,1,100000002,510000001299,
5,,Segment,3,4,Image 1,4,1,100000001,510000001303,
6,,Segment,3,3,Image 1,3,1,100000001,510000001308,
3,,Segment,3,2,Image 1,2,1,100000001,510000001310,
5,,Segment,3,4,Image 1,3,1,100000001,510000001314,
4,,Segment,3,3,Image 1,2,1,100000001,510000001317,
35,,Segment,3,3,Image 1,2,1,100000001,510000001351,
24,,Segment,3,2,Image 1,1,1,100000001,510000001374,
12,,Segment,3,1,Image 1,1,1,100000001,510000001385,
54,,Segment,3,0,Image 1,1,1,100000001,510000001442,
3,,Segment,3,1,Image 1,1,1,100000001,510000001458,
22,,Segment,3,2,Image 1,2,1,100000001,510000001479,
4,,Segment,3,2,Image 1,2,1,100000002,510000001485,
4,,Segment,3,3,Image 1,1,1,100000001,510000001488,
8,,Segment,3,1,Image 1,2,1,100000001,510000001495,
14,,Segment,3,6,Image 1,4,1,100000002,510000001508,
5,,Segment,3,5,Image 1,3,1,100000002,510000001512,
14,,Segment,3,4,Image 1,3,1,100000002,510000001525,
17,,Segment,3,2,Image 1,2,1,100000000,510000001541,
9,,Segment,3,1,Image 1,2,1,100000000,510000001549,
31,,Segment,3,0,Image 1,1,1,100000000,510000001593,
4,,Segment,3,4,Image 1,2,1,100000002,510000001596,
8,,Segment,3,3,Image 1,1,1,100000002,510000001603,
5,,Segment,3,2,Image 1,1,1,100000002,510000001607,
27,,Segment,3,1,Image 1,1,1,100000002,510000001633,
13,,Segment,3,0,Image 1,1,1,100000002,510000001650,
9,,Segment,3,5,Image 1,4,1,100000002,510000001658,
4,,Segment,3,4,Image 1,1,1,100000002,510000001661,
4,,Segment,3,6,Image 1,3,1,100000002,510000001664,
6,,Segment,3,5,Image 1,2,1,100000002,510000001669,
21,,Segment,3,1,Image 1,1,1,100000000,510000001689,
20,,Segment,3,3,Image 1,2,1,100000002,510000001708,
7,,Segment,3,1,Image 1,1,1,100000002,510000001714,
4,,Segment,3,2,Image 1,3,1,100000000,510000001717,
4,,Segment,3,3,Image 1,3,1,100000002,510000001720,
10,,Segment,3,2,Image 1,2,1,100000002,510000001729,
10,,Segment,3,0,Image 1,1,1,100000001,510000001757,
11,,Segment,3,4,Image 1,2,1,100000002,510000001800,
6,,Segment,3,3,Image 1,2,1,100000002,510000001805,
4,,Segment,3,4,Image 1,3,1,100000002,510000001808,
21,,Segment,3,2,Image 1,3,1,100000002,510000001828,
12,,Segment,3,3,Image 1,2,1,100000001,510000001839,
9,,Segment,3,2,Image 1,1,1,100000001,510000001847,
11,,Segment,3,3,Image 1,1,1,100000001,510000001857,
5,,Segment,3,1,Image 1,2,1,100000001,510000001861,
7,,Segment,3,2,Image 1,2,1,100000002,510000001867,
26,,Segment,3,1,Image 1,2,1,100000002,510000001892,
4,,Segment,3,3,Image 1,3,1,100000002,510000001895,
6,,Segment,3,2,Image 1,1,1,100000002,510000001900,
11,,Segment,3,1,Image 1,2,1,100000002,510000001910,
6,,Segment,3,0,Image 1,1,1,100000002,510000001924,
17,,Segment,3,2,Image 1,1,1,100000002,510000001940,
21,,Segment,3,1,Image 1,1,1,100000002,510000001960,
9,,Segment,3,0,Image 1,1,1,100000000,510000001970,
3,,Segment,3,2,Image 1,2,1,100000002,510000001991,
5,,Segment,3,0,Image 1,1,1,100000001,510000002006,
2,,Segment,3,2,Image 1,2,1,100000001,510000002081,
2,,Segment,3,4,Image 1,2,1,100000002,510000002085,
2,,Segment,3,1,Image 1,1,1,100000002,510000002086,
