
Segment Position Z
 ==================== 
Segment Position Z,Unit,Category,Collection,Depth,Level,Time,FilamentID,ID,
1376.47,µm,Segment,Segment Position,5,2,1,100000001,510000000007,
1376.2,µm,Segment,Segment Position,4,2,1,100000001,510000000022,
1376.32,µm,Segment,Segment Position,3,2,1,100000001,510000000031,
1376.49,µm,Segment,Segment Position,2,2,1,100000001,510000000103,
1376.19,µm,Segment,Segment Position,1,1,1,100000001,510000000111,
1376.32,µm,Segment,Segment Position,0,1,1,100000001,510000000142,
1376.55,µm,Segment,Segment Position,3,3,1,100000001,510000000193,
1376.23,µm,Segment,Segment Position,5,3,1,100000001,510000000199,
1375.98,µm,Segment,Segment Position,4,3,1,100000001,510000000203,
1374.14,µm,Segment,Segment Position,7,3,1,100000002,510000000268,
1374.64,µm,Segment,Segment Position,6,3,1,100000002,510000000275,
1374.28,µm,Segment,Segment Position,5,3,1,100000002,510000000305,
1373.76,µm,Segment,Segment Position,3,2,1,100000002,510000000324,
1373.86,µm,Segment,Segment Position,2,2,1,100000002,510000000326,
1373.81,µm,Segment,Segment Position,1,2,1,100000002,510000000332,
1373.58,µm,Segment,Segment Position,0,1,1,100000002,510000000352,
1374.17,µm,Segment,Segment Position,7,5,1,100000002,510000000384,
1374.56,µm,Segment,Segment Position,6,4,1,100000002,510000000400,
1374.4,µm,Segment,Segment Position,7,4,1,100000002,510000000403,
1374.28,µm,Segment,Segment Position,7,4,1,100000002,510000000408,
1372.51,µm,Segment,Segment Position,5,2,1,100000000,510000000425,
1372.91,µm,Segment,Segment Position,4,1,1,100000000,510000000445,
1373.1,µm,Segment,Segment Position,3,1,1,100000000,510000000451,
1373.35,µm,Segment,Segment Position,2,1,1,100000000,510000000480,
1374.29,µm,Segment,Segment Position,1,1,1,100000000,510000000500,
1375.33,µm,Segment,Segment Position,0,1,1,100000000,510000000537,
1372.63,µm,Segment,Segment Position,5,1,1,100000000,510000000540,
1373.33,µm,Segment,Segment Position,4,2,1,100000000,510000000547,
1372.79,µm,Segment,Segment Position,3,2,1,100000000,510000000553,
1373.56,µm,Segment,Segment Position,2,2,1,100000000,510000000563,
1375.28,µm,Segment,Segment Position,1,2,1,100000000,510000000568,
1375.89,µm,Segment,Segment Position,5,3,1,100000000,510000000583,
1375.47,µm,Segment,Segment Position,4,2,1,100000000,510000000598,
1376.05,µm,Segment,Segment Position,3,2,1,100000000,510000000641,
1376.34,µm,Segment,Segment Position,2,2,1,100000000,510000000715,
1375.95,µm,Segment,Segment Position,1,1,1,100000000,510000000723,
1374.8,µm,Segment,Segment Position,0,1,1,100000000,510000000759,
1374.02,µm,Segment,Segment Position,5,2,1,100000000,510000000833,
1375.69,µm,Segment,Segment Position,4,3,1,100000000,510000000847,
1376.61,µm,Segment,Segment Position,3,3,1,100000000,510000000849,
1376.07,µm,Segment,Segment Position,1,2,1,100000000,510000000873,
1376.36,µm,Segment,Segment Position,2,1,1,100000000,510000000876,
1374.01,µm,Segment,Segment Position,2,3,1,100000001,510000000893,
1374.61,µm,Segment,Segment Position,1,2,1,100000001,510000000925,
1375.48,µm,Segment,Segment Position,0,1,1,100000001,510000000941,
1375.55,µm,Segment,Segment Position,2,2,1,100000001,510000000981,
1375.4,µm,Segment,Segment Position,1,1,1,100000001,510000000986,
1372.91,µm,Segment,Segment Position,3,3,1,100000001,510000001006,
1373.13,µm,Segment,Segment Position,3,2,1,100000001,510000001015,
1375.7,µm,Segment,Segment Position,2,1,1,100000001,510000001017,
1373.84,µm,Segment,Segment Position,3,4,1,100000001,510000001073,
1375.09,µm,Segment,Segment Position,2,3,1,100000001,510000001086,
1375.29,µm,Segment,Segment Position,1,2,1,100000001,510000001091,
1375.61,µm,Segment,Segment Position,0,1,1,100000001,510000001144,
1376.24,µm,Segment,Segment Position,5,4,1,100000002,510000001160,
1376.37,µm,Segment,Segment Position,4,3,1,100000002,510000001162,
1376.43,µm,Segment,Segment Position,3,3,1,100000002,510000001164,
1376.5,µm,Segment,Segment Position,2,3,1,100000002,510000001207,
1376.38,µm,Segment,Segment Position,1,2,1,100000002,510000001229,
1374.92,µm,Segment,Segment Position,0,1,1,100000002,510000001284,
1374.91,µm,Segment,Segment Position,3,3,1,100000001,510000001290,
1376.16,µm,Segment,Segment Position,5,3,1,100000002,510000001294,
1376.33,µm,Segment,Segment Position,4,4,1,100000002,510000001296,
1376.54,µm,Segment,Segment Position,3,4,1,100000002,510000001299,
1374.78,µm,Segment,Segment Position,4,4,1,100000001,510000001303,
1375.15,µm,Segment,Segment Position,3,3,1,100000001,510000001308,
1375.25,µm,Segment,Segment Position,2,2,1,100000001,510000001310,
1374.98,µm,Segment,Segment Position,4,3,1,100000001,510000001314,
1375.05,µm,Segment,Segment Position,3,2,1,100000001,510000001317,
1373.53,µm,Segment,Segment Position,3,2,1,100000001,510000001351,
1373.6,µm,Segment,Segment Position,2,1,1,100000001,510000001374,
1374.37,µm,Segment,Segment Position,1,1,1,100000001,510000001385,
1374.79,µm,Segment,Segment Position,0,1,1,100000001,510000001442,
1375.19,µm,Segment,Segment Position,1,1,1,100000001,510000001458,
1374.79,µm,Segment,Segment Position,2,2,1,100000001,510000001479,
1376.78,µm,Segment,Segment Position,2,2,1,100000002,510000001485,
1373.02,µm,Segment,Segment Position,3,1,1,100000001,510000001488,
1374.9,µm,Segment,Segment Position,1,2,1,100000001,510000001495,
1373.19,µm,Segment,Segment Position,6,4,1,100000002,510000001508,
1373.22,µm,Segment,Segment Position,5,3,1,100000002,510000001512,
1373.49,µm,Segment,Segment Position,4,3,1,100000002,510000001525,
1373.77,µm,Segment,Segment Position,2,2,1,100000000,510000001541,
1373.96,µm,Segment,Segment Position,1,2,1,100000000,510000001549,
1374.46,µm,Segment,Segment Position,0,1,1,100000000,510000001593,
1374.48,µm,Segment,Segment Position,4,2,1,100000002,510000001596,
1374.16,µm,Segment,Segment Position,3,1,1,100000002,510000001603,
1373.78,µm,Segment,Segment Position,2,1,1,100000002,510000001607,
1373.55,µm,Segment,Segment Position,1,1,1,100000002,510000001633,
1373.2,µm,Segment,Segment Position,0,1,1,100000002,510000001650,
1372.89,µm,Segment,Segment Position,5,4,1,100000002,510000001658,
1374.62,µm,Segment,Segment Position,4,1,1,100000002,510000001661,
1373.35,µm,Segment,Segment Position,6,3,1,100000002,510000001664,
1374.05,µm,Segment,Segment Position,5,2,1,100000002,510000001669,
1373.99,µm,Segment,Segment Position,1,1,1,100000000,510000001689,
1374.07,µm,Segment,Segment Position,3,2,1,100000002,510000001708,
1376.03,µm,Segment,Segment Position,1,1,1,100000002,510000001714,
1373.75,µm,Segment,Segment Position,2,3,1,100000000,510000001717,
1373.4,µm,Segment,Segment Position,3,3,1,100000002,510000001720,
1373.69,µm,Segment,Segment Position,2,2,1,100000002,510000001729,
1376.74,µm,Segment,Segment Position,0,1,1,100000001,510000001757,
1373.65,µm,Segment,Segment Position,4,2,1,100000002,510000001800,
1373.56,µm,Segment,Segment Position,3,2,1,100000002,510000001805,
1373.63,µm,Segment,Segment Position,4,3,1,100000002,510000001808,
1374.66,µm,Segment,Segment Position,2,3,1,100000002,510000001828,
1376.58,µm,Segment,Segment Position,3,2,1,100000001,510000001839,
1376.32,µm,Segment,Segment Position,2,1,1,100000001,510000001847,
1376.49,µm,Segment,Segment Position,3,1,1,100000001,510000001857,
1376.43,µm,Segment,Segment Position,1,2,1,100000001,510000001861,
1373.66,µm,Segment,Segment Position,2,2,1,100000002,510000001867,
1372.58,µm,Segment,Segment Position,1,2,1,100000002,510000001892,
1373.67,µm,Segment,Segment Position,3,3,1,100000002,510000001895,
1373.85,µm,Segment,Segment Position,2,1,1,100000002,510000001900,
1373.02,µm,Segment,Segment Position,1,2,1,100000002,510000001910,
1372.71,µm,Segment,Segment Position,0,1,1,100000002,510000001924,
1372.76,µm,Segment,Segment Position,2,1,1,100000002,510000001940,
1372.69,µm,Segment,Segment Position,1,1,1,100000002,510000001960,
1375.12,µm,Segment,Segment Position,0,1,1,100000000,510000001970,
1372.79,µm,Segment,Segment Position,2,2,1,100000002,510000001991,
1375.16,µm,Segment,Segment Position,0,1,1,100000001,510000002006,
1373.59,µm,Segment,Segment Position,2,2,1,100000001,510000002081,
1373.77,µm,Segment,Segment Position,4,2,1,100000002,510000002085,
1373.77,µm,Segment,Segment Position,1,1,1,100000002,510000002086,
