
Soma Center of Image Mass Ch=1 Img=1
 ==================== 
Soma Center of Image Mass X,Soma Center of Image Mass Y,Soma Center of Image Mass Z,Unit,Category,Channel,Collection,Image,Time,FilamentID,ID,
372.148,21524.7,1374.81,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000000,800000000,
330.95,21532.3,1376.22,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000001,800000001,
333.586,21552.8,1373.44,µm,Soma,1,Soma Center of Image Mass,Image 1,1,100000002,800000002,
