
Intensity Mean Ch=3 Img=1
 ==================== 
Intensity Mean,Unit,Category,Channel,Image,Time,ID,
3.09977,,Surface,3,Image 1,1,0,
3.08906,,Surface,3,Image 1,1,1,
2.67289,,Surface,3,Image 1,1,2,
