
Segment Branch Level
 ==================== 
Segment Branch Level,Unit,Category,Depth,Level,Time,FilamentID,ID,
2,,Segment,5,2,1,100000001,510000000007,
2,,Segment,4,2,1,100000001,510000000022,
2,,Segment,3,2,1,100000001,510000000031,
2,,Segment,2,2,1,100000001,510000000103,
1,,Segment,1,1,1,100000001,510000000111,
1,,Segment,0,1,1,100000001,510000000142,
3,,Segment,3,3,1,100000001,510000000193,
3,,Segment,5,3,1,100000001,510000000199,
3,,Segment,4,3,1,100000001,510000000203,
3,,Segment,7,3,1,100000002,510000000268,
3,,Segment,6,3,1,100000002,510000000275,
3,,Segment,5,3,1,100000002,510000000305,
2,,Segment,3,2,1,100000002,510000000324,
2,,Segment,2,2,1,100000002,510000000326,
2,,Segment,1,2,1,100000002,510000000332,
1,,Segment,0,1,1,100000002,510000000352,
5,,Segment,7,5,1,100000002,510000000384,
4,,Segment,6,4,1,100000002,510000000400,
4,,Segment,7,4,1,100000002,510000000403,
4,,Segment,7,4,1,100000002,510000000408,
2,,Segment,5,2,1,100000000,510000000425,
1,,Segment,4,1,1,100000000,510000000445,
1,,Segment,3,1,1,100000000,510000000451,
1,,Segment,2,1,1,100000000,510000000480,
1,,Segment,1,1,1,100000000,510000000500,
1,,Segment,0,1,1,100000000,510000000537,
1,,Segment,5,1,1,100000000,510000000540,
2,,Segment,4,2,1,100000000,510000000547,
2,,Segment,3,2,1,100000000,510000000553,
2,,Segment,2,2,1,100000000,510000000563,
2,,Segment,1,2,1,100000000,510000000568,
3,,Segment,5,3,1,100000000,510000000583,
2,,Segment,4,2,1,100000000,510000000598,
2,,Segment,3,2,1,100000000,510000000641,
2,,Segment,2,2,1,100000000,510000000715,
1,,Segment,1,1,1,100000000,510000000723,
1,,Segment,0,1,1,100000000,510000000759,
2,,Segment,5,2,1,100000000,510000000833,
3,,Segment,4,3,1,100000000,510000000847,
3,,Segment,3,3,1,100000000,510000000849,
2,,Segment,1,2,1,100000000,510000000873,
1,,Segment,2,1,1,100000000,510000000876,
3,,Segment,2,3,1,100000001,510000000893,
2,,Segment,1,2,1,100000001,510000000925,
1,,Segment,0,1,1,100000001,510000000941,
2,,Segment,2,2,1,100000001,510000000981,
1,,Segment,1,1,1,100000001,510000000986,
3,,Segment,3,3,1,100000001,510000001006,
2,,Segment,3,2,1,100000001,510000001015,
1,,Segment,2,1,1,100000001,510000001017,
4,,Segment,3,4,1,100000001,510000001073,
3,,Segment,2,3,1,100000001,510000001086,
2,,Segment,1,2,1,100000001,510000001091,
1,,Segment,0,1,1,100000001,510000001144,
4,,Segment,5,4,1,100000002,510000001160,
3,,Segment,4,3,1,100000002,510000001162,
3,,Segment,3,3,1,100000002,510000001164,
3,,Segment,2,3,1,100000002,510000001207,
2,,Segment,1,2,1,100000002,510000001229,
1,,Segment,0,1,1,100000002,510000001284,
3,,Segment,3,3,1,100000001,510000001290,
3,,Segment,5,3,1,100000002,510000001294,
4,,Segment,4,4,1,100000002,510000001296,
4,,Segment,3,4,1,100000002,510000001299,
4,,Segment,4,4,1,100000001,510000001303,
3,,Segment,3,3,1,100000001,510000001308,
2,,Segment,2,2,1,100000001,510000001310,
3,,Segment,4,3,1,100000001,510000001314,
2,,Segment,3,2,1,100000001,510000001317,
2,,Segment,3,2,1,100000001,510000001351,
1,,Segment,2,1,1,100000001,510000001374,
